raceid,driverid,stop,lap,time,duration,milliseconds
864,39,1,11,14:20:59,21.518,21518
894,8,2,25,15:48:47,23.236,23236
879,37,2,19,14:32:05,26.573,26573
974,1,1,46,15:02:38,24.155,24155
854,153,2,24,20:52:14,24.299,24299
878,39,1,25,13:48:53,24.497,24497
896,13,1,8,15:15:56,23.579,23579
971,815,1,13,18:25:24,24.332,24332
944,154,2,35,14:49:12,23.787,23787
956,830,2,28,14:38:17,17.165,17165
909,155,1,15,14:25:55,20.121,20121
936,829,4,44,15:17:14,17.402,17402
913,807,2,25,20:52:46,29.362,29362
897,3,1,10,17:21:41,21.653,21653
850,3,1,14,14:26:39,20.348,20348
851,816,3,47,15:20:46,49.849,49849
900,825,1,12,17:27:45,23.150,23150
859,17,2,38,14:52:52,20.990,20990
869,13,2,24,14:36:49,19.137,19137
932,4,1,31,14:45:06,23.553,23553
965,20,3,53,15:37:10,24.156,24156
886,3,3,57,15:19:14,21.459,21459
912,4,1,21,14:35:34,24.913,24913
929,807,1,10,18:20:48,26.652,26652
930,829,2,32,14:56:02,23.043,23043
849,808,2,38,14:10:21,24.172,24172
901,3,1,14,16:29:15,24.723,24723
861,10,1,3,16:10:14,25.096,25096
870,817,1,14,14:27:32,20.510,20510
863,3,1,8,15:17:15,22.228,22228
942,830,1,18,14:40:12,25.527,25527
934,829,2,45,14:27:17,43.964,43964
959,807,3,44,15:03:45,19.907,19907
849,814,3,26,13:50:52,31.471,31471
943,832,1,13,13:21:59,23.128,23128
933,154,1,23,14:35:38,22.016,22016
934,807,2,44,14:20:36,33.891,33891
982,835,1,1,20:06:33,30.785,30785
949,836,3,41,19:13:02,25.419,25419
879,39,3,51,15:19:00,23.625,23625
952,13,1,8,14:17:31,21.384,21384
851,1,6,56,15:30:48,13.173,13173
881,20,2,22,16:44:00,21.339,21339
913,8,2,25,20:52:18,29.164,29164
957,807,2,17,13:38:06,29.867,29867
904,820,1,17,14:30:46,24.337,24337
976,154,4,22,17:53:42,21:53.665,1313665
960,839,2,9,14:24:51,16:40.980,1000980
909,807,1,14,14:23:52,19.564,19564
856,67,2,36,16:10:01,21.992,21992
883,814,1,14,15:28:08,22.009,22009
895,20,2,37,16:04:36,22.873,22873
933,833,1,34,14:50:23,23.926,23926
859,17,3,58,15:18:40,20.781,20781
882,819,1,5,15:12:59,21.265,21265
888,819,2,24,14:44:58,21.388,21388
982,839,1,1,20:06:36,31.793,31793
845,20,4,48,15:15:41,20.292,20292
970,822,3,6,14:18:06,17.323,17323
878,13,1,26,13:49:03,21.520,21520
982,835,3,3,20:13:07,25.113,25113
909,16,2,32,14:49:41,19.638,19638
875,813,1,21,15:41:35,21.137,21137
872,5,2,39,15:03:38,21.910,21910
903,1,1,17,15:33:31,22.968,22968
965,154,1,10,14:21:30,24.523,24523
914,16,4,32,16:30:14,24.314,24314
881,823,3,28,16:56:15,25.118,25118
869,3,2,32,14:47:31,17.894,17894
891,813,1,11,14:25:40,27.059,27059
899,1,1,21,14:31:13,22.655,22655
973,154,1,19,14:31:26,22.866,22866
892,807,1,24,14:39:37,25.633,25633
951,13,1,18,15:37:14,29.551,29551
872,3,1,14,14:25:03,22.346,22346
854,817,3,27,21:01:25,33.058,33058
945,1,1,11,17:23:20,21.346,21346
851,808,1,10,14:21:18,25.532,25532
968,830,1,21,17:41:22,21.221,21221
890,4,1,12,14:21:21,21.599,21599
944,829,1,15,14:23:24,25.547,25547
943,826,1,21,13:32:58,22.559,22559
864,813,3,41,15:05:16,22.829,22829
942,154,1,1,14:06:27,27.621,27621
958,828,3,62,15:35:34,23.308,23308
875,10,2,31,16:00:08,20.494,20494
856,816,1,16,15:33:28,26.905,26905
953,821,1,16,14:31:01,26.044,26044
973,815,1,18,14:29:42,25.082,25082
911,16,1,11,14:25:53,23.755,23755
891,824,2,28,14:59:47,23.961,23961
894,813,2,23,15:45:35,23.642,23642
967,20,1,10,14:29:08,29.981,29981
848,153,2,42,15:18:33,21.103,21103
883,820,2,23,15:44:27,24.141,24141
