orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10400,EASTC,1,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-16 00:00:00,3,83.93,Восточное соединение,35 короля Георга,Лондон,,WX3 6FW,Великобритания
10401,RATTC,1,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-10 00:00:00,1,12.51,Рат-Снап-Каньон-Гроувери,2817 Милтон-драйв,Альбукуерки,НМ,87110,США
10402,ERNSH,8,1997-01-02 00:00:00,1997-02-13 00:00:00,1997-01-10 00:00:00,2,67.88,Эрнст Хандель,"Кирхгассе, 6",Граз,,8010,Австрия
10403,ERNSH,4,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-09 00:00:00,3,73.79,Эрнст Хандель,"Кирхгассе, 6",Граз,,8010,Австрия
10404,MAGAA,2,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-08 00:00:00,1,155.97,Магазин продуктов RUR,"Вияルドо-иль-Мора, 22",Бергамо,,24100,Италия
10405,LINOD,1,1997-01-06 00:00:00,1997-02-03 00:00:00,1997-01-22 00:00:00,1,34.82,Лино-Деликатесы,"Пятница, 5 мая, Порламар",De Маргарита,Новая Esparta,4980,Венесуэла
10406,QUEEN,7,1997-01-07 00:00:00,1997-02-18 00:00:00,1997-01-13 00:00:00,1,108.04,Королева Кулинарная,"Алмеда дос Канриос, 891",Сан-Паулу,SP,05487-020,Бразилия
10407,OTTIK,2,1997-01-07 00:00:00,1997-02-04 00:00:00,30 января 1997 года,2,91.48,Оттилия Кселаден,Meохаймерштрат 369,КЛН,,50739,Германия
10408,FOLIG,8,1997-01-08 00:00:00,1997-02-05 00:00:00,14.01.1997 г. 00:00:00,1,11.26,Фоли-гуриманде,"184, Чоссе де Турней",Лилль,,59000,Франция
10409,OCEAN,3,1997-01-09 00:00:00,1997-02-06 00:00:00,14.01.1997 г. 00:00:00,1,29.83,Окано Атлантик Лтд.,"Инж. Густаво Монкада, 8585, 20-й этаж",Буенос-Айрес,,1010,Аргентина
10410,BOTTM,3,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-15 00:00:00,3,2.4,Рынки Bottom-Dollar,Бульвар Тсауассен 23,Цавассен,БС,Т2Ф 8М4,Канада
10411,BOTTM,9,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-21 00:00:00,3,23.65,Рынки Bottom-Dollar,Бульвар Тсауассен 23,Цавассен,БС,Т2Ф 8М4,Канада
10412,WARTH,8,1997-01-13 00:00:00,1997-02-10 00:00:00,1997-01-15 00:00:00,2,3.77,Вартиан Геркку,Торикатую 38,Улу,,90110,Финляндия
10413,LAMAI,3,14.01.1997 г. 00:00:00,1997-02-11 00:00:00,1997-01-16 00:00:00,2,95.66,Дом Азии,1 улица Эльзаса-Лотарингии,Тулуза,,31000,Франция
10414,FAMIA,2,14.01.1997 г. 00:00:00,1997-02-11 00:00:00,1997-01-17 00:00:00,3,21.48,Семья Аркибальдо,"Улица Орса, 92",Сан-Паулу,SP,05442-030,Бразилия
10415,HUNGC,3,1997-01-15 00:00:00,1997-02-12 00:00:00,1997-01-24 00:00:00,1,0.2,Голодный койот Импортный магазин,Культурный центр города 516 Main St.,Эльгин,А,97827,США
10416,WARTH,8,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-27 00:00:00,3,22.72,Вартиан Геркку,Торикатую 38,Улу,,90110,Финляндия
10417,SIMOB,4,1997-01-16 00:00:00,1997-02-13 00:00:00,1997-01-28 00:00:00,3,70.29,Бистро Симонс,Винбллет 34,Копенгаген,,1734,Дания
10418,QUICK,4,1997-01-17 00:00:00,14.02.1997 г.,1997-01-24 00:00:00,1,17.55,Быстрое остановление,"Тауэрштрассе, 10",Кюневальде,,1307,Германия
10419,RICSU,4,1997-01-20 00:00:00,1997-02-17 00:00:00,30 января 1997 года,2,137.35,Ричтер Супермаркет,"Улица Старенвег, дом 5",Женева,,1204,Швейцария
10420,WELLI,3,1997-01-21 00:00:00,1997-02-18 00:00:00,1997-01-27 00:00:00,1,44.12,Уэллингтон Импортадора,"Руа де Мирандэ, 12",Резенде,SP,08737-363,Бразилия
10421,QUEDE,8,1997-01-21 00:00:00,1997-03-04 00:00:00,1997-01-27 00:00:00,1,99.23,Квадратная деляна,"улица Паньеируш, 12",Рио-де-Жанейро,РЖ,02389-673,Бразилия
10422,FRANS,2,1997-01-22 00:00:00,1997-02-19 00:00:00,1997-01-31 00:00:00,1,3.02,Франчи С.п.а.,"Вия Монте Белло, 34",Турин,,10100,Италия
10423,GOURL,6,1997-01-23 00:00:00,1997-02-06 00:00:00,1997-02-24 00:00:00,3,24.5,Гурман-ланчонет,"А. Бразилиа, 442",Кампинас,SP,04876-786,Бразилия
10424,MEREP,7,1997-01-23 00:00:00,1997-02-20 00:00:00,1997-01-27 00:00:00,2,370.61,Мре Паиарде,43 улица Сен-Лоран,Монреаль,Квебек,Х1ХХ1,Канада
10425,LAMAI,6,1997-01-24 00:00:00,1997-02-21 00:00:00,14.02.1997 г.,2,7.93,Дом Азии,1 улица Эльзаса-Лотарингии,Тулуза,,31000,Франция
