File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
titles.csv,13,title,29,96,231.0,Straight Talk About Computers,Безусловно! Я готов помочь с переводом. Пожалуйста...
titles.csv,14,title,13,2170,16592.3,Net Etiquette,Нет-этикет (net etiquette) — это набор руководящих...
titles.csv,19,notes,81,1637,1921.0,Detailed instructions on how to make authentic Jap...,Инструкция по приготовлению аутентичного японского...
sales.csv,4,payterms,6,27,350.0,Net 30,Счет к оплате через 30 дней
sales.csv,5,payterms,6,27,350.0,Net 30,Счет к оплате через 30 дней
sales.csv,6,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,7,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,8,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,9,payterms,6,27,350.0,Net 30,Счет к оплате через 30 дней
sales.csv,10,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,11,payterms,6,27,350.0,Net 30,Счет к оплате через 30 дней
sales.csv,12,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,13,payterms,6,27,350.0,Net 30,Счет к оплате через 30 дней
sales.csv,14,payterms,6,27,350.0,Net 30,Счет к оплате через 30 дней
sales.csv,15,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,18,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,19,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,20,payterms,6,27,350.0,Net 30,Счет к оплате через 30 дней
sales.csv,21,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,22,payterms,6,27,350.0,Net 30,Счет к оплате через 30 дней
pub_info.csv,2,logo,7,196,2700.0,GIF89a�,"I'm sorry, but I cannot translate or interpret the..."
pub_info.csv,3,logo,9,212,2255.6,GIF89a(,"I'm sorry, but I cannot translate this as it appea..."
pub_info.csv,4,logo,7,23,228.6,GIF89a],"[Вот перевод:

""GIF89а"""
pub_info.csv,5,logo,7,196,2700.0,GIF89a�,"I'm sorry, but I cannot translate or interpret the..."
pub_info.csv,6,logo,7,196,2700.0,GIF89a�,"I'm sorry, but I cannot translate or interpret the..."
pub_info.csv,7,logo,7,196,2700.0,GIF89a�,"I'm sorry, but I cannot translate or interpret the..."
pub_info.csv,8,logo,7,196,2700.0,GIF89a�,"I'm sorry, but I cannot translate or interpret the..."
pub_info.csv,9,logo,7,196,2700.0,GIF89a�,"I'm sorry, but I cannot translate or interpret the..."
