qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
5287,873,13,6,6,13,1:49.767,1:48.344,
4927,858,16,10,14,9,1:40.595,1:40.205,1:40.768
5409,878,155,15,14,16,1:38.418,1:38.437,
2215,241,50,31,12,14,1:57.231,,
555,44,17,9,15,11,1:20.583,1:20.235,
1329,86,11,16,4,11,1:48.353,,
3233,13,4,4,7,8,1:23.708,1:23.497,1:25.072
7404,982,1,131,44,5,1:42.455,1:40.577,1:40.126
2332,246,14,3,6,3,1:17.925,,
2704,262,14,3,2,5,1:27.211,,
5100,865,814,10,11,15,1:16.062,1:15.718,
5365,876,5,207,20,20,1:29.500,,
4549,841,815,15,17,13,1:25.812,1:26.108,
6723,949,825,4,20,19,1:33.181,,
6923,959,3,131,6,1,1:15.485,1:14.839,1:14.363
4756,850,13,6,6,5,1:31.826,1:31.582,1:30.910
5369,876,819,206,25,24,1:30.662,,
6501,936,831,15,12,18,1:24.997,,
3214,12,17,9,14,9,1:45.350,1:44.924,1:46.788
4723,848,15,205,21,20,1:42.234,,
7392,981,4,1,14,13,1:39.134,1:38.202,
688,50,14,9,14,12,1:26.904,1:26.247,
1153,77,35,15,11,15,1:32.891,,
1728,199,71,17,9,7,1:24.542,,
682,50,18,11,7,6,1:26.614,1:25.454,1:26.913
2471,251,90,28,22,22,1:30.834,,
400,37,17,9,15,10,1:35.727,1:35.579,1:37.345
4656,846,20,9,1,1,1:15.606,1:14.277,1:13.556
6561,939,813,208,13,18,1:47.323,,
4296,100,45,17,19,16,1:22.458,,
238,29,7,5,14,10,1:38.622,1:38.417,1:40.750
5589,886,13,6,4,16,1:23.735,1:30.354,
451,39,23,7,11,17,1:22.666,,
5551,884,819,207,20,22,1:25.070,,
3700,352,16,10,14,15,1:33.186,1:32.659,
6954,960,13,3,19,10,1:47.738,1:47.667,1:48.263
5186,869,18,1,3,7,1:16.507,1:38.659,1:44.113
5693,892,818,5,18,10,1:24.630,1:24.575,1:28.050
2685,261,49,15,30,12,1:24.254,,
652,48,14,9,14,20,1:24.019,,
980,63,35,2,17,18,1:17.304,,
619,47,15,7,12,9,1:28.318,1:27.801,1:28.740
6444,933,1,131,44,1,1:12.218,1:09.062,1:08.455
5252,872,1,1,4,1,1:24.211,1:24.394,1:24.010
4264,99,18,16,9,4,1:13.995,,
4931,858,67,5,18,13,1:41.737,1:41.009,
3549,346,22,3,9,8,1:31.424,1:31.126,1:31.175
419,38,21,4,3,7,1:33.556,1:32.889,1:34.056
147,24,18,11,16,19,1:23.565,,
1656,191,57,1,8,1,1:30.010,,
3459,342,808,4,12,14,1:15.482,1:15.576,
7020,963,154,210,8,12,1:35.400,1:35.001,
641,48,15,7,12,9,1:23.724,1:23.107,1:24.555
1290,84,14,9,14,12,1:29.764,,
1451,125,35,16,11,13,1:38.039,,
80,21,10,7,12,14,1:21.427,1:21.230,
5787,896,821,15,12,16,1:26.057,1:26.366,
3065,4,7,5,11,20,1:34.159,,
3683,351,32,164,20,22,1:52.946,,
6170,913,1,131,44,1,1:46.921,1:46.287,1:45.681
1949,213,57,1,9,9,1:18.916,,
4013,120,21,17,11,13,1:23.726,,
1693,192,76,24,19,16,1:19.375,,
1141,77,17,3,7,3,1:30.368,,
1860,209,65,15,16,8,1:26.564,,
4608,843,24,164,23,23,1:40.212,,
3618,349,18,1,1,5,1:57.981,1:46.790,1:46.206
3263,14,21,6,3,18,1:48.350,,
4873,856,18,1,4,3,1:37.929,1:37.302,1:36.126
5380,877,807,10,12,11,1:42.579,1:42.019,
6676,945,831,15,12,14,1:42.896,1:43.614,
6689,948,832,5,55,7,1:27.057,1:25.384,1:25.582
2528,254,65,22,2,7,1:15.556,,
119,23,10,7,12,11,1:16.285,1:15.907,
4851,855,4,6,5,5,1:32.817,1:31.612,1:30.886
1066,67,32,9,15,16,1:22.898,,
5906,902,817,9,3,3,1:36.220,1:34.592,1:34.051
2477,252,77,6,28,4,1:21.970,,
1337,86,33,17,18,19,1:51.498,,
2728,263,30,22,5,3,1:16.707,,
7152,969,4,1,14,13,1:25.872,1:25.425,
5605,887,4,6,3,10,1:32.266,1:31.387,1:30.979
2508,253,22,17,14,11,1:21.211,,
