raceid,driverid,lap,position,time,milliseconds
902,1,56,1,1:37.794,97794
20,17,16,8,1:35.693,95693
89,42,44,13,1:36.420,96420
958,821,1,12,1:37.545,97545
347,5,40,20,1:24.239,84239
18,6,1,16,2:37.591,157591
931,833,60,17,1:26.417,86417
940,834,22,18,1:48.528,108528
92,15,16,4,1:32.145,92145
24,21,35,17,1:20.622,80622
14,9,17,8,1:49.790,109790
878,3,28,8,1:45.009,105009
885,815,70,5,1:23.730,83730
59,18,66,12,1:19.152,79152
144,2,30,11,1:28.310,88310
117,44,39,10,1:18.470,78470
58,22,17,6,1:18.444,78444
915,20,8,6,1:45.181,105181
34,21,43,18,1:41.883,101883
159,18,61,7,1:17.458,77458
38,5,13,9,1:37.034,97034
961,817,26,6,1:27.669,87669
15,18,27,10,1:34.594,94594
967,20,7,5,1:57.819,117819
170,18,36,4,1:56.505,116505
976,8,14,4,2:50.290,170290
355,4,29,11,1:45.187,105187
123,44,22,6,1:36.004,96004
864,37,46,19,1:32.436,92436
928,20,31,4,2:00.657,120657
930,807,47,12,1:33.519,93519
36,17,14,7,1:28.782,88782
351,807,28,12,1:53.575,113575
874,813,1,9,2:07.350,127350
938,18,4,9,1:31.213,91213
8,5,15,19,1:24.162,84162
847,17,54,3,1:25.759,85759
115,44,2,6,1:20.556,80556
340,808,49,9,1:51.889,111889
913,13,23,11,2:12.339,132339
56,18,6,2,1:26.519,86519
127,35,2,11,1:29.713,89713
58,27,26,18,1:22.745,82745
863,811,2,12,1:43.283,103283
10,12,61,12,1:23.621,83621
195,49,57,12,1:28.065,88065
344,17,7,2,1:23.209,83209
933,1,53,2,1:11.869,71869
884,821,24,7,1:31.502,91502
931,4,15,10,1:21.082,81082
10,2,16,13,1:23.762,83762
238,86,15,19,1:33.855,93855
67,9,24,4,1:24.219,84219
208,55,25,9,1:18.754,78754
903,817,8,4,1:45.054,105054
907,4,17,8,1:14.777,74777
854,17,26,3,1:54.155,114155
132,35,47,12,1:35.591,95591
40,3,58,10,1:18.494,78494
982,154,18,10,2:06.152,126152
223,58,37,19,1:27.989,87989
854,3,25,8,1:54.518,114518
156,22,46,1,1:15.211,75211
9,4,30,12,1:37.285,97285
852,811,23,18,1:56.642,116642
945,18,48,13,1:48.953,108953
72,27,24,17,1:43.356,103356
976,20,28,2,1:45.284,105284
58,32,7,16,1:21.291,81291
93,2,3,17,1:25.973,85973
53,2,56,12,1:35.064,95064
127,22,34,2,1:24.604,84604
845,67,15,11,1:33.166,93166
904,820,33,21,1:33.491,93491
166,63,60,10,1:23.095,83095
972,839,17,8,1:40.830,100830
107,47,20,17,1:15.336,75336
347,808,54,10,1:17.561,77561
858,18,27,3,1:45.746,105746
916,817,45,3,1:43.624,103624
46,5,19,6,1:22.339,82339
38,27,47,15,1:37.543,97543
865,815,14,16,1:19.974,79974
354,810,9,22,1:20.987,80987
220,50,68,12,1:13.714,73714
99,32,3,13,1:18.478,78478
181,56,46,6,1:34.304,94304
932,832,58,12,1:19.104,79104
70,9,7,10,1:18.998,78998
149,35,51,9,1:20.642,80642
22,2,53,5,1:27.743,87743
116,15,20,7,1:34.612,94612
951,825,14,9,1:44.431,104431
931,18,74,8,1:20.232,80232
