constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
24788,861,164,0.0,12,12,0
20710,697,66,22.0,4,4,1
5472,178,17,16.0,3,3,0
21735,638,34,1.0,9,9,0
2493,231,6,35.0,2,2,1
17780,768,6,14.0,2,2,0
23718,542,6,58.0,2,2,5
9435,387,3,20.0,7,7,0
10966,480,21,5.0,10,10,0
5754,153,22,6.0,7,7,0
19098,752,105,0.0,8,8,0
2,18,2,8.0,3,3,0
8362,312,6,29.0,3,3,0
10826,472,27,4.0,8,8,0
26475,951,5,17.0,6,6,0
25486,222,26,0.0,12,12,0
25167,882,207,0.0,11,11,0
95,27,1,86.0,3,3,4
22067,609,63,0.0,11,11,0
10230,437,51,6.0,4,4,0
6427,63,4,142.0,1,1,7
55,23,5,6.0,8,8,0
734,88,3,64.0,5,5,0
26724,968,9,468.0,2,2,2
1526,165,22,18.0,3,3,0
21554,645,6,0.0,8,8,0
9977,424,45,0.0,10,10,0
9918,420,51,0.0,10,10,0
22183,617,32,77.0,2,2,6
6359,56,13,0.0,10,10,0
17816,772,6,37.0,1,1,2
10523,454,54,0.0,14,14,0
10823,472,55,0.0,15,15,0
154,32,5,31.0,6,6,1
22236,592,34,9.0,3,3,1
8449,316,29,0.0,18,18,0
11267,495,32,18.0,7,7,0
20137,716,6,37.0,1,1,3
21024,674,180,44.0,1,1,4
24164,523,21,5.0,8,8,0
711,86,4,152.0,1,1,7
20778,682,184,0.0,12,12,0
7918,336,41,7.0,7,7,0
10771,469,37,0.0,9,9,0
24055,516,60,0.0,15,15,0
3411,299,32,10.0,5,5,0
24970,869,15,80.0,6,6,0
10369,445,27,3.0,10,10,0
24243,337,166,0.0,12,12,0
26640,964,5,47.0,7,7,0
21329,660,66,2.0,6,6,0
10238,437,53,1.0,8,8,0
20479,707,172,54.0,1,1,6
5208,253,17,18.0,5,5,0
11239,494,51,3.0,11,11,0
19914,727,32,0.0,15,15,0
23415,559,56,11.0,9,9,0
24162,523,56,1.0,10,10,0
9338,382,48,3.0,9,9,0
17798,770,6,28.0,1,1,1
4727,280,25,0.0,13,13,0
26790,974,15,4.0,9,9,0
23565,534,56,7.0,7,7,0
1815,74,15,7.0,7,7,0
24498,355,9,498.0,1,1,9
9434,387,44,0.0,17,17,0
24067,517,1,5.0,5,5,0
6188,95,4,52.0,2,2,1
1804,73,1,19.0,3,3,0
4775,284,32,12.0,6,6,0
9724,407,32,19.0,3,3,1
10410,448,51,6.0,8,8,0
742,89,6,100.0,3,3,1
25740,36,8,0.0,7,7,0
89,26,6,96.0,1,1,5
1670,79,17,11.0,8,8,0
25189,884,207,0.0,11,11,0
22083,611,66,5.0,7,7,0
23169,544,1,6.0,4,4,0
10729,466,52,0.0,13,13,0
22496,578,75,0.0,8,8,0
7822,331,44,0.0,17,17,0
7782,329,33,5.0,7,7,0
25514,257,3,6.0,2,2,0
20982,671,82,6.0,7,7,0
5125,247,27,10.0,5,5,0
26778,973,5,21.0,5,5,0
21766,640,66,30.0,3,3,2
10448,449,53,12.0,7,7,0
23164,544,6,13.0,1,1,1
24141,521,61,0.0,17,17,0
7806,330,45,0.0,16,16,0
22001,629,82,11.0,8,8,0
5664,145,21,0.0,8,8,0
107,28,2,90.0,3,3,1
9837,414,26,0.0,10,10,0
8680,6,9,42.5,2,2,1
25733,36,6,13.0,1,1,1
9877,417,26,6.0,7,7,0
21543,643,34,9.0,1,1,1
9433,387,39,0.0,13,13,0
22051,608,66,3.0,6,6,0
24492,354,205,0.0,10,10,0
20715,697,6,31.0,2,2,2
22982,567,27,10.0,4,4,0
20869,687,182,0.0,12,12,0
715,86,1,146.0,2,2,8
13927,17,6,70.0,4,4,1
22885,562,59,0.0,10,10,0
22338,598,78,0.0,16,16,0
9419,386,49,0.0,18,18,0
11047,483,21,0.0,12,12,0
25314,896,131,313.0,2,2,3
25526,257,30,0.0,14,14,0
26856,981,3,55.0,5,5,0
24450,352,9,426.0,1,1,7
