driverstandingsid,raceid,driverid,points,position,positiontext,wins
12940,59,3,4.0,14,14,0
49753,748,506,0.0,59,59,0
56976,572,279,0.0,43,43,0
46324,796,657,1.0,23,23,0
12671,102,32,0.0,20,20,0
51879,805,526,1.5,22,22,0
21411,448,184,0.0,23,23,0
63993,346,15,0.0,22,22,0
200,27,20,6.0,15,15,0
12210,114,14,25.0,6,6,1
11327,188,63,10.0,10,10,0
46709,788,615,0.0,36,36,0
53981,621,293,0.0,28,28,0
17621,320,55,21.0,7,7,0
57957,550,223,1.0,17,17,0
68216,971,836,0.0,15,15,0
54426,646,359,2.0,15,15,0
51728,803,644,0.0,25,25,0
22924,488,214,0.0,34,34,0
44631,824,626,9.0,6,6,0
18633,367,163,2.0,21,21,0
53576,668,293,0.0,25,25,0
50729,709,385,0.0,10,10,0
19127,376,141,0.0,29,29,0
55252,619,309,38.0,5,5,2
58933,498,222,0.0,9,9,0
57312,532,172,6.0,8,8,0
66776,907,815,28.0,11,11,0
58865,525,212,0.0,21,21,0
62516,764,513,0.0,31,31,0
68225,972,826,2.0,14,14,0
46169,794,538,0.0,27,27,0
53704,673,358,4.0,15,15,0
10540,253,93,0.0,26,26,0
63589,726,278,0.0,18,18,0
57601,539,244,0.0,39,39,0
20026,407,166,0.0,14,14,0
53348,638,348,0.0,26,26,0
11243,184,41,0.0,22,22,0
22336,474,176,2.0,18,18,0
3312,169,50,2.0,13,13,0
1568,87,24,1.0,24,24,0
20331,416,118,0.0,20,20,0
19923,403,169,0.0,25,25,0
46896,790,639,0.0,48,48,0
56422,588,296,0.0,43,43,0
43917,830,734,2.0,18,18,0
68219,972,822,63.0,3,3,1
13843,46,18,1.0,16,16,0
67457,942,833,0.0,19,19,0
47103,779,578,3.0,12,12,0
44417,821,705,0.0,57,57,0
20326,416,160,0.0,26,26,0
66363,266,111,0.0,29,29,0
19608,392,138,3.0,10,10,0
48201,742,430,0.0,23,23,0
45031,813,675,0.0,45,45,0
51454,708,424,0.0,30,30,0
53161,632,334,0.0,22,22,0
43998,831,529,0.0,42,42,0
47070,778,516,0.0,31,31,0
66236,263,49,5.0,8,8,0
20546,424,140,7.0,6,6,0
12771,106,13,11.0,12,12,0
10898,217,82,0.0,23,23,0
54589,651,293,0.0,30,30,0
65238,871,37,0.0,24,24,0
13791,44,15,7.0,10,10,0
15967,324,103,1.0,12,12,0
57023,573,271,0.0,34,34,0
19597,391,112,0.0,19,19,0
47372,783,579,40.0,1,1,4
21214,442,137,9.0,8,8,1
56862,570,199,3.0,15,15,0
50315,755,538,0.0,75,75,0
63921,343,15,0.0,22,22,0
