targetid,raceid,driverid,win
49350,772,456,0
4453,199,22,0
53072,664,351,0
19746,397,156,0
59385,511,226,0
54781,655,367,0
12724,104,47,0
58847,524,177,0
44971,812,520,0
48272,744,478,0
58596,516,163,0
17363,313,87,0
50200,754,512,0
22339,474,209,0
20852,431,182,0
54093,625,320,0
56107,581,221,0
55258,619,238,1
62363,762,537,0
61975,757,356,0
57640,540,163,0
20504,422,119,0
54700,654,357,0
58257,556,182,0
55862,603,197,0
65529,880,824,0
62031,757,525,0
63921,343,15,0
67845,959,838,0
13671,39,8,0
48571,734,397,0
19045,374,138,0
11038,223,15,0
11008,222,44,0
44081,832,611,0
50063,752,529,0
9416,277,87,0
51109,701,347,0
19341,383,114,0
52859,689,262,0
53678,672,340,0
43926,830,768,0
17782,5,17,0
10910,218,35,0
54684,653,223,0
56316,586,187,0
17543,318,119,0
56446,589,221,0
66046,257,105,0
46238,795,597,0
56745,567,187,0
47390,783,356,0
47003,777,496,0
67493,944,18,0
17785,5,8,0
51108,701,383,0
17789,5,5,0
48943,698,289,0
52888,656,235,0
65575,882,820,0
67505,941,1,1
64391,842,67,0
67279,937,813,0
10945,219,23,0
17158,307,110,0
53013,662,278,0
48577,734,464,0
55695,600,293,0
5225,233,77,0
57592,539,242,0
20006,406,117,1
5097,227,49,0
17588,319,95,0
46598,786,612,0
