resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
6894,317,57,32,11,24,14.0,14,14,0.0,68,,,,,,,13
16526,674,376,195,19,19,,R,18,0.0,6,,,,,,,95
6228,296,91,37,16,21,,R,17,0.0,33,,,,,,,6
14443,587,230,37,9,8,1.0,1,1,4.5,29,0:57:56.69,3476690.0,,,,,1
6587,308,57,32,11,25,,R,13,0.0,64,,,,,,,44
9228,397,160,27,26,18,8.0,8,8,0.0,50,,,,,,,12
13215,541,207,32,5,1,,R,20,0.0,27,,,,,,,5
16437,670,235,6,23,3,3.0,3,3,4.0,28,+39.6,6041700.0,,,,,1
16698,683,289,180,7,1,,R,14,0.0,13,,,,,,,24
20011,832,627,154,28,20,7.0,7,7,0.0,64,,,,,,,16
20211,814,633,6,1,1,8.0,8,8,0.0,17,,,,,,,11
1086,68,26,5,21,11,14.0,14,14,0.0,55,,,49.0,8.0,1:39.681,196.863,11
21627,876,814,10,11,16,12.0,12,12,0.0,60,+1:22.815,5553559.0,59.0,7.0,1:29.086,207.103,1
1390,83,35,15,11,15,,R,16,0.0,56,,,23.0,14.0,1:23.118,189.749,56
7873,16,4,4,7,10,,R,20,0.0,0,,,,,,,3
4114,211,57,1,9,8,,R,20,0.0,1,,,,,,,4
9088,391,123,22,20,9,,R,24,0.0,5,,,,,,,7
642,48,22,11,8,12,10.0,10,10,0.0,53,+1:06.958,4784764.0,52.0,12.0,1:24.767,246.024,1
20819,842,816,166,25,22,,R,19,0.0,42,,,41.0,19.0,1:45.346,189.421,3
11818,492,172,27,26,7,3.0,3,3,4.0,45,+1:04.60,5220200.0,,,,,1
13645,556,208,1,36,0,,F,29,0.0,0,,,,,,,81
22756,938,1,131,44,1,1.0,1,1,25.0,53,1:18:00.688,4680688.0,48.0,1.0,1:26.672,240.617,1
714,51,3,3,16,15,16.0,16,16,0.0,54,,,54.0,6.0,1:39.233,197.752,12
1305,79,4,4,5,6,,W,11,0.0,0,,,,,,,54
3926,203,30,6,3,4,,R,10,0.0,25,,,,,,,4
13543,553,251,37,10,19,,R,20,0.0,9,,,,,,,8
15108,611,332,58,16,19,14.0,14,14,0.0,74,,,,,,,16
3927,203,56,6,4,5,,R,11,0.0,25,,,,,,,20
11524,482,152,51,23,16,10.0,10,10,0.0,73,,,,,,,12
20806,842,4,6,5,5,6.0,6,6,8.0,56,+37.248,5897080.0,49.0,2.0,1:40.717,198.127,1
10974,463,176,21,29,14,8.0,8,8,0.0,70,,,,,,,12
8278,366,92,46,37,23,,R,18,0.0,21,,,,,,,20
5858,283,88,29,10,10,,R,16,0.0,41,,,,,,,20
5128,256,84,27,25,11,,R,14,0.0,29,,,,,,,20
9522,408,110,18,23,19,,R,14,0.0,35,,,,,,,60
5870,284,30,22,5,3,2.0,2,2,6.0,44,+3.668,5075792.0,,,,,1
9202,396,158,21,18,11,8.0,8,8,0.0,74,,,,,,,12
2472,136,17,18,23,19,16.0,16,16,0.0,75,,,,,,,12
16926,696,387,6,4,1,2.0,2,2,6.0,68,+5.8,6440600.0,,,,,1
22547,926,815,10,11,14,10.0,10,10,1.0,57,,,46.0,7.0,1:31.959,207.601,11
21638,876,37,164,22,22,,R,23,0.0,43,,,39.0,24.0,1:32.864,198.677,3
17698,732,364,95,30,6,1.0,1,1,9.0,54,2:07:05.5,7625500.0,,,,,1
2969,159,35,16,22,10,,R,17,0.0,16,,,,,,,6
8928,386,117,1,11,2,2.0,2,2,6.0,51,+13.363,5619536.0,,,,,1
19138,795,643,105,24,13,5.0,5,5,1.0,35,,,,,,,11
19568,814,664,125,16,16,13.0,13,13,0.0,16,,,,,,,12
23306,965,822,3,77,8,16.0,16,16,0.0,55,,,34.0,18.0,1:44.977,189.058,11
4,18,4,4,5,11,4.0,4,4,5.0,58,+17.181,5707797.0,58.0,7.0,1:28.603,215.464,1
12701,524,202,25,3,12,10.0,10,10,0.0,49,,,,,,,11
3496,183,55,15,11,17,,R,17,0.0,49,,,,,,,60
21872,887,16,10,15,6,7.0,7,7,6.0,52,+16.335,5595791.0,35.0,12.0,1:35.961,221.002,1
1514,89,30,6,1,6,,R,20,0.0,20,,,16.0,16.0,1:35.877,204.674,20
9675,414,77,22,20,11,,R,13,0.0,44,,,,,,,7
14606,593,222,25,3,9,5.0,5,5,2.0,82,,,,,,,12
6922,318,109,35,22,15,8.0,8,8,0.0,64,,,,,,,11
2053,116,44,7,20,7,,R,19,0.0,37,,,,,,,20
5719,278,70,32,11,20,7.0,7,7,0.0,76,,,,,,,12
596,46,5,4,4,11,8.0,8,8,1.0,70,+1:08.104,5821095.0,69.0,8.0,1:20.935,194.867,1
3583,187,15,20,19,12,,R,16,0.0,29,,,,,,,25
7127,324,109,46,36,26,,R,11,0.0,52,,,,,,,6
3928,203,74,18,23,22,,R,12,0.0,17,,,,,,,6
9491,407,123,21,18,14,8.0,8,8,0.0,75,,,,,,,13
16638,680,361,66,6,13,,R,8,0.0,64,,,,,,,20
14517,589,199,34,7,3,,R,17,0.0,9,,,,,,,5
