orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10252,SUPRD,4,1996-07-09T00:00:00,1996-08-06T00:00:00,1996-07-11T00:00:00,2,51.3,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10260,OTTIK,4,1996-07-19T00:00:00,1996-08-16T00:00:00,1996-07-29T00:00:00,1,55.09,Ottilies Kseladen,Mehrheimerstr. 369,Kln,,50739,Germany
10272,RATTC,6,1996-08-02T00:00:00,1996-08-30T00:00:00,1996-08-06T00:00:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10273,QUICK,3,1996-08-05T00:00:00,1996-09-02T00:00:00,1996-08-12T00:00:00,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10285,QUICK,1,1996-08-20T00:00:00,1996-09-17T00:00:00,1996-08-26T00:00:00,2,76.83,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10298,HUNGO,6,1996-09-05T00:00:00,1996-10-03T00:00:00,1996-09-11T00:00:00,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10302,SUPRD,4,1996-09-10T00:00:00,1996-10-08T00:00:00,1996-10-09T00:00:00,2,6.27,Suprmes dlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10305,OLDWO,8,1996-09-13T00:00:00,1996-10-11T00:00:00,1996-10-09T00:00:00,3,257.62,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10306,ROMEY,1,1996-09-16T00:00:00,1996-10-14T00:00:00,1996-09-23T00:00:00,3,7.56,Romero y tomillo,"Gran Va, 1",Madrid,,28001,Spain
10311,DUMON,1,1996-09-20T00:00:00,1996-10-04T00:00:00,1996-09-26T00:00:00,3,24.69,Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10312,WANDK,2,1996-09-23T00:00:00,1996-10-21T00:00:00,1996-10-03T00:00:00,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10320,WARTH,5,1996-10-03T00:00:00,1996-10-17T00:00:00,1996-10-18T00:00:00,3,34.57,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10325,KOENE,1,1996-10-09T00:00:00,1996-10-23T00:00:00,1996-10-14T00:00:00,3,64.86,Kniglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10329,SPLIR,4,1996-10-15T00:00:00,1996-11-26T00:00:00,1996-10-23T00:00:00,2,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10332,MEREP,3,1996-10-17T00:00:00,1996-11-28T00:00:00,1996-10-21T00:00:00,2,52.84,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada
10347,FAMIA,4,1996-11-06T00:00:00,1996-12-04T00:00:00,1996-11-08T00:00:00,3,3.1,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10351,ERNSH,1,1996-11-11T00:00:00,1996-12-09T00:00:00,1996-11-20T00:00:00,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10357,LILAS,1,1996-11-19T00:00:00,1996-12-17T00:00:00,1996-12-02T00:00:00,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10370,CHOPS,6,1996-12-03T00:00:00,1996-12-31T00:00:00,1996-12-27T00:00:00,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10375,HUNGC,3,1996-12-06T00:00:00,1997-01-03T00:00:00,1996-12-09T00:00:00,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10386,FAMIA,9,1996-12-18T00:00:00,1997-01-01T00:00:00,1996-12-25T00:00:00,3,13.99,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil
10397,PRINI,5,1996-12-27T00:00:00,1997-01-24T00:00:00,1997-01-02T00:00:00,1,60.26,Princesa Isabel Vinhos,Estrada da sade n. 58,Lisboa,,1756,Portugal
10399,VAFFE,8,1996-12-31T00:00:00,1997-01-14T00:00:00,1997-01-08T00:00:00,3,27.36,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark
10406,QUEEN,7,1997-01-07T00:00:00,1997-02-18T00:00:00,1997-01-13T00:00:00,1,108.04,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil
10421,QUEDE,8,1997-01-21T00:00:00,1997-03-04T00:00:00,1997-01-27T00:00:00,1,99.23,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10440,SAVEA,4,1997-02-10T00:00:00,1997-03-10T00:00:00,1997-02-28T00:00:00,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
