orderid,productid,unitprice,quantity,discount
10260,70,12.0,21,0.0
10489,11,16.8,15,0.0
10386,24,3.6,15,0.0
10332,18,50.0,40,0.0
10893,24,4.5,10,0.0
10866,2,19.0,21,0.0
10399,77,10.4,14,0.0
10769,61,28.5,20,0.0
10983,13,6.0,84,0.0
10421,53,26.2,15,0.0
10851,57,19.5,10,0.0
10523,41,9.65,6,0.0
10763,24,4.5,20,0.0
10718,62,49.3,20,0.0
10669,36,19.0,30,0.0
10727,59,55.0,10,0.0
10703,2,19.0,5,0.0
10298,59,44.0,30,0.0
10766,7,30.0,35,0.0
10659,70,15.0,40,0.0
11010,7,30.0,20,0.0
10472,51,42.4,18,0.0
10370,1,14.4,15,0.0
10581,75,7.75,50,0.0
10885,24,4.5,12,0.0
10320,71,17.2,30,0.0
10351,38,210.8,20,0.0
10347,40,14.7,4,0.0
11077,10,31.0,1,0.0
10836,35,18.0,6,0.0
10553,22,21.0,24,0.0
10738,16,17.45,3,0.0
10826,57,19.5,15,0.0
10941,62,49.3,30,0.0
10624,44,19.45,10,0.0
10968,64,33.25,4,0.0
10869,68,12.5,20,0.0
10406,36,15.2,5,0.0
10306,54,5.9,5,0.0
10486,51,42.4,25,0.0
10273,10,24.8,24,0.0
10987,7,30.0,60,0.0
10558,51,53.0,20,0.0
10732,76,18.0,20,0.0
10757,64,33.25,24,0.0
10759,32,32.0,10,0.0
10528,11,21.0,3,0.0
11058,21,10.0,3,0.0
10729,50,16.25,40,0.0
11062,70,15.0,12,0.0
10938,43,46.0,24,0.0
10522,1,18.0,40,0.0
11024,71,21.5,50,0.0
10633,62,49.3,80,0.0
10578,57,19.5,6,0.0
10459,7,24.0,16,0.0
10468,43,36.8,15,0.0
10847,45,9.5,36,0.0
10477,39,14.4,20,0.0
10646,1,18.0,15,0.0
10929,21,10.0,60,0.0
10272,31,10.0,40,0.0
10627,62,49.3,15,0.0
10329,38,210.8,20,0.0
10937,34,14.0,20,0.0
11071,13,6.0,10,0.0
10312,75,6.2,10,0.0
10893,36,19.0,20,0.0
10397,51,42.4,18,0.0
10357,10,24.8,30,0.0
10818,32,32.0,20,0.0
10375,54,5.9,10,0.0
10964,69,36.0,10,0.0
10311,42,11.2,6,0.0
10766,68,12.5,40,0.0
10700,1,18.0,5,0.0
10758,26,31.23,20,0.0
10527,36,19.0,30,0.0
10440,61,22.8,90,0.0
10677,33,2.5,8,0.0
10949,62,49.3,60,0.0
10945,31,12.5,10,0.0
10574,40,18.4,2,0.0
10302,43,36.8,12,0.0
10855,65,21.05,15,0.0
10325,6,20.0,6,0.0
10285,53,26.2,36,0.0
10730,16,17.45,15,0.0
10930,58,13.25,30,0.0
10493,66,13.6,10,0.0
10305,29,99.0,25,0.0
10252,20,64.8,40,0.0
10574,64,33.25,6,0.0
