driverstandingsid,raceid,driverid,points,position,positiontext,wins
55419,594,233,5.0,9,9,0
11939,133,37,0.0,20,20,0
12109,108,31,8.0,2,2,0
43293,835,766,0.0,18,18,0
59139,505,217,0.0,19,19,0
12913,58,30,39.0,2,2,2
50014,752,347,2.0,19,19,0
6917,293,123,0.0,22,22,0
55597,598,251,0.0,27,27,0
66255,264,71,39.0,2,2,2
19188,378,127,0.0,19,19,0
20510,422,185,1.0,12,12,0
13092,65,21,49.0,4,4,1
43997,831,518,0.0,30,30,0
65761,890,1,124.0,4,4,1
17549,318,95,69.0,2,2,5
51369,707,407,0.0,32,32,0
54947,611,232,6.0,7,7,0
49261,771,579,7.0,11,11,0
5122,228,79,0.0,18,18,0
11151,180,69,0.0,20,20,0
43774,828,766,9.0,3,3,1
1203,71,8,1.0,8,8,0
54915,610,232,6.0,6,6,0
43264,835,741,0.0,22,22,0
47211,780,556,0.0,61,61,0
6797,290,77,5.0,4,4,0
22294,473,197,3.0,15,15,0
57623,540,223,4.0,16,16,0
44334,820,427,2.0,16,16,0
20343,417,166,1.0,17,17,0
58425,559,221,20.0,9,9,0
21147,440,158,3.0,10,10,0
10534,253,64,0.0,25,25,0
22759,483,214,0.0,25,25,0
18016,12,22,56.0,2,2,1
17461,316,99,0.0,29,29,0
7232,304,55,18.0,7,7,0
68110,967,20,197.0,4,4,0
65368,874,17,134.0,5,5,2
67484,944,3,297.0,2,2,5
19268,381,158,1.0,16,16,0
21506,450,160,2.0,19,19,0
48162,741,418,0.0,21,21,0
58897,526,178,40.0,3,3,4
9542,282,87,10.0,6,6,0
12190,113,14,23.0,5,5,1
47308,782,578,13.0,4,4,0
12525,95,45,0.0,19,19,0
62,21,21,0.0,16,16,0
53717,673,369,0.0,29,29,0
10475,251,49,14.0,7,7,0
19743,397,138,6.0,10,10,0
68141,968,830,204.0,5,5,1
20050,408,84,2.0,12,12,0
50111,753,341,6.0,11,11,0
52080,807,679,0.0,60,60,0
19153,377,119,1.0,14,14,0
1477,84,14,21.0,12,12,0
11274,186,57,60.0,1,1,4
15912,322,81,0.0,19,19,0
10302,245,49,4.0,11,11,0
49981,751,522,0.0,43,43,0
54527,649,262,0.0,30,30,0
57750,543,223,1.0,6,6,0
68193,970,828,0.0,18,18,0
7197,303,109,0.0,18,18,0
19954,404,123,0.0,11,11,0
48449,731,356,1.0,13,13,0
21847,461,158,14.0,7,7,0
44287,820,725,0.0,54,54,0
13644,37,18,0.0,15,15,0
61967,756,549,0.0,17,17,0
57549,538,158,0.0,36,36,0
53626,670,345,6.0,5,5,0
63775,338,5,0.0,15,15,0
53965,621,224,6.0,3,3,0
11372,190,55,2.0,15,15,0
21628,454,195,0.0,26,26,0
12518,95,15,31.0,4,4,1
19189,378,165,0.0,27,27,0
10789,213,21,8.0,10,10,0
15883,321,150,0.0,33,33,0
21131,439,163,10.0,3,3,0
22075,467,163,4.0,3,3,0
4535,203,56,32.0,4,4,0
65432,876,5,0.0,20,20,0
44018,831,657,0.0,76,76,0
65013,863,10,0.0,19,19,0
10501,252,88,1.0,16,16,0
50193,754,507,0.0,76,76,0
66375,267,83,0.0,27,27,0
52855,689,389,1.0,21,21,0
21666,455,152,0.0,23,23,0
65885,895,817,18.0,14,14,0
68254,973,817,37.0,5,5,0
43407,837,669,5.0,8,8,0
12294,118,15,16.0,8,8,0
10201,240,64,0.0,10,10,0
7050,298,92,1.0,16,16,0
23109,492,187,20.0,6,6,1
11625,152,50,1.0,17,17,0
50959,717,360,13.0,6,6,0
11652,153,21,4.0,14,14,0
