constructorresultsid,raceid,constructorid,points,status
5634,460,3,0.0,
13688,513,3,0.0,
5068,422,32,9.0,
12206,609,34,3.0,
10561,722,54,0.0,
11538,658,6,0.0,
10047,752,117,0.0,
14481,870,10,0.0,
116,29,1,13.0,
5902,477,32,0.0,
1485,159,1,0.0,
4850,405,34,0.0,
48,22,4,3.0,
4003,357,1,15.0,
14025,347,15,0.0,
1268,139,7,0.0,
70,24,5,1.0,
5770,468,57,0.0,
13471,531,27,0.0,
2272,231,22,4.0,
72,24,3,0.0,
12858,587,57,0.0,
4992,416,45,0.0,
5920,478,56,0.0,
13051,570,32,4.0,
12328,618,25,2.0,
2366,240,6,6.0,
13945,340,164,0.0,
6123,490,37,0.0,
11259,667,180,9.0,
15214,948,5,3.0,
2298,233,15,0.0,
11242,688,167,3.0,
4726,397,32,2.0,
13599,539,56,2.0,
13619,540,56,0.0,
2945,284,15,0.0,
883,102,1,0.0,
9877,764,6,4.0,
4497,382,45,0.0,
13906,337,4,0.0,
10633,728,176,0.0,
4177,365,27,0.0,
2740,268,30,0.0,
654,79,4,0.0,
12579,577,3,0.0,
14412,864,207,0.0,
3125,296,1,0.0,
14666,886,10,7.0,
4566,386,48,0.0,
5078,422,50,0.0,
10898,699,66,4.0,
15067,931,10,6.0,
4454,380,49,0.0,
13881,526,6,9.0,
1367,148,22,0.0,
12150,629,66,1.0,
4450,380,22,1.0,
265,43,4,3.0,
11322,673,11,2.0,
15379,963,4,1.0,
11550,660,6,0.0,
