raceid,driverid,stop,lap,time,duration,milliseconds
887,3,1,12,13:23:20,24.990,24990
914,8,3,23,16:12:06,32.466,32466
950,825,1,4,14:10:58,23.158,23158
885,813,1,1,14:04:48,40.507,40507
906,154,1,11,14:23:03,23.943,23943
910,817,3,54,15:32:30,22.273,22273
962,822,3,30,21:03:12,28.545,28545
953,18,1,8,14:17:20,25.766,25766
884,817,1,10,14:19:03,19.795,19795
956,8,2,28,14:38:20,21.206,21206
887,16,1,12,13:23:29,24.807,24807
929,815,2,37,19:06:50,25.288,25288
881,819,3,32,17:03:34,23.373,23373
910,825,2,39,15:10:44,21.812,21812
971,815,2,36,19:04:49,24.630,24630
904,16,2,35,14:58:53,23.378,23378
866,8,1,40,14:56:32,21.534,21534
857,814,2,19,15:33:45,24.150,24150
901,1,3,51,17:35:18,24.484,24484
960,20,2,9,14:24:44,16:38.511,998511
858,153,2,34,18:06:16,21.363,21363
906,821,2,2,14:07:36,24.768,24768
930,829,3,47,15:20:31,22.796,22796
896,807,1,5,15:11:22,24.096,24096
952,815,1,9,14:18:56,22.679,22679
931,826,1,28,14:40:43,25.119,25119
917,16,3,49,15:07:08,24.853,24853
949,807,1,1,18:05:30,31.931,31931
876,815,1,14,15:25:19,21.336,21336
844,13,2,23,15:39:58,21.322,21322
847,153,3,51,16:36:45,23.338,23338
869,20,2,41,14:59:07,17.859,17859
973,839,2,34,14:53:58,22.643,22643
850,815,2,41,15:11:48,21.645,21645
896,807,3,53,16:25:07,29.057,29057
915,828,2,43,16:21:18,30.760,30760
939,826,2,33,21:10:11,32.924,32924
963,18,1,9,15:20:44,24.738,24738
941,18,1,12,14:27:21,29.719,29719
927,3,3,41,16:18:40,24.336,24336
860,20,1,16,17:28:41,24.256,24256
914,825,5,40,16:45:43,24.361,24361
854,813,1,11,20:25:39,30.888,30888
888,17,2,23,14:44:15,19.991,19991
847,39,2,51,16:37:38,29.540,29540
845,3,1,11,14:20:17,20.647,20647
846,22,1,32,14:46:47,25.921,25921
872,819,1,18,14:31:32,24.039,24039
901,155,2,31,17:01:26,26.505,26505
851,5,3,43,15:12:56,20.990,20990
847,4,3,36,16:11:54,26.129,26129
875,20,1,15,15:30:06,19.830,19830
886,823,4,40,15:00:06,24.510,24510
890,813,3,51,15:19:53,24.796,24796
871,808,2,26,14:59:52,21.180,21180
887,8,2,29,13:56:33,24.428,24428
847,808,1,36,16:11:52,23.816,23816
933,832,1,25,14:38:02,27.638,27638
888,807,1,17,14:31:56,21.226,21226
892,20,1,23,14:37:56,24.305,24305
851,20,2,28,14:48:22,20.611,20611
864,37,2,19,14:33:43,22.135,22135
853,814,1,13,14:25:33,21.870,21870
909,822,2,40,14:59:58,20.206,20206
894,3,2,28,15:53:56,42.432,42432
918,20,2,46,18:27:33,21.611,21611
931,817,2,65,15:31:26,24.244,24244
934,828,2,37,14:08:39,30.867,30867
942,8,1,19,14:42:09,24.733,24733
882,20,1,14,15:28:27,19.323,19323
956,1,2,28,14:38:16,16.983,16983
862,18,1,11,15:22:56,20.563,20563
928,813,3,48,15:29:49,17.912,17912
945,4,4,47,18:30:52,22.377,22377
881,814,2,20,16:41:12,2:03.124,123124
914,822,2,11,15:48:14,24.465,24465
976,838,3,22,17:53:48,21:54.189,1314189
970,13,5,24,14:50:13,23.451,23451
863,17,1,9,15:18:50,22.236,22236
881,3,1,8,16:19:28,22.028,22028
856,815,2,36,16:10:09,21.385,21385
875,8,2,35,16:05:40,21.012,21012
870,30,3,32,14:54:51,20.503,20503
916,826,1,21,14:43:32,24.995,24995
940,815,3,36,15:05:03,24.267,24267
893,824,2,11,20:26:28,32.243,32243
911,3,3,34,15:09:54,23.392,23392
898,5,2,31,14:01:31,36.333,36333
879,37,2,19,14:32:05,26.573,26573
881,807,4,44,17:22:50,23.198,23198
918,818,2,30,17:58:48,22.761,22761
857,817,1,25,15:43:17,25.074,25074
955,828,2,25,17:51:13,20.559,20559
958,154,1,14,14:24:03,22.427,22427
936,1,6,54,15:31:15,16.579,16579
844,153,2,29,15:49:46,21.826,21826
974,832,1,37,14:50:54,24.427,24427
909,817,1,13,14:22:38,19.050,19050
901,821,1,10,16:22:33,29.420,29420
860,5,2,34,17:58:11,24.580,24580
845,1,4,49,15:17:11,20.988,20988
870,815,2,47,15:16:34,20.216,20216
