raceid,driverid,lap,position,time,milliseconds
238,63,51,12,1:27.170,87170
342,1,48,5,1:17.869,77869
182,48,23,19,1:32.413,92413
346,155,12,10,1:41.354,101354
6,15,2,18,1:26.817,86817
165,57,31,4,1:21.125,81125
220,49,52,4,1:12.815,72815
887,13,8,4,1:39.722,99722
892,4,16,2,1:29.204,89204
191,71,21,12,1:36.247,96247
851,814,48,12,1:29.171,89171
131,37,20,20,1:20.344,80344
81,32,3,12,1:28.072,88072
96,30,13,2,1:30.601,90601
161,41,2,15,1:32.412,92412
228,35,32,15,1:30.080,90080
33,7,13,6,1:20.297,80297
132,49,14,15,1:47.314,107314
228,35,7,21,1:30.422,90422
75,15,42,4,1:17.522,77522
31,3,23,2,1:36.792,96792
98,8,37,11,1:12.596,72596
165,15,2,9,1:23.459,83459
50,8,16,20,2:10.667,130667
913,20,12,2,2:02.987,122987
39,11,16,12,1:24.563,84563
56,4,26,2,1:46.683,106683
3,67,38,5,1:55.636,115636
959,831,49,20,1:22.733,82733
965,835,23,15,1:45.501,105501
220,76,24,4,1:13.217,73217
219,22,27,17,1:28.717,88717
233,22,58,4,1:31.974,91974
46,21,9,11,1:23.257,83257
906,817,46,5,1:19.521,79521
75,14,9,9,1:19.635,79635
164,21,49,5,1:24.278,84278
896,13,19,6,1:32.215,92215
975,4,5,10,1:20.023,80023
225,55,15,3,1:37.477,97477
121,22,39,3,1:23.142,83142
847,808,17,7,1:36.262,96262
178,30,69,1,1:24.466,84466
122,49,28,2,1:19.506,79506
943,832,26,9,1:24.324,84324
959,154,34,12,1:22.472,82472
167,25,25,9,1:14.586,74586
179,65,32,12,1:28.433,88433
9,4,25,15,1:36.691,96691
238,83,36,20,1:29.085,89085
229,65,24,7,1:43.690,103690
894,17,17,9,1:46.286,106286
135,21,22,8,1:19.247,79247
214,15,60,12,1:39.933,99933
885,17,7,4,1:23.246,83246
215,23,41,3,1:27.790,87790
25,5,37,7,1:18.002,78002
202,57,31,1,1:20.599,80599
906,8,18,13,1:23.798,83798
845,1,41,2,1:28.516,88516
977,840,32,10,1:10.708,70708
878,808,35,17,1:44.203,104203
964,835,37,12,1:38.231,98231
52,9,22,8,1:14.452,74452
183,71,33,10,1:14.254,74254
911,154,30,17,1:55.981,115981
341,807,43,15,1:27.758,87758
846,24,26,22,1:25.327,85327
868,811,20,11,1:38.546,98546
353,153,31,8,2:01.926,121926
122,52,30,16,1:22.066,82066
961,1,15,3,1:27.671,87671
963,3,28,5,1:40.270,100270
125,18,7,7,1:43.009,103009
61,17,43,13,1:18.671,78671
99,32,13,8,1:17.100,77100
918,817,10,8,1:48.589,108589
932,8,3,3,1:19.374,79374
226,65,8,14,1:34.385,94385
978,20,47,4,1:33.862,93862
218,77,6,14,2:14.481,134481
143,49,1,6,1:40.286,100286
85,30,44,9,1:24.284,84284
91,22,32,5,1:36.484,96484
222,65,26,8,1:41.348,101348
938,826,33,11,1:28.315,88315
46,16,14,20,1:23.760,83760
899,818,32,17,1:18.006,78006
951,825,12,9,1:44.353,104353
36,23,36,8,1:30.213,90213
201,49,24,9,1:48.477,108477
8,21,20,4,1:21.810,81810
167,14,12,2,1:13.418,73418
118,18,39,7,1:24.553,84553
894,818,44,16,1:44.891,104891
167,63,22,5,1:14.726,74726
912,826,9,15,1:31.507,91507
84,31,46,2,1:27.594,87594
21,18,49,6,1:23.207,83207
181,68,19,17,1:22.664,82664
898,822,11,8,1:45.461,105461
95,18,35,4,1:15.828,75828
54,30,7,9,1:38.582,98582
890,821,11,12,1:29.631,89631
943,807,10,16,1:44.603,104603
205,30,56,2,1:21.952,81952
949,836,25,13,1:41.327,101327
888,154,59,3,1:34.770,94770
46,1,5,1,1:21.571,81571
86,18,5,7,1:59.369,119369
38,25,54,11,1:37.026,97026
912,16,49,15,1:29.790,89790
195,75,35,16,1:29.894,89894
212,30,11,2,1:26.025,86025
976,836,31,13,1:48.187,108187
215,50,31,19,1:29.758,89758
33,20,25,8,1:20.008,80008
