targetid,raceid,driverid,win
67181,932,833,0
47316,782,476,0
45160,814,707,0
20131,410,163,0
10714,210,44,0
49869,750,498,0
51552,801,496,0
19764,398,117,0
3513,79,35,0
64552,848,39,0
68402,980,807,0
66508,270,92,0
20704,426,119,0
64826,857,17,0
21507,450,183,0
50159,753,542,0
21484,449,190,0
65931,897,813,0
47289,781,484,0
20786,429,77,0
56224,584,200,0
66158,261,101,0
20697,426,181,0
62103,759,289,0
3323,170,30,0
17643,320,128,0
19377,384,131,0
17512,317,127,0
48491,732,376,0
45177,814,717,0
52607,683,340,0
17666,2,13,0
19505,388,138,0
5261,234,50,0
67704,954,837,0
23124,492,205,0
16249,331,95,0
10861,216,21,0
63767,338,18,1
65968,899,821,0
46093,792,554,0
11318,188,68,0
43964,830,779,0
44096,832,449,0
23257,496,119,0
53520,642,182,0
53518,642,350,0
155,25,16,0
21730,457,178,0
43291,835,770,0
64962,862,818,0
47335,782,562,0
49612,775,587,0
59087,503,200,0
3246,166,60,0
48566,734,459,0
54519,649,235,0
11856,129,18,0
16361,334,146,0
54241,629,306,0
17398,314,95,0
