constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
25562,260,18,1.0,10,10,0
26611,961,209,1.0,10,10,0
9149,371,42,0.0,18,18,0
22307,596,79,0.0,15,15,0
22723,583,34,36.0,2,2,1
5642,143,21,0.0,8,8,0
10310,441,34,0.0,13,13,0
24702,854,3,5.0,9,9,0
19385,745,172,35.0,2,2,3
5899,133,7,2.0,10,10,0
24290,341,164,0.0,11,11,0
24853,865,5,6.0,9,9,0
2181,203,6,102.0,2,2,5
2115,197,6,53.0,2,2,2
5920,135,18,2.0,9,9,0
10759,468,53,0.0,16,16,0
2074,193,22,7.0,4,4,0
8688,9,10,0.0,10,10,0
5881,131,17,6.0,6,6,0
11392,503,4,21.0,4,4,2
24564,844,9,148.0,1,1,3
11338,500,25,3.0,7,7,0
6030,113,6,64.0,1,1,3
9294,379,45,0.0,15,15,0
10821,472,51,4.0,9,9,0
11383,503,25,5.0,9,9,0
23121,574,70,0.0,16,16,0
11184,491,37,0.0,15,15,0
21548,644,82,3.0,5,5,0
19061,749,106,0.0,10,10,0
24485,354,1,421.0,2,2,5
8694,10,7,38.5,4,4,0
24625,849,1,218.0,2,2,2
19095,752,171,0.0,10,10,0
2100,195,18,0.0,8,8,0
25879,49,4,39.0,3,3,0
1559,168,22,18.0,4,4,0
22465,576,56,0.0,14,14,0
24166,523,57,0.0,14,14,0
26149,927,131,76.0,1,1,1
24516,75,17,0.0,8,8,0
20948,669,191,4.0,5,5,0
19840,723,34,13.0,4,4,0
22405,602,64,8.0,7,7,0
2582,239,22,68.0,3,3,0
20699,696,167,20.0,4,4,0
3418,299,35,2.0,10,10,0
24191,524,61,0.0,17,17,0
24255,338,166,0.0,12,12,0
656,80,7,53.0,4,4,0
25499,272,22,103.0,2,2,8
24839,864,15,41.0,7,7,0
8837,359,25,7.0,5,5,0
24565,844,1,105.0,2,2,1
25646,266,18,5.0,10,10,0
19359,742,101,0.0,10,10,0
6078,118,1,95.0,3,3,2
6216,97,18,0.0,10,10,0
23696,541,54,0.0,14,14,0
4660,275,22,6.0,4,4,0
24373,347,15,15.0,8,8,0
2504,232,6,35.0,2,2,1
5997,109,7,0.0,9,9,0
8354,311,29,0.0,17,17,0
10777,469,34,4.0,6,6,0
24375,347,166,0.0,12,12,0
23508,531,56,6.0,5,5,0
21689,633,66,3.0,4,4,0
19360,742,97,0.0,7,7,0
9008,367,44,0.0,20,20,0
26223,934,9,63.0,4,4,0
8914,363,37,4.0,10,10,0
26100,915,10,123.0,6,6,0
6308,107,4,105.0,3,3,1
11185,491,53,0.0,17,17,0
24261,339,3,6.0,7,7,0
667,81,15,13.0,7,7,0
22518,580,67,0.0,9,9,0
25859,47,7,12.0,6,6,0
25411,216,24,6.0,8,8,0
21617,651,82,17.0,6,6,0
2183,203,22,32.0,4,4,0
3451,301,37,3.0,9,9,0
17767,766,118,0.0,6,6,0
9865,416,18,0.0,13,13,0
20387,701,6,12.0,3,3,0
26463,950,10,6.0,7,7,0
5110,246,1,8.0,5,5,0
21329,660,66,2.0,6,6,0
9900,419,34,2.0,9,9,0
9740,408,22,8.0,6,6,0
9972,424,4,12.0,4,4,0
24050,516,56,1.0,8,8,0
9239,376,49,0.0,17,17,0
5213,254,6,73.0,3,3,1
22239,592,6,12.0,2,2,0
20976,671,194,2.0,9,9,0
25885,49,5,0.0,9,9,0
3328,293,17,0.0,10,10,0
8991,366,46,2.0,14,14,0
21055,676,194,3.0,10,10,0
24320,343,10,32.0,6,6,0
19862,724,97,0.0,12,12,0
19811,720,94,0.0,11,11,0
2449,227,6,16.0,2,2,0
25769,39,4,11.0,3,3,0
