orderid,productid,unitprice,quantity,discount
10954,31,12.5,25,0.0
10456,21,8.0,40,0.0
10695,8,40.0,10,0.0
10666,65,21.05,10,0.0
10455,39,14.4,20,0.0
10318,41,7.7,20,0.0
10335,51,42.4,48,0.0
10945,13,6.0,20,0.0
10925,36,19.0,25,0.0
10388,52,5.6,20,0.0
10645,36,19.0,15,0.0
10737,41,9.65,12,0.0
10564,17,39.0,16,0.0
10646,10,31.0,18,0.0
10479,64,26.6,30,0.0
10474,75,6.2,10,0.0
10840,39,18.0,10,0.0
10566,11,21.0,35,0.0
10627,62,49.3,15,0.0
10837,13,6.0,6,0.0
10783,31,12.5,10,0.0
10265,17,31.2,30,0.0
10527,4,22.0,50,0.0
10339,17,31.2,70,0.0
10864,67,14.0,15,0.0
10836,60,34.0,60,0.0
10768,60,34.0,15,0.0
10465,40,14.7,20,0.0
10275,59,44.0,6,0.0
10802,55,24.0,60,0.0
10613,13,6.0,8,0.0
10943,46,12.0,15,0.0
10573,34,14.0,40,0.0
10447,19,7.3,40,0.0
10329,19,7.3,10,0.0
10679,59,55.0,12,0.0
10605,16,17.45,30,0.0
10973,41,9.65,6,0.0
10342,36,15.2,40,0.0
10816,62,49.3,20,0.0
10443,28,36.4,12,0.0
10491,44,15.5,15,0.0
10729,21,10.0,30,0.0
10626,60,34.0,20,0.0
10621,23,9.0,10,0.0
10344,8,32.0,70,0.0
10664,65,21.05,15,0.0
10717,54,7.45,15,0.0
10854,10,31.0,100,0.0
10514,28,45.6,35,0.0
10430,56,30.4,30,0.0
10315,70,12.0,30,0.0
10480,59,44.0,12,0.0
11050,76,18.0,50,0.0
11063,34,14.0,30,0.0
10906,61,28.5,15,0.0
10376,31,10.0,42,0.0
10716,51,53.0,7,0.0
11077,75,7.75,4,0.0
10787,2,19.0,15,0.0
10368,64,26.6,35,0.0
10995,51,53.0,20,0.0
10484,40,14.7,10,0.0
10895,40,18.4,91,0.0
10577,75,7.75,20,0.0
10319,28,36.4,14,0.0
10264,41,7.7,25,0.0
10638,65,21.05,21,0.0
10508,39,18.0,10,0.0
10628,1,18.0,25,0.0
10468,43,36.8,15,0.0
10836,35,18.0,6,0.0
10386,34,11.2,10,0.0
10678,41,9.65,120,0.0
10359,60,27.2,80,0.0
10555,24,4.5,18,0.0
10787,29,123.79,20,0.0
