playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
caseyjo01,1994,1,STL,NHL,19,872,7,5,4,0,0,40,400,2,30,0,1,,0,0,2,10
lalimpa01,2007,1,CHI,NHL,32,1828,16,12,2,3,1,86,835,,,,,,,,,
burkese01,2003,2,PHI,NHL,15,825,6,5,2,0,1,35,389,1,40,0,0,,0,0,1,9
plantja01,1969,1,STL,NHL,32,1839,18,9,5,1,5,67,,6,324,4,1,,0,1,8,
dionmi01,1976,1,IND,WHA,42,2286,17,19,3,4,1,128,1179,4,245,2,2,,0,0,17,140
passmst01,2003,1,CHI,NHL,9,478,2,6,0,1,0,23,221,,,,,,,,,
brodatu01,1949,1,TOR,NHL,68,4040,30,25,12,,9,167,,7,450,3,4,,,3,10,
brathfr01,1993,1,EDM,NHL,19,982,3,10,3,0,0,58,523,,,,,,,,,
belfoed01,1995,1,CHI,NHL,50,2956,22,17,10,3,1,135,1373,9,666,6,3,,0,1,23,323
kiprumi01,2007,1,CAL,NHL,76,4398,39,26,10,3,2,197,2096,7,336,2,4,,0,1,18,196
rolosdw01,2007,1,EDM,NHL,43,2340,15,17,5,5,0,119,1204,,,,,,,,,
leclapa01,2003,1,CBS,NHL,2,119,0,2,0,0,0,7,69,,,,,,,,,
luongro01,2010,1,VAN,NHL,60,3590,38,15,7,3,4,126,1753,25,1427,15,10,,1,4,61,711
youngwe01,1990,1,PIT,NHL,18,773,4,6,2,0,0,52,428,,,,,,,,,
holtbbr01,2011,1,WAS,NHL,7,361,4,2,1,0,1,15,192,14,922,7,7,,0,0,30,459
broderi01,1982,1,VAN,NHL,58,3291,21,26,8,6,0,208,1641,3,193,0,3,,0,0,13,
howarji01,2011,1,DET,NHL,57,3360,35,17,4,5,6,119,1496,5,295,1,4,,0,0,13,116
lehmahu01,1911,1,NWR,PCHA,15,911,9,6,0,,0,77,,,,,,,,,,
davidjo01,1977,1,NYR,NHL,34,1848,14,13,4,4,1,98,,2,122,1,1,,0,0,7,
lachebl01,1994,1,BOS,NHL,35,1965,19,11,2,0,4,79,805,5,283,1,4,,1,0,12,125
lundqhe01,2005,1,NYR,NHL,53,3112,30,12,9,2,2,116,1485,3,177,0,3,,0,0,13,79
luongro01,2005,1,FLO,NHL,75,4305,35,30,9,4,4,213,2488,,,,,,,,,
bullobr01,1972,1,VAN,NHL,14,840,3,8,3,1,0,67,,,,,,,,,,
nabokev01,2008,1,SJS,NHL,62,3686,41,12,8,0,7,150,1663,6,362,2,4,,1,0,17,155
bromlga01,1975,1,BUF,NHL,1,60,0,1,0,0,0,7,,,,,,,,,,
barrato01,1995,1,PIT,NHL,49,2799,29,16,2,5,2,160,1626,10,558,4,5,,2,1,26,337
burkese01,1992,1,HAR,NHL,50,2656,16,27,3,4,0,184,1485,,,,,,,,,
healygl01,1985,1,LAK,NHL,1,51,0,0,0,0,0,6,35,,,,,,,,,
vasilmi01,1977,1,SOV,WHA,3,180,0,3,0,0,0,19,87,,,,,,,,,
kurtga01,1975,1,PHR,WHA,40,2369,18,20,2,1,1,147,1162,,,,,,,,,
holmeha01,1916,1,SEA,PCHA,24,1465,16,8,0,,2,80,,,,,,,,,,
