year,hofid,name,category
1947,bowieru01h,Russell Bowie,Player
2007,gregoji01h,Jim Gregory,Builder
1990,poilebu01h,Bud Poile,Builder
1963,seibeea01h,Earl Seibert,Player
1945,stuarho01h,Hod Stuart,Player
2003,ilitcmi01h,Mike Illitch,Builder
1992,mcdonla01h,Lanny McDonald,Player
1972,smithho01h,Hooley Smith,Player
1947,shoreed01h,Eddie Shore,Player
1961,dayha01h,Hap Day,Player
1988,hayesge01h,George Hayes,Referee/Linesman
1945,gardich01h,Charlie Gardiner,Player
1998,goulemi01h,Michel Goulet,Player
1967,oliveha01h,Harry Oliver,Player
1986,keonda01h,Dave Keon,Player
1965,barryma01h,Marty Barry,Player
1995,sabetgu01h,Gunther Sabetzki,Builder
2001,gartnmi01h,Mike Gartner,Player
1985,olmstbe01h,Bert Olmstead,Player
2003,kilrebr01h,Brian Kilrea,Builder
1987,clarkbo01h,Bobby Clarke,Player
2001,hawerda01h,Dale Hawerchuk,Player
1975,baileac01h,Ace Bailey,Player
1967,storere01h,Red Storey,Referee/Linesman
1983,hullbo01h,Bobby Hull,Player
1961,ionmi01h,Mickey Ion,Referee/Linesman
1969,norribr01h,Bruce Norris,Builder
1993,shuttst01h,Steve Shutt,Player
2007,stevesc01h,Scott Stevens,Player
1958,irvindi01h,Dick Irvin,Player
1962,broadpu01h,Punch Broadbent,Player
1947,hewitwi01h,William Hewitt,Builder
1976,wirtzwi01h,William Wirtz,Builder
1974,dundeto01h,Tommy Dunderdale,Player
1995,cookbu01h,Bun Cook,Player
1993,knoxse01h,Seymour Knox,Builder
1976,rossph01h,Philip Ross,Builder
1945,bakerho01h,Hobey Baker,Player
1990,perregi01h,Gilbert Perreault,Player
1971,weilaco01h,Cooney Weiland,Player
1984,parenbe01h,Bernie Parent,Player
1992,allenke01h,Keith Allen,Builder
2010,seamado01h,Doc Seaman,Builder
1961,seibeol01h,Oliver Seibert,Player
1978,pollosa01h,Sam Pollock,Builder
1994,oneilbr01h,Brian O'Neill,Builder
1947,nelsofr01h,Francis Nelson,Builder
1997,trottbr01h,Bryan Trottier,Player
1977,ballaha01h,Harold Ballard,Builder
2000,bushwa01h,Walter Bush,Builder
1979,howelha01h,Harry Howell,Player
1952,johnsmo01h,Moose Johnson,Player
1993,lapoigu01h,Guy Lapointe,Player
1945,mcgeefr01h,Frank McGee,Player
1971,sawchte01h,Terry Sawchuk,Player
1972,howego01h,Gordie Howe,Player
1982,ullmano01h,Norm Ullman,Player
1958,raymodo01h,Donat Raymond,Builder
1984,lemaija01h,Jacques Lemaire,Player
1968,cowlebi01h,Bill Cowley,Player
1977,cattajo01h,Joseph Cattarinich,Builder
1989,bauerda01h,David Bauer,Builder
1991,pulfobo01h,Bob Pulford,Player
1963,gormato01h,Tommy Gorman,Builder
1969,hextabr01h,Bryan Hextall,Player
1974,ivanto01h,Tommy Ivan,Builder
2005,kharlva01h,Valeri Kharlamov,Player
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
1962,hernri01h,Riley Hern,Player
1950,griffsi01h,Si Griffis,Player
2000,mullejo01h,Joe Mullen,Player
2011,howema01h,Mark Howe,Player
1991,bossymi01h,Mike Bossy,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1960,manthsy01h,Sylvio Mantha,Player
1961,appssy01h,Syl Apps,Player
1977,ahearbu01h,Bunny Ahearne,Builder
1965,hornere01h,Red Horner,Player
2002,gillicl01h,Clark Gillies,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1958,hayge01h,George Hay,Player
1967,colvine01h,Neil Colville,Player
1962,gilmobi01h,Billy Gilmour,Player
1947,nighbfr01h,Frank Nighbor,Player
1975,pilotpi01h,Pierre Pilote,Player
2003,lafonpa01h,Pat LaFontaine,Player
1992,gainebo01h,Bob Gainey,Player
1958,pickaal01h,Allan Pickard,Builder
1983,drydeke01h,Ken Dryden,Player
1995,torrebi01h,Bill Torrey,Builder
1959,dennecy01h,Cy Denneny,Player
1991,potvide01h,Denis Potvin,Player
1962,whitcfr01h,Fred Whitcroft,Player
1985,cheevge01h,Gerry Cheevers,Player
