playerid,award,year,lgid,note,pos
fleurth01,Second Team All-Star,1994,NHL,,RW
roachjo01,First Team All-Star,1932,NHL,,G
howego01,Hart,1962,NHL,,
hullbo01,Howe,1974,WHA,MVP,
abelsi01,First Team All-Star,1949,NHL,,C
thompti01,Vezina,1929,NHL,,
daleyjo01,First Team All-Star,1975,WHA,,G
perregi01,Second Team All-Star,1976,NHL,,C
smithno01,Vezina,1936,NHL,,
potvide01,Second Team All-Star,1983,NHL,,D
brodema01,Calder,1993,NHL,,
potvide01,First Team All-Star,1974,NHL,,D
laflegu01,First Team All-Star,1975,NHL,,RW
mcdonla01,Second Team All-Star,1982,NHL,,RW
campbbr02,Second Team All-Star,2007,NHL,,D
lapoigu01,Second Team All-Star,1975,NHL,,D
conacch01,First Team All-Star,1934,NHL,,RW
thomppa01,Second Team All-Star,1935,NHL,,LW
harvedo01,First Team All-Star,1955,NHL,,D
ullmano01,Second Team All-Star,1966,NHL,,C
graharo02,Second Team All-Star,1975,WHA,,G
iginlja01,King Clancy,2003,NHL,,
keonda01,Second Team All-Star,1970,NHL,,C
morenho01,Hart,1927,NHL,,
durnabi01,First Team All-Star,1946,NHL,,G
engblbr01,Second Team All-Star,1981,NHL,,D
lemiema01,Art Ross,1988,NHL,,
esposph01,Art Ross,1972,NHL,,
bauerbo01,Lady Byng,1940,NHL,,
sundima01,Second Team All-Star,2003,NHL,,C
macinal01,First Team All-Star,1998,NHL,,D
hullbo01,First Team All-Star,1971,NHL,,LW
kurrija01,First Team All-Star,1984,NHL,,RW
belivje01,Second Team All-Star,1968,NHL,,C
belivje01,Conn Smythe,1964,NHL,,
theodjo01,Crozier,2001,NHL,,
toneljo01,Second Team All-Star,1984,NHL,,LW
laflegu01,First Team All-Star,1978,NHL,,RW
esposto01,Vezina,1973,NHL,tie,
landega01,All-Rookie,2011,NHL,,F
harvedo01,First Team All-Star,1959,NHL,,D
lumleha01,First Team All-Star,1953,NHL,,G
gretzwa01,First Team All-Star,1986,NHL,,C
prestri01,Playoff MVP,1978,WHA,,
lemiema01,Plus-Minus,1992,NHL,,
hasekdo01,Vezina,1997,NHL,,
gadsbbi01,Second Team All-Star,1956,NHL,,D
hortoti01,Second Team All-Star,1962,NHL,,D
cleghod01,Art Ross,1918,NHL,,
kerrda01,First Team All-Star,1939,NHL,,G
crosbsi01,Messier,2009,NHL,,
abelsi01,First Team All-Star,1948,NHL,,C
daousda01,All-Rookie,1982,NHL,,C
robitlu01,First Team All-Star,1988,NHL,,LW
blakero01,Second Team All-Star,1999,NHL,,D
gretzwa01,Plus-Minus,1983,NHL,,
hodgech01,Second Team All-Star,1963,NHL,,G
bouwmja01,All-Rookie,2002,NHL,,D
hullbo01,Second Team All-Star,1977,WHA,,LW
lucedo01,Masterton,1974,NHL,,
lacroan01,First Team All-Star,1972,WHA,,C
