playerid,year,ppa,sha
larsore01,1988,14,
dahlqch01,1990,,1
chrisda01,1989,7,
bradlbr01,1990,10,
tuckejo01,1990,1,
gartnmi01,1988,9,
konrost01,1988,1,1
gingrga01,1987,9,
momesse01,1990,1,
murphla01,1990,19,
manthmo01,1987,15,1
tantito01,1990,5,
bodgedo01,1988,25,1
sandsto01,1989,20,
mcdonhu01,1989,1,
quinnda01,1990,18,
ysebapa01,1990,4,1
ramagro01,1987,19,2
franclo01,1990,1,1
wilsoca01,1988,19,
frycemi01,1988,3,
makelmi01,1989,1,
huntema01,1990,4,
krushmi01,1990,3,
broteaa01,1989,3,
smaildo01,1990,1,1
ferrara01,1990,5,
courtru01,1988,2,
poulida02,1989,1,1
tantito01,1989,9,
crossdo01,1990,21,
kennede01,1988,,2
laughcr01,1987,3,
carsoli01,1987,1,1
macdepa01,1989,2,
pederba01,1989,7,1
cullejo01,1990,29,
allismi01,1987,5,
samueul01,1990,,2
lawlepa01,1987,3,
ciccadi01,1988,10,1
deblolu01,1990,,1
linseke01,1989,8,
ledyagr01,1988,6,
creigad01,1988,7,
rousebo01,1988,,1
lemiejo01,1989,1,1
malondo01,1988,2,
duguaro01,1987,2,
robergo01,1987,3,
fentopa01,1990,2,
stastpe01,1989,23,
zezelpe01,1990,5,1
huberwi01,1987,14,
hrdinji01,1990,4,
courtge01,1987,7,
ledyagr01,1987,5,
norwole01,1990,3,
wellsja01,1989,3,2
broteaa01,1990,1,
macivno01,1988,19,
dineego01,1988,2,
petitmi01,1990,16,
pederma01,1990,7,
dineego01,1987,2,
maclebr01,1988,8,
bennibr01,1989,5,
vaiveri01,1988,15,
paslagr01,1990,3,1
archida01,1989,4,
ruffli01,1988,1,
nichobe01,1989,37,1
klimape01,1989,11,
kaspest01,1988,6,2
zezelpe01,1988,17,
mckegto01,1990,7,
nylunga01,1988,1,
josepch01,1987,6,
butchga01,1990,3,2
petitmi01,1987,9,1
mckegto01,1989,3,
manthmo01,1988,9,
cyrpa01,1987,1,
sheehne01,1987,1,
mcbeawa01,1988,1,
adamsgr01,1989,1,
loisecl01,1990,1,1
picarro02,1989,1,1
brownje02,1989,24,
libaig01,1988,6,
murphla01,1988,22,
bullami01,1988,13,
kontoch01,1987,6,
jonssto01,1988,24,
halwado01,1988,1,
maroima01,1988,3,
