playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
suchyra01,,,Radoslav,Suchy,,Radoslav,,74,204,L,16996,26804,suchyra01,1999,2005,,,D,1976,4,7,Slovakia,,Kezmarok,,,,,,
weinrer01,,,Eric,Weinrich,,Eric John,,73,207,L,11728,5676,weinrer01,1988,2005,,,D,1966,12,19,USA,VA,Roanoke,,,,,,
jakubmi01,,,Mike,Jakubo,,Michael Paul,,72,190,L,,6718,jakubmi01,,,1972,1972,C,1947,7,7,Canada,ON,Sudbury,,,,,,
mcintla01,,,Larry,McIntyre,,Lawrence Albert,,73,190,L,13649,8331,mcintla01,1969,1972,,,D,1949,7,13,Canada,SK,Moose Jaw,,,,,,
brookar01,,,Art,Brooks,,Arthur,,,,,18451,32673,brookar01,1917,1917,,,G,1887,3,29,Canada,ON,Guelph,9999,,,,,
malonfo01,,,Foster,Malone,,Foster Harold,,67,150,R,,,,,,,,C,1888,12,30,Canada,QC,Trois Rivieres,,,,,,
sentedi01,,,Dick,Sentes,,Richard James,,72,185,L,,8752,sentedi01,,,1972,1976,L,1947,1,10,Canada,SK,Regina,,,,,,
hansoch01,,,Christian,Hanson,,,,75,196,R,22978,73824,hansoch01,2008,2010,,,R,1986,3,10,USA,PA,Venetia,,,,,,
nethela01,,,Lance,Nethery,,Lance,Lanceford,73,185,L,13834,6235,nethela01,1980,1981,,,C,1957,6,28,Canada,ON,Toronto,,,,,,
mcdoumi01,,,Mike,McDougal,,Michael George,,74,200,L,13631,6426,mcdoumi01,1978,1982,,,R,1958,4,30,USA,MI,Port Huron,,,,,,
bukovto01,,,Tony,Bukovich,,Anthony John,,71,160,L,12144,14191,bukovto01,1943,1944,,,L,1915,8,30,USA,MI,Painesdale,2009,12,19,USA,MI,Houghton
horakro01,,,Roman,Horak,,,,72,170,,,,horakro01,2011,2011,,,C,1991,5,21,,,,,,,,,
loprepe01,,,Pete,LoPresti,,Peter Jon,,73,195,L,18598,3171,loprepe01,1974,1980,,,G,1954,5,23,USA,MN,Virginia,,,,,,
johanjo02,,,Jonas,Johansson,,,,75,215,R,20596,62723,johanjo02,2005,2005,,,R,1984,3,18,Sweden,,Jonkoping,,,,,,
daiglal01,,,Alain,Daigle,,Alain Roland,,70,180,R,12399,1229,daiglal01,1974,1979,,,R,1954,8,24,Canada,QC,Trois Rivieres,,,,,,
brownan01,,,Andy,Brown,,Andrew Conrad,,72,185,L,18454,604,brownan01,1971,1973,1974,1976,G,1944,2,15,Canada,ON,Hamilton,,,,,,
vienma01,,,Mario,Vien,,Mario,,67,150,R,,11990,vienma01,,,1975,1975,G,1955,8,7,Canada,ON,Cornwall,,,,,,
biggsdo01,,,Don,Biggs,,Donald R.,,68,185,R,11999,385,biggsdo01,1984,1989,,,C,1965,4,7,Canada,ON,Mississauga,,,,,,
bouched01,,,Edmond,Bouchard,,Edmond,,70,185,L,12055,23485,bouched01,1921,1928,,,L,1892,5,24,Canada,QC,St. Etienne,1955,7,18,,,
cowlewa01,,,Wayne,Cowley,,Wayne Robert,,72,185,L,18264,1134,cowlewa01,1993,1993,,,G,1964,12,4,Canada,ON,Scarborough,,,,,,
ruhnkke01,,,Kent,Ruhnke,,Kent Stuart,,73,190,R,14196,12046,ruhnkke01,1975,1975,1976,1977,R,1952,9,18,Canada,ON,Toronto,,,,,,
schnebu01,,,Buzz,Schneider,,William,,71,175,L,,6694,schnebu01,,,1976,1976,L,1954,9,14,USA,MN,Babbitt,,,,,,
emmerco01,,,Cory,Emmerton,,,,71,183,,,,emmerco01,2010,2011,,,C,1988,6,1,Canada,ON,St. Thomas,,,,,,
rossiky01,,,Kyle,Rossiter,,,,75,220,L,16888,29285,rossiky01,2001,2003,,,D,1980,6,9,Canada,AB,Edmonton,,,,,,
millahu01,,,Hugh,Millar,,Hugh Alexander,,69,200,L,13734,13336,millahu01,1946,1946,,,D,1921,4,3,Canada,AB,Edmoton,1975,3,2,,,
beranjo01,,,Josef,Beranek,,Josef,,74,195,L,10095,333,beranjo01,1991,2000,,,L,1969,10,25,Czech Republic,,Litvinov,,,,,,
kellyjo01,,,John Paul,Kelly,,John Paul,J.P./Jeep,73,215,L,13175,8010,kellyjo01,1979,1985,,,L,1959,11,15,Canada,AB,Edmonton,,,,,,
groulte01,,,Teddy,Groulx,,Edward,,,,,,,,,,,,G,,,,,,,,,,,,
