year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1916,F,,MOC,NHA,OT1,NHA,1,1,0,7,6,TG
1948,SCF,C,TOR,NHL,DET,NHL,4,0,0,12,5,
1914,SCF,,VML,PCHA,OT1,NHA,3,0,0,26,8,
2010,CQF,F,SJS,NHL,LAK,NHL,4,2,0,20,20,
1951,SF,A,DET,NHL,TOR,NHL,4,0,0,13,3,
1978,SF,,EDO,WHA,NEW,WHA,4,3,0,35,29,
1981,DSF,E,NYI,NHL,PIT,NHL,3,2,0,22,13,
1984,DF,L,EDM,NHL,WIN,NHL,4,0,0,22,11,
1937,QF,C,CHI,NHL,MTL,NHL,2,1,0,11,8,
1931,QF,C,MTM,NHL,DTF,NHL,1,0,1,3,1,TG
1991,CF,M,PIT,NHL,BOS,NHL,4,0,0,19,7,
1988,DSF,A,MTL,NHL,HAR,NHL,4,0,0,18,11,
1921,SF,,REG,WCHL,CAT,WCHL,1,0,1,2,1,TG
1971,QF,A,BOS,NHL,TOR,NHL,4,1,0,18,10,
2006,CSF,L,AND,NHL,VAN,NHL,4,1,0,14,8,
2010,CQF,B,PHI,NHL,BUF,NHL,4,3,0,22,18,
2001,CQF,D,TOR,NHL,NYI,NHL,4,3,0,22,21,
1986,DSF,B,MTL,NHL,BOS,NHL,4,0,0,19,11,
1972,DF,,WIJ,WHA,HOU,WHA,4,0,0,14,3,
1989,DSF,D,WAS,NHL,NJD,NHL,4,2,0,21,18,
1917,F,,TOA,NHL,MTL,NHL,1,1,0,10,7,TG
1974,SF,I,PHI,NHL,NYI,NHL,4,3,0,19,16,
2007,CSF,L,DAL,NHL,SJS,NHL,4,2,0,15,11,
1963,SCF,C,TOR,NHL,DET,NHL,4,3,0,22,17,
2006,CF,N,AND,NHL,DET,NHL,4,2,0,16,17,
2011,CSF,K,LAK,NHL,STL,NHL,4,0,0,15,6,
1983,DSF,C,NYI,NHL,NYR,NHL,3,2,0,13,14,
1987,DF,J,NJD,NHL,WAS,NHL,4,3,0,25,23,
1999,CSF,J,NJD,NHL,TOR,NHL,4,2,0,16,9,
1993,CQF,D,BOS,NHL,MTL,NHL,4,3,0,22,20,
1937,SF,A,TOR,NHL,BOS,NHL,3,0,0,6,3,
1971,QF,B,NYR,NHL,MTL,NHL,4,2,0,19,14,
1968,QF,B,BOS,NHL,TOR,NHL,4,0,0,24,5,
1976,DSF,,WIJ,WHA,SDM,WHA,4,3,0,28,19,
2001,CQF,H,STL,NHL,CHI,NHL,4,1,0,13,5,
1975,SCF,K,MTL,NHL,PHI,NHL,4,0,0,14,9,
2007,CF,N,DET,NHL,DAL,NHL,4,2,0,17,10,
2007,CSF,J,PIT,NHL,NYR,NHL,4,1,0,15,12,
1983,CF,M,NYI,NHL,MTL,NHL,4,2,0,17,12,
1989,DF,I,BOS,NHL,MTL,NHL,4,1,0,16,12,
1997,CQF,F,EDM,NHL,COL,NHL,4,3,0,19,16,
1995,SCF,O,COL,NHL,FLO,NHL,4,0,0,15,4,
1996,CQF,G,DET,NHL,STL,NHL,4,2,0,13,12,
1992,SCF,O,MTL,NHL,LAK,NHL,4,1,0,15,12,
2003,CSF,J,PHI,NHL,TOR,NHL,4,2,0,17,13,
2009,CSF,L,CHI,NHL,VAN,NHL,4,2,0,23,18,
1992,DF,I,MTL,NHL,BUF,NHL,4,0,0,16,12,
1992,DF,L,LAK,NHL,VAN,NHL,4,2,0,26,25,
1939,SF,A,NYR,NHL,BOS,NHL,4,2,0,15,9,
1958,SF,A,MTL,NHL,CHI,NHL,4,2,0,21,16,
2003,CQF,A,TBL,NHL,NYI,NHL,4,1,0,12,5,
1952,SF,B,MTL,NHL,CHI,NHL,4,3,0,18,14,
2000,CSF,K,COL,NHL,LAK,NHL,4,3,0,17,10,
2010,CQF,C,BOS,NHL,MTL,NHL,4,3,0,17,17,
2005,CQF,G,ANA,NHL,CAL,NHL,4,3,0,17,16,
1967,QF,B,CHI,NHL,NYR,NHL,4,2,0,18,12,
1999,CQF,E,SJS,NHL,STL,NHL,4,3,0,20,22,
1974,QF,,QUN,WHA,PHR,WHA,4,1,0,23,12,
2002,CQF,E,DAL,NHL,EDM,NHL,4,2,0,20,11,
1973,SCF,G,PHI,NHL,BOS,NHL,4,2,0,15,13,
1977,SF,J,BOS,NHL,PHI,NHL,4,1,0,21,15,
1973,QF,D,CHI,NHL,LAK,NHL,4,1,0,10,7,
1933,SCF,E,CHI,NHL,DET,NHL,3,1,0,9,7,
1984,DSF,E,MNS,NHL,STL,NHL,3,0,0,9,5,
1969,SF,F,STL,NHL,PIT,NHL,4,2,0,19,10,
1988,DSF,H,LAK,NHL,EDM,NHL,4,3,0,25,20,
1945,SF,B,BOS,NHL,DET,NHL,4,1,0,16,10,
2005,CQF,E,EDM,NHL,DET,NHL,4,2,0,19,17,
1994,CQF,C,PIT,NHL,WAS,NHL,4,3,0,29,26,
1930,QF,B,CHI,NHL,TOR,NHL,1,0,1,4,3,TG
2006,CQF,B,NJD,NHL,TBL,NHL,4,2,0,19,14,
1975,QF,G,BOS,NHL,LAK,NHL,4,3,0,26,14,
2008,CF,N,DET,NHL,CHI,NHL,4,1,0,19,10,
1996,CQF,B,BUF,NHL,OTT,NHL,4,3,0,14,13,
1977,QF,,NEW,WHA,EDO,WHA,4,1,0,23,9,
2002,CSF,L,MIN,NHL,VAN,NHL,4,3,0,26,17,
1975,Pre,,NEW,WHA,CLC,WHA,3,0,0,14,6,
