name,id,award,year,lgid,note
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Art Berglund,,Patrick,1991,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
William Jennings,jenniwi01h,Patrick,1970,NHL,
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
John MacInnes,,Patrick,1985,NHL,
Brian Burke,,Patrick,2007,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Craig Patrick,patricr01,Patrick,1999,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Donald Clark,,Patrick,1974,NHL,
Stan Fischler,,Patrick,2006,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Emile Francis,francem01,Patrick,1981,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Bruce McNall,,Patrick,1992,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Mark Messier,messima01,Patrick,2008,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Lou Nanne,nannelo01,Patrick,1988,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bill Cleary,,Patrick,1996,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Len Ceglarski,,Patrick,1989,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Mike Emrick,,Patrick,2003,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Fred Cusick,,Patrick,1987,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Jack Parker,,Patrick,2009,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Neal Broten,brotene01,Patrick,1997,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Gary Bettman,,Patrick,2000,NHL,
