coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
nykolmi01c,1980,TOR,NHL,2,,40,15,15,10,3,0,3,0
tobinbi01c,1931,CHI,NHL,1,,48,18,19,11,2,1,1,0
needhbi01c,1973,CLC,WHA,1,,78,37,32,9,5,1,4,0
blaketo01c,1956,MTL,NHL,1,,70,35,23,12,10,8,2,0
muckljo01c,1993,BUF,NHL,1,,84,43,32,9,7,3,4,0
evansja01c,1986,HAR,NHL,1,,80,43,30,7,6,2,4,0
rafteje01c,1977,CIN,WHA,2,interim,5,2,3,0,,,,
boivile01c,1977,STL,NHL,1,,54,11,36,7,,,,
malonph01c,1973,VAN,NHL,2,,37,15,18,4,,,,
bouchfr01c,1939,NYR,NHL,1,,48,27,11,10,12,8,4,0
stewabi01c,1998,NYI,NHL,2,,37,11,19,7,,,,
waddedo01c,2002,ATL,NHL,2,,10,4,5,1,,,,
hartce01c,1930,MTL,NHL,1,,44,26,10,8,10,6,4,0
gormato01c,1937,MTM,NHL,2,,30,6,19,5,,,,
simpsjo01c,1934,NYA,NHL,1,,48,12,27,9,,,,
kellyre01c,1973,TOR,NHL,1,,78,35,27,16,4,0,4,0
reganla01c,1970,LAK,NHL,1,,78,25,40,13,,,,
guidobe01c,1973,BOS,NHL,1,,78,52,17,9,16,10,6,0
sonmogl01c,1972,MFS,WHA,1,,59,28,28,3,,,,
esposph01c,1988,NYR,NHL,2,,2,0,2,0,4,0,4,0
robinla01c,1999,NJD,NHL,2,,8,4,4,0,23,16,7,0
dayha01c,1946,TOR,NHL,1,,60,31,19,10,11,8,3,0
bowmasc01c,1993,DET,NHL,1,,84,46,30,8,7,3,4,0
olivemu01c,1982,MNS,NHL,2,,37,18,12,7,9,4,5,0
sathegl01c,1987,EDM,NHL,1,,80,44,25,11,19,16,2,1
bouchfr01c,1947,NYR,NHL,1,,60,21,26,13,6,2,4,0
crawfma01c,2010,DAL,NHL,1,,82,42,29,11,,,,
schinke01c,1976,PIT,NHL,1,,80,34,33,13,3,1,2,0
lapoiro01c,1987,QUE,NHL,2,,56,22,30,4,,,,
babcomi01c,2010,DET,NHL,1,,82,47,25,19,11,7,4,0
lowro01c,1994,EDM,NHL,2,,13,5,7,1,,,,
murrate01c,1995,PHI,NHL,1,,82,45,24,13,12,6,6,0
irvindi01c,1934,TOR,NHL,1,,48,30,14,4,7,3,4,0
popeila01c,1973,NYR,NHL,1,,41,18,14,9,,,,
primejo01c,1950,TOR,NHL,1,,70,41,16,13,11,8,2,1
