year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1973,WHA,NYJ,22,16,1.0,,10,26,3.0,,,,,,2,7,2,,5,7,0,,8,6,0,,7.0,6.0,0.0,,4.0,8.0,1.0,,6,6,1,,0,2,0,
1967,NHL,MNS,17,12,8.0,,10,20,7.0,,,,,,2,3,2,,3,7,3,,7,5,2,,7.0,5.0,2.0,,4.0,7.0,2.0,,4,5,4,,,,,
2007,NHL,BOS,21,16,,4,20,13,,8,,,,,6,4,,0,7,4,,2,6,8,,2,8.0,3.0,,1,7.0,4.0,,1,6,5,,5,1,1,,1
2001,NHL,ANA,15,19,5.0,2,14,23,3.0,1,,,,,4,7,1,0,3,9,2,0,6,5,2,3,6.0,8.0,1.0,0,2.0,3.0,0.0,0,6,7,1,0,2,3,1,0
1961,NHL,MTL,26,2,7.0,,16,12,7.0,,,,,,7,0,1,,4,5,6,,8,2,2,,8.0,2.0,2.0,,8.0,2.0,1.0,,7,3,2,,,,,
2003,NHL,NAS,22,10,7.0,2,16,19,4.0,2,,,,,4,5,0,0,8,5,1,0,4,4,3,2,10.0,4.0,2.0,0,6.0,5.0,1.0,0,4,5,4,2,2,1,0,0
1999,NHL,CAR,20,16,5.0,0,17,19,5.0,0,,,,,5,3,3,0,6,5,3,0,3,8,1,0,6.0,8.0,1.0,0,6.0,4.0,1.0,0,8,6,1,0,3,1,0,0
1977,NHL,LAK,18,16,6.0,,13,18,9.0,,,,,,4,3,2,,6,4,3,,6,5,1,,5.0,6.0,3.0,,3.0,7.0,3.0,,6,7,2,,1,2,1,
1921,PCHA,SEA,8,4,0.0,,4,7,1.0,,,,,,,,,,,,,,4,3,1,,3.0,6.0,0.0,,5.0,2.0,0.0,,,,,,,,,
1921,WCHL,SMJ,5,7,0.0,,0,12,0.0,,,,,,,,,,,,,,1,3,0,,3.0,6.0,0.0,,1.0,10.0,0.0,,,,,,,,,
