year,lgid,tmid,oppid,w,l,t,otl
1987,NHL,PHI,MTL,0,1,2.0,
1983,NHL,NJD,NYI,0,7,0.0,
2009,NHL,NAS,PIT,1,0,,0
2005,NHL,PIT,BOS,0,3,,1
1984,NHL,EDM,MTL,1,2,0.0,
1974,WHA,EDO,PHR,1,4,1.0,
1996,NHL,STL,BOS,1,0,1.0,
1992,NHL,DET,WAS,1,2,0.0,
1974,NHL,TOR,STL,2,0,2.0,
1974,NHL,BOS,LAK,2,3,0.0,
1977,NHL,STL,TOR,0,2,2.0,
1967,NHL,BOS,CHI,5,3,2.0,
1998,NHL,ANA,NYR,2,0,0.0,
1993,NHL,BOS,WAS,4,0,0.0,
2005,NHL,DET,WAS,1,0,,0
2010,NHL,CBS,TOR,1,0,,0
2003,NHL,OTT,BUF,1,3,2.0,0
1988,NHL,CAL,LAK,6,2,0.0,
1983,NHL,BOS,NYR,2,0,1.0,
1981,NHL,BOS,COR,3,0,0.0,
2002,NHL,NAS,MIN,1,2,1.0,0
1989,NHL,LAK,STL,2,1,0.0,
1987,NHL,PHI,NYR,3,3,1.0,
1998,NHL,NJD,DAL,1,0,0.0,
1995,NHL,ANA,COL,3,3,0.0,
1994,NHL,HAR,BOS,1,3,0.0,
2002,NHL,MIN,COL,1,2,2.0,0
2002,NHL,BOS,DET,0,0,0.0,1
1979,NHL,WAS,NYI,2,2,0.0,
1975,NHL,NYR,NYI,2,4,0.0,
2000,NHL,ATL,EDM,1,0,0.0,0
2003,NHL,SJS,STL,2,1,0.0,1
1987,NHL,TOR,HAR,0,3,0.0,
2011,NHL,BOS,LAK,2,0,,0
2006,NHL,DET,PHO,4,0,,0
2002,NHL,CBS,VAN,2,1,1.0,0
2011,NHL,MIN,CBS,2,2,,0
1998,NHL,BUF,CAL,1,0,1.0,
1989,NHL,NYI,BOS,1,1,1.0,
1992,NHL,OTT,TBL,0,2,0.0,
2010,NHL,WAS,PIT,3,0,,1
1961,NHL,CHI,MTL,3,9,2.0,
2006,NHL,EDM,CAR,1,0,,0
1967,NHL,PIT,LAK,4,6,0.0,
1991,NHL,QUE,VAN,1,1,1.0,
1919,NHL,TRS,OTS,3,5,0.0,
2002,NHL,SJS,TBL,0,2,0.0,0
1972,WHA,ALB,MFS,4,4,0.0,
1972,WHA,PHB,MFS,2,4,0.0,
1979,NHL,DET,BOS,1,2,1.0,
1995,NHL,NYI,FLO,1,3,1.0,
1995,NHL,STL,TOR,1,4,1.0,
1995,NHL,DAL,SJS,4,0,0.0,
1981,NHL,VAN,WAS,1,1,1.0,
1995,NHL,PHI,HAR,3,0,1.0,
2008,NHL,STL,ATL,1,0,,0
1999,NHL,ANA,BUF,0,1,1.0,0
1980,NHL,COR,MTL,0,4,0.0,
1987,NHL,WIN,EDM,1,4,3.0,
1929,NHL,NYA,CHI,2,2,0.0,
1984,NHL,BUF,LAK,0,2,1.0,
2010,NHL,DAL,PIT,1,0,,0
2001,NHL,WAS,LAK,1,0,0.0,0
1997,NHL,STL,OTT,1,1,0.0,
2003,NHL,MTL,DAL,0,0,1.0,0
1929,NHL,OTS,BOS,0,4,0.0,
1997,NHL,PIT,WAS,1,1,2.0,
1986,NHL,DET,VAN,2,1,0.0,
2001,NHL,OTT,PHO,1,1,0.0,0
1987,NHL,EDM,WIN,4,1,3.0,
1981,NHL,MTL,BUF,2,3,3.0,
2001,NHL,MIN,SJS,2,0,2.0,0
1984,NHL,HAR,BOS,4,4,0.0,
2010,NHL,EDM,STL,1,3,,0
2000,NHL,PHI,NAS,0,1,1.0,0
1999,NHL,NAS,BUF,1,0,0.0,1
1954,NHL,TOR,DET,4,7,3.0,
1974,WHA,EDO,CLC,2,4,0.0,
1975,NHL,TOR,KCS,3,0,1.0,
1926,NHL,OTS,MTM,3,1,2.0,
1987,NHL,QUE,TOR,3,0,0.0,
1991,NHL,EDM,PIT,1,2,0.0,
2001,NHL,ANA,WAS,1,1,0.0,0
1997,NHL,OTT,WAS,3,1,0.0,
2010,NHL,ATL,NYR,3,0,,1
1930,NHL,NYR,NYA,1,0,3.0,
1987,NHL,BOS,MNS,3,0,0.0,
2005,NHL,MTL,FLO,3,1,,0
1988,NHL,VAN,STL,3,0,0.0,
1976,WHA,QUN,WIJ,3,3,0.0,
2005,NHL,STL,NYR,0,0,,1
2000,NHL,COL,BOS,2,0,0.0,0
