playerid,year,stint,tmid,s,g,gdg
blakeja01,2005,1,NYI,5,2,1
froloal01,2005,1,LAK,4,3,1
littlbr01,2010,1,ATL,10,3,0
lombama01,2008,2,PHO,1,0,0
willsbr01,2005,1,WAS,9,3,1
sejnape01,2006,1,STL,1,0,0
drurych01,2008,1,NYR,7,3,3
hechtjo01,2010,1,BUF,1,1,1
oleszro01,2009,1,FLO,9,2,1
spezzja01,2009,1,OTT,7,3,1
richabr02,2009,1,LAK,1,0,0
fleisto01,2006,1,WAS,1,0,0
bergepa01,2009,1,BOS,13,3,2
svatoma01,2009,1,COL,7,4,0
bergfni01,2009,2,ATL,1,0,0
fehrer01,2006,1,WAS,1,0,0
antroni01,2011,1,WPG,0,1,0
kubalto01,2010,1,CBS,1,0,0
mitchjo02,2009,1,TOR,3,2,1
kovalil01,2009,1,ATL,7,2,1
koivumi01,2007,1,MIN,7,1,1
cullema01,2010,1,MIN,3,1,0
langeja01,2007,1,NJD,6,3,2
artyuev01,2008,1,TBL,3,1,1
belaner01,2006,2,ATL,1,0,0
brunean01,2007,1,COL,1,0,0
sharppa01,2005,2,CHI,2,0,0
ryanbo01,2010,1,AND,3,2,2
reinpst01,2010,1,FLO,1,0,0
bertuto01,2010,1,DET,7,2,1
voracja01,2009,1,CBS,6,2,1
bochebr01,2009,1,TBL,1,0,0
wheelbl01,2010,2,ATL,3,2,0
roenije01,2005,1,LAK,2,1,0
stlouma01,2011,1,TBL,1,2,0
nealja01,2009,1,DAL,10,0,0
browndu01,2006,1,LAK,8,4,1
niemivi01,2005,1,NYR,1,1,0
boyesbr01,2011,1,BUF,5,12,2
marlepa01,2009,1,SJS,7,2,1
nealja01,2010,1,DAL,2,0,0
nealja01,2008,1,DAL,7,5,2
zedniri01,2008,1,FLO,2,1,1
hudleji01,2010,1,DET,7,2,1
berarbr01,2005,1,CBS,1,0,0
ruutuja01,2006,1,PIT,2,1,1
weissst01,2008,1,FLO,6,1,1
kovalal01,2006,1,MTL,9,4,1
veillst01,2009,1,TBL,1,0,0
stpiema01,2006,1,CHI,1,0,0
laaksan01,2005,1,COL,3,1,1
bouwmja01,2007,1,FLO,1,0,0
torrera01,2010,1,VAN,1,1,1
pohljo01,2007,1,TOR,1,0,0
russekr01,2009,1,CBS,1,0,0
craigry01,2006,1,TBL,1,0,0
dumonjp01,2005,1,BUF,1,0,0
kovalal01,2007,1,MTL,7,1,0
giroucl01,2009,1,PHI,5,3,2
dupuipa01,2007,1,ATL,1,1,1
nasluma02,2008,1,NYR,12,5,1
richabr01,2006,1,TBL,12,5,2
ruutuja01,2009,1,OTT,1,0,0
perryco01,2005,1,ANA,2,0,0
tyutife01,2010,1,CBS,3,1,0
streima01,2011,1,NYI,0,1,0
gordobo01,2011,1,PHO,0,1,0
glenccu01,2011,1,CAL,0,3,0
muellpe01,2011,1,COL,2,3,1
bollada01,2009,1,CHI,1,0,0
hendrma01,2010,1,WAS,4,2,0
