playerid,year,stint,tmid,w,l,sa,ga
priceca01,2010,1,MTL,3,2,24,6
ellisda01,2008,1,NAS,1,3,11,6
hasekdo01,2005,1,OTT,2,4,16,6
emeryra01,2011,1,CHI,1,3,13,5
thomati01,2011,1,BOS,7,1,26,6
rolosdw01,2010,2,TBL,3,3,24,6
wardca01,2009,1,CAR,1,3,13,7
gigueje01,2006,1,AND,4,6,39,13
weekeke01,2006,1,NYR,0,1,3,1
peterju01,2011,1,CAR,0,2,6,3
halakja01,2008,1,MTL,2,1,7,2
osgooch01,2006,1,DET,1,2,14,6
poulike01,2010,1,NYI,0,1,3,2
legacma01,2008,1,STL,3,1,13,4
theodjo01,2009,1,WAS,2,2,16,7
belfoed01,2006,1,FLO,1,5,25,9
osgooch01,2005,1,DET,2,1,8,2
burkese01,2005,1,TBL,2,3,11,5
legacma01,2007,1,STL,2,3,17,4
niittan01,2005,1,PHI,3,4,24,10
fleurma01,2006,1,PIT,9,5,39,9
turcoma01,2008,1,DAL,5,6,43,16
osgooch01,2007,1,DET,2,3,16,8
leclapa01,2005,1,CBS,4,2,18,4
gerbema01,2005,1,CAR,7,2,33,10
josepcu01,2005,1,PHO,3,2,19,6
lenevda01,2005,1,PHO,0,1,3,1
theodjo01,2005,1,MTL,1,1,6,1
andercr01,2005,1,CHI,0,3,7,5
legacma01,2009,1,CAR,2,2,16,4
fleurma01,2008,1,PIT,3,4,22,6
johnsbr02,2006,1,WAS,0,5,20,7
enrotjh01,2011,1,BUF,2,3,22,8
lundqhe01,2011,1,NYR,4,3,25,7
dipieri01,2009,1,NYI,1,0,8,3
labarja01,2005,1,LAK,2,0,5,0
khabini01,2011,1,EDM,0,5,20,12
kiprumi01,2007,1,CAL,3,3,17,6
weekeke01,2005,1,NYR,3,1,13,6
noronmi01,2005,1,BUF,0,0,1,1
garonma01,2011,1,TBL,1,1,6,1
toskave01,2006,1,SJS,0,1,3,3
smithmi02,2008,1,TBL,2,7,27,15
vokouto01,2006,1,NAS,2,3,17,7
luongro01,2006,1,VAN,5,3,31,10
bernijo01,2011,1,LAK,0,1,2,2
masonch02,2005,1,NAS,2,0,5,0
luongro01,2007,1,VAN,6,8,54,15
greisth01,2009,1,SJS,1,0,6,0
schneco01,2010,1,VAN,1,0,3,0
niittan01,2006,1,PHI,1,4,23,6
tellqmi01,2006,2,PHO,3,1,16,4
nabokev01,2011,1,NYI,5,1,18,4
garnemi01,2005,1,ATL,0,2,8,4
sanfocu01,2005,1,STL,3,5,25,10
budajpe01,2005,1,COL,0,5,14,9
raycran01,2008,1,COL,2,0,8,1
divisre01,2005,1,STL,0,1,3,2
grahajo01,2006,1,CAR,0,1,3,2
hedbejo01,2005,1,DAL,4,0,17,3
rolosdw01,2005,1,MIN,0,1,8,2
gigueje01,2005,1,ANA,3,7,31,12
theodjo01,2011,1,FLO,4,7,37,14
wardca01,2005,1,CAR,1,0,3,0
quickjo01,2009,1,LAK,8,6,51,17
andercr01,2011,1,OTT,6,1,25,7
dubiewa01,2007,1,NYI,2,1,13,4
turcoma01,2006,1,DAL,8,4,46,11
osgooch01,2008,1,DET,4,2,21,6
elliobr01,2010,2,COL,2,1,10,1
mcelhcu01,2009,2,AND,1,2,8,4
toskave01,2008,1,TOR,4,5,29,14
aebisda01,2006,1,MTL,2,2,18,6
bernijo01,2009,1,LAK,1,0,6,0
huetcr01,2005,1,MTL,1,2,9,3
bishobe01,2008,1,STL,0,1,4,2
hardijo01,2011,1,MIN,5,3,23,5
bouchbr01,2005,1,PHO,1,0,3,0
vokouto01,2009,1,FLO,4,9,49,19
bryzgil01,2010,1,PHO,4,5,32,11
bryzgil01,2006,1,AND,0,4,13,6
mcelhcu01,2009,1,CAL,1,0,4,2
bachmri01,2011,1,DAL,0,1,3,1
lehtoka01,2005,1,ATL,5,0,20,3
millery01,2009,1,BUF,4,4,31,11
bryzgil01,2009,1,PHO,8,5,62,17
bironma01,2009,1,NYI,2,1,8,3
huetcr01,2007,1,MTL,2,3,13,5
gigueje01,2009,1,AND,1,2,8,4
smithmi02,2011,1,PHO,6,8,46,15
smithmi02,2006,1,DAL,1,0,3,0
danisya01,2009,1,NJD,0,1,3,3
huetcr01,2007,2,WAS,2,0,5,0
schaeno01,2005,1,SJS,1,0,4,1
hardijo01,2008,1,MIN,0,1,2,1
scrivbe01,2011,1,TOR,1,1,5,2
neuvimi01,2011,1,WAS,3,2,17,7
eschero01,2006,1,PHI,0,1,2,2
labarja01,2010,1,PHO,1,1,5,2
mclenja01,2005,1,FLO,0,1,4,2
nabokev01,2007,1,SJS,6,6,40,18
lalimpa01,2006,1,CHI,2,1,8,4
ellisda01,2007,1,NAS,2,1,9,4
luongro01,2008,1,VAN,3,4,29,8
sauveph01,2005,1,CAL,1,0,3,0
johnsch02,2009,1,NYR,0,1,5,2
aebisda01,2005,1,COL,2,1,10,2
crawfco01,2010,1,CHI,4,3,19,3
macdojo01,2008,1,NYI,3,3,15,6
johnsbr02,2010,1,PIT,2,1,11,1
ellisda01,2009,1,NAS,2,1,10,2
