playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
nighbfr01,1914,VML,PCHA,C,3,4,6,10,6
randake01,1921,TRS,NHL,D/R,4,1,0,1,19
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
hartgi01,1925,VIC,WCHL,R,4,0,0,0,2
frasego01,1925,VIC,WCHL,D,4,0,0,0,14
lehmahu01,1923,VAM,PCHA,G,2,0,0,0,0
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
harrism01,1920,VML,PCHA,L,5,2,1,3,6
mackami01,1917,VML,PCHA,C,5,5,5,10,12
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
meekiha01,1917,TOA,NHL,L,5,1,2,3,0
duforan01,1914,OT1,NHA,C,2,0,1,1,0
mackami01,1920,VML,PCHA,C,5,0,1,1,0
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
benedcl01,1914,OT1,NHA,G,3,0,0,0,0
adamsja01,1920,VML,PCHA,C,5,2,1,3,6
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
malonjo01,1912,QU1,NHA,C,3,2,0,2,2
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
moynesp01,1917,VML,PCHA,R,4,0,0,0,9
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
noblere01,1921,TRS,NHL,L,5,0,1,1,9
arbouty01,1922,EDE,WCHL,L,2,0,0,0,0
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
merriho01,1914,OT1,NHA,D,3,0,0,0,0
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
poulisk01,1913,VA1,PCHA,L,3,2,0,2,17
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
walkeja01,1925,VIC,WCHL,C,4,0,0,0,0
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
winklha01,1922,EDE,WCHL,G,2,0,0,0,0
oatmaed01,1923,CAT,WCHL,C,2,0,1,1,0
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
murrato01,1915,PO1,PCHA,G,5,0,0,0,0
mackami01,1921,VML,PCHA,L,5,1,0,1,6
denneco01,1921,TRS,NHL,L/C,5,3,2,5,2
benedcl01,1922,OTS,NHL,G,6,0,0,0,2
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
oatmaed01,1915,PO1,PCHA,C,5,3,1,4,16
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
noblere01,1917,TOA,NHL,L,5,2,1,3,0
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
halljo01,1912,QU1,NHA,D,3,0,0,0,7
gerared01,1914,OT1,NHA,L,3,1,2,3,14
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
gerared01,1921,TRS,NHL,D,1,0,0,0,0
mcnamho01,1915,MOC,NHA,D,5,0,1,1,21
