name,id,award,year,lgid,note
Al Arbour,arboual01,Patrick,1991,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
John Mariucci,mariujo01,Patrick,1976,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Mark Messier,messima01,Patrick,2008,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Jerry York,,Patrick,2009,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
Mike Emrick,,Patrick,2003,NHL,
Stan Fischler,,Patrick,2006,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Gil Stein,,Patrick,1992,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Brian Burke,,Patrick,2007,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
John Mayasich,,Patrick,1997,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Robert Ridder,,Patrick,1993,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Tony Rossi,,Patrick,2010,NHL,
Cammi Granato,,Patrick,2006,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Ray Miron,,Patrick,2003,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
George Leader,,Patrick,1975,NHL,
Jim Devellano,,Patrick,2008,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Bob Fleming,,Patrick,1994,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Tom Fitzgerald,,Patrick,1977,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Lou Vairo,,Patrick,1999,NHL,
John MacInnes,,Patrick,1985,NHL,
Art Berglund,,Patrick,1991,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Max McNab,mcnabma01,Patrick,1997,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Neal Broten,brotene01,Patrick,1997,NHL,
Fred Cusick,,Patrick,1987,NHL,
Bill Cleary,,Patrick,1996,NHL,
