year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1986,SCF,O,EDM,NHL,PHI,NHL,4,3,0,22,18,
1928,QF,B,NYR,NHL,NYA,NHL,1,0,1,1,0,TG
1975,SF,,HOU,WHA,NEW,WHA,4,3,0,19,21,
1997,CQF,C,BUF,NHL,PHI,NHL,4,1,0,18,9,
2008,CSF,L,CHI,NHL,VAN,NHL,4,2,0,23,19,
1941,SF,D,DET,NHL,BOS,NHL,2,0,0,9,5,
1976,DSF,,IND,WHA,CIN,WHA,4,0,0,19,9,
1941,QF,C,DET,NHL,MTL,NHL,2,1,0,8,8,
1938,QF,C,DET,NHL,MTL,NHL,2,1,0,8,5,
1975,QF,G,BOS,NHL,LAK,NHL,4,3,0,26,14,
2002,CQF,H,VAN,NHL,STL,NHL,4,3,0,17,21,
1941,SCF,E,TOR,NHL,DET,NHL,4,3,0,25,19,
1977,Pre,C,TOR,NHL,LAK,NHL,2,0,0,11,3,
1927,SF,D,NYR,NHL,BOS,NHL,1,0,1,5,2,TG
1923,F,,CAT,WCHL,REG,WCHL,1,0,1,4,2,TG
1988,DSF,B,BOS,NHL,BUF,NHL,4,1,0,16,14,
1990,SCF,O,PIT,NHL,MNS,NHL,4,2,0,28,16,
1975,QF,,NEW,WHA,IND,WHA,4,3,0,18,15,
1990,CF,M,PIT,NHL,BOS,NHL,4,2,0,27,18,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
1936,SF,D,NYR,NHL,MTM,NHL,2,0,0,5,0,
2007,CSF,I,PHI,NHL,MTL,NHL,4,1,0,20,14,
1931,SF,A,NYR,NHL,MTL,NHL,3,1,0,13,9,
1984,CF,N,EDM,NHL,CHI,NHL,4,2,0,44,25,
2000,CQF,A,NJD,NHL,CAR,NHL,4,2,0,20,8,
1987,DSF,G,CAL,NHL,LAK,NHL,4,1,0,30,18,
1985,DSF,H,CAL,NHL,WIN,NHL,3,0,0,15,8,
1987,DF,L,EDM,NHL,CAL,NHL,4,0,0,18,11,
1940,SF,A,BOS,NHL,TOR,NHL,4,3,0,15,17,
2009,CQF,E,SJS,NHL,COL,NHL,4,2,0,19,11,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
1979,Pre,E,NYI,NHL,LAK,NHL,3,1,0,21,10,
1976,SF,J,BOS,NHL,PHI,NHL,4,0,0,14,8,
1994,CSF,L,CHI,NHL,VAN,NHL,4,0,0,11,6,
1989,DF,L,EDM,NHL,LAK,NHL,4,0,0,24,10,
2007,CQF,A,MTL,NHL,BOS,NHL,4,3,0,19,15,
1927,QF,B,NYR,NHL,PIP,NHL,1,1,0,6,4,TG
2000,CSF,I,NJD,NHL,TOR,NHL,4,3,0,21,18,
1940,SF,D,DET,NHL,CHI,NHL,2,0,0,5,2,
1997,CSF,J,BUF,NHL,MTL,NHL,4,0,0,17,10,
1919,SCF,,SEA,PCHA,OTS,NHL,3,2,0,15,11,
1984,DSF,A,MTL,NHL,BOS,NHL,3,2,0,19,17,
1935,SCF,E,DET,NHL,TOR,NHL,3,1,0,18,11,
1942,SF,A,DET,NHL,TOR,NHL,4,2,0,20,17,
1925,SF,,VIC,WCHL,SAS,WCHL,1,0,1,4,3,TG
1997,CSF,K,DAL,NHL,EDM,NHL,4,1,0,9,5,
1912,SCF,,VA1,PCHA,QU1,NHA,2,1,0,16,12,EX
2010,CQF,D,TBL,NHL,PIT,NHL,4,3,0,22,14,
1994,CQF,E,DET,NHL,DAL,NHL,4,1,0,17,10,
2006,CQF,A,BUF,NHL,NYI,NHL,4,1,0,17,11,
1997,CSF,I,WAS,NHL,OTT,NHL,4,1,0,18,7,
1930,SF,D,CHI,NHL,NYR,NHL,2,0,0,3,0,TG
1998,CQF,C,BOS,NHL,CAR,NHL,4,2,0,16,10,
2003,CF,M,TBL,NHL,PHI,NHL,4,3,0,21,19,
1999,CSF,J,NJD,NHL,TOR,NHL,4,2,0,16,9,
1965,SF,B,DET,NHL,CHI,NHL,4,2,0,22,10,
1993,CQF,H,DAL,NHL,STL,NHL,4,0,0,16,10,
1945,SF,B,BOS,NHL,DET,NHL,4,1,0,16,10,
1984,DSF,F,CHI,NHL,DET,NHL,3,0,0,23,8,
1976,DSF,,QUN,WHA,NEW,WHA,4,1,0,23,14,
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
1991,DSF,E,DET,NHL,MNS,NHL,4,3,0,23,19,
1998,CSF,I,TOR,NHL,PIT,NHL,4,2,0,18,14,
1992,DF,J,NYI,NHL,PIT,NHL,4,3,0,24,27,
2005,CQF,B,CAR,NHL,MTL,NHL,4,2,0,15,17,
2002,CSF,K,ANA,NHL,DAL,NHL,4,2,0,14,14,
1974,QF,G,MTL,NHL,VAN,NHL,4,1,0,20,9,
1985,DSF,G,EDM,NHL,VAN,NHL,3,0,0,17,5,
1975,Pre,D,TOR,NHL,PIT,NHL,2,1,0,8,3,
2007,CQF,F,SJS,NHL,CAL,NHL,4,3,0,19,17,
1975,Pre,A,BUF,NHL,STL,NHL,2,1,0,7,8,
1995,CSF,I,FLO,NHL,PHI,NHL,4,2,0,15,11,
1980,SF,N,MNS,NHL,CAL,NHL,4,2,0,25,18,
1972,SF,F,CHI,NHL,NYR,NHL,4,1,0,15,11,
