playerid,year,stint,tmid,w,l,sa,ga
dipieri01,2010,1,NYI,2,1,9,3
vokouto01,2006,1,NAS,2,3,17,7
macdojo01,2006,1,DET,0,1,7,3
koskimi01,2010,1,NYI,1,0,4,0
lenevda01,2005,1,PHO,0,1,3,1
garnemi01,2005,1,ATL,0,2,8,4
theodjo01,2006,1,COL,2,0,6,0
morrimi01,2005,1,EDM,5,2,24,6
raycran01,2007,1,TOR,0,1,6,2
khabini01,2008,1,CHI,2,5,19,9
brodema01,2005,1,NJD,8,3,38,9
valiqst01,2008,1,NYR,1,2,12,3
labarja01,2008,2,VAN,0,2,9,5
rolosdw01,2008,1,EDM,4,4,24,5
niemian02,2009,1,CHI,6,2,32,6
schneco01,2010,1,VAN,1,0,3,0
fleurma01,2007,1,PIT,1,0,3,0
bironma01,2007,1,PHI,2,6,20,13
garonma01,2007,1,EDM,10,0,32,2
backsni01,2009,1,MIN,2,7,38,14
aubinje01,2006,1,TOR,1,1,11,3
hasekdo01,2005,1,OTT,2,4,16,6
clemmsc01,2011,1,FLO,2,3,20,7
masonch02,2011,1,WPG,1,1,8,3
pavelon01,2011,1,WPG,3,3,20,8
backsni01,2006,1,MIN,3,5,32,15
bironma01,2008,1,PHI,2,3,17,5
hardijo01,2006,1,MIN,0,1,3,1
noronmi01,2005,1,BUF,0,0,1,1
dunhami01,2005,1,ATL,0,2,4,3
lalimpa01,2009,1,BUF,0,2,13,5
fernama01,2007,1,BOS,1,0,3,0
theodjo01,2009,1,WAS,2,2,16,7
gigueje01,2009,1,AND,1,2,8,4
garonma01,2010,1,CBS,1,3,12,4
osgooch01,2008,1,DET,4,2,21,6
hardijo01,2007,1,MIN,2,2,14,6
labarja01,2011,1,PHO,0,2,11,7
hillejo01,2011,1,AND,3,7,40,17
turcoma01,2008,1,DAL,5,6,43,16
bernijo01,2010,1,LAK,0,2,5,3
enrotjh01,2011,1,BUF,2,3,22,8
lalimpa01,2006,1,CHI,2,1,8,4
aubinje01,2007,1,LAK,1,1,4,2
weekeke01,2006,1,NYR,0,1,3,1
hillejo01,2008,1,AND,5,1,31,5
ersbeer01,2007,1,LAK,1,1,10,2
lehtoka01,2010,1,DAL,3,7,33,14
greisth01,2009,1,SJS,1,0,6,0
niittan01,2009,1,TBL,3,4,23,5
dubnyde01,2009,1,EDM,2,1,11,3
leclapa01,2006,1,CBS,1,1,15,4
legacma01,2009,1,CAR,2,2,16,4
belfoed01,2005,1,TOR,2,4,14,6
danisya01,2009,1,NJD,0,1,3,3
masonch02,2005,1,NAS,2,0,5,0
peterju01,2010,1,CAR,0,1,2,2
drouije01,2008,1,EDM,1,0,3,0
theodjo01,2008,1,WAS,4,4,22,6
auldal01,2006,1,FLO,0,3,8,6
andercr01,2010,1,COL,1,0,3,0
holmqjo01,2007,1,TBL,1,0,4,1
lehtoka01,2008,1,ATL,4,1,22,5
halakja01,2010,1,STL,3,4,29,10
smithmi02,2007,1,DAL,2,0,6,0
fernama01,2005,1,MIN,4,2,19,4
fleurma01,2008,1,PIT,3,4,22,6
wardca01,2005,1,CAR,1,0,3,0
clemmsc01,2006,1,NJD,0,2,6,3
clemmsc01,2008,1,NJD,2,1,12,3
gerbema01,2005,1,CAR,7,2,33,10
emeryra01,2009,1,PHI,2,1,9,2
rolosdw01,2006,1,EDM,3,2,21,6
fleurma01,2005,1,PIT,0,2,5,4
bouchbr01,2005,1,PHO,1,0,3,0
vokouto01,2008,1,FLO,3,4,19,6
ellisda01,2007,1,NAS,2,1,9,4
bironma01,2009,1,NYI,2,1,8,3
nabokev01,2006,1,SJS,2,1,10,4
bernijo01,2009,1,LAK,1,0,6,0
bachmri01,2011,1,DAL,0,1,3,1
