playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
lashoma01,2010,1,TOR,NHL,D,11,0,1,1,6,1,0,1,0,0,0,,8,,,,,,,,,,,,
harribi01,1958,1,TOR,NHL,C,70,22,30,52,29,,,,,,,,,12,3,4,7,16,,,,,,,
cronish01,1994,1,SJS,NHL,D,29,0,2,2,61,0,0,0,0,0,0,0,12,9,0,0,0,5,2,0,0,0,0,0,1
snepsha01,1985,1,DET,NHL,D,35,0,6,6,75,-7,0,,0,,0,0,12,,,,,,,,,,,,
reasoma01,2001,1,EDM,NHL,C,52,6,5,11,41,0,3,1,0,0,2,0,66,,,,,,,,,,,,
cloutre01,1984,1,BUF,NHL,R,4,0,0,0,0,-2,0,,0,,0,0,6,,,,,,,,,,,,
ashtobr01,1988,1,WIN,NHL,L,75,31,37,68,36,-5,7,9,1,0,1,0,180,,,,,,,,,,,,
bradyne01,1989,1,NJD,NHL,C,19,1,4,5,13,-1,0,0,0,0,0,0,10,,,,,,,,,,,,
russeer01,1911,1,MOW,NHA,,18,27,0,27,110,,,,,,,,,,,,,,,,,,,,
kordida01,1991,1,PHI,NHL,D,46,1,3,4,126,1,0,0,0,0,0,0,27,,,,,,,,,,,,
ellisro01,1977,1,TOR,NHL,R,80,26,24,50,17,8,3,,0,,5,1,128,13,3,2,5,0,,0,,0,,2,
edurto01,1977,2,PIT,NHL,D,58,5,38,43,18,-9,2,,0,,1,0,135,,,,,,,,,,,,
johnsch01,1933,1,NYR,NHL,D,48,2,6,8,86,,,,,,,,,2,0,0,0,4,,,,,,,
jakopjo01,2002,1,SJS,NHL,D,12,0,0,0,11,0,0,0,0,0,0,0,3,,,,,,,,,,,,
stevesc01,2002,1,NJD,NHL,D,81,4,16,20,41,18,0,1,0,2,2,0,113,24,3,6,9,14,14,1,0,0,0,1,33
batyrru01,1995,1,LAK,NHL,D,2,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,
hamrlro01,2000,1,NYI,NHL,D,76,16,30,46,92,-20,5,13,1,2,4,0,232,,,,,,,,,,,,
harveto01,1999,1,NYR,NHL,R,31,3,3,6,62,-9,0,0,0,0,0,0,31,,,,,,,,,,,,
brownbo01,1972,2,NRA,WHA,D,17,0,4,4,6,,0,,0,,,,,,,,,,,,,,,,
duberju01,1993,1,PIT,NHL,R,4,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,
boughbo01,1999,2,PIT,NHL,D,11,1,0,1,69,2,1,0,0,0,1,0,8,11,0,2,2,15,6,0,0,0,0,0,6
kalindm01,2005,1,BUF,NHL,D,55,2,16,18,54,14,0,5,0,0,0,,47,8,0,2,2,2,4,0,0,0,1,0,11
boyesbr01,2003,1,SJS,NHL,C,1,0,0,0,2,-2,0,0,0,0,0,0,0,,,,,,,,,,,,
robidst01,2000,1,MTL,NHL,D,65,6,6,12,14,0,1,1,0,0,0,0,77,,,,,,,,,,,,
mcnamho01,1913,1,TOO,NHA,,20,7,6,13,36,,,,,,,,,,,,,,,,,,,,
carrila01,1977,1,VAN,NHL,D,7,0,3,3,11,0,0,,0,,0,0,10,,,,,,,,,,,,
cimetro01,1988,1,BOS,NHL,L,7,2,0,2,0,-4,0,0,0,0,1,0,4,1,0,0,0,15,0,0,0,0,0,0,0
armstde01,2006,1,LAK,NHL,C,67,11,33,44,62,13,3,6,0,0,0,,109,,,,,,,,,,,,
millegr01,1980,1,PIT,NHL,G,63,0,2,2,6,0,0,,0,,0,0,0,5,0,0,0,0,,0,,0,,0,
schulje02,2011,1,WAS,NHL,D,54,1,5,6,12,-2,0,0,0,0,0,,22,10,0,0,0,2,-7,0,0,0,0,0,1
meaghri01,1984,1,NJD,NHL,C,71,11,20,31,22,-13,1,,1,,1,0,139,,,,,,,,,,,,
makkoka01,1979,1,EDM,NHL,R,9,2,2,4,0,-2,0,,0,,0,0,11,,,,,,,,,,,,
fatari01,2003,1,PIT,NHL,C,73,16,18,34,54,-46,6,6,2,2,1,0,163,,,,,,,,,,,,
mummeha01,1920,1,MTL,NHL,D,24,15,5,20,69,,,,,,,,,,,,,,,,,,,,
poapsst01,2005,2,STL,NHL,D,41,0,1,1,37,-21,0,0,0,0,0,,19,,,,,,,,,,,,
jennigr01,1988,1,HAR,NHL,D,55,3,10,13,159,17,0,0,0,0,0,0,39,4,1,0,1,17,-3,1,0,0,0,0,3
merkogl01,1981,1,HAR,NHL,C,7,0,0,0,2,-1,0,,0,,0,0,2,,,,,,,,,,,,
sorrejo01,1938,1,NYA,NHL,L,48,13,9,22,10,,,,,,,,,2,0,0,0,0,,,,,,,
volpaaa01,2011,1,VAN,NHL,R,23,1,0,1,37,-2,0,0,0,0,0,,17,,,,,,,,,,,,
jackmri01,2005,2,FLO,NHL,D,15,1,1,2,6,0,0,1,0,0,0,,25,,,,,,,,,,,,
mcgrabr01,2011,1,NAS,NHL,R,30,0,2,2,61,-1,0,0,0,0,0,,10,,,,,,,,,,,,
johanan01,1995,1,NYI,NHL,C,3,0,1,1,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,
joyaled01,1964,1,DET,NHL,C,46,8,14,22,4,,0,,0,,1,0,,7,1,1,2,4,,,,,,0,
trottgu01,1973,1,TOT,WHA,R,71,27,35,62,58,,5,,0,,4,,,12,5,5,10,4,,,,,,0,
leclemi01,2003,1,ANA,NHL,L,10,1,3,4,4,-1,0,1,0,0,0,0,19,,,,,,,,,,,,
langepe01,1938,1,TOR,NHL,C,2,1,0,1,0,,,,,,,,,9,1,2,3,2,,,,,,,
clowery01,2006,1,SJS,NHL,L,58,16,18,34,78,4,4,3,0,0,3,,93,11,4,2,6,17,-2,0,2,0,0,1,14
boyntni01,2000,1,BOS,NHL,D,1,0,0,0,0,-1,0,0,0,0,0,0,1,,,,,,,,,,,,
smithdo03,1988,2,VAN,NHL,C,10,3,4,7,4,3,1,0,0,0,1,0,12,4,0,0,0,6,-2,0,0,0,0,0,5
brownco01,1940,1,DET,NHL,C,3,1,2,3,0,,,,,,,,,9,0,2,2,0,,,,,,,
oatesad01,1985,1,DET,NHL,C,38,9,11,20,10,-24,1,,0,,1,0,49,,,,,,,,,,,,
foxgr01,1978,2,CHI,NHL,D,14,0,5,5,16,9,0,,0,,0,0,18,4,0,1,1,0,,0,,0,,0,
grescro01,1976,1,NYR,NHL,D,80,11,36,47,89,0,0,,2,,1,2,192,,,,,,,,,,,,
winogbo01,1972,1,NRA,WHA,D,52,0,12,12,23,,0,,0,,,,,,,,,,,,,,,,
raglahe01,1992,1,TBL,NHL,R,2,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,
forbeja01,1929,1,NYA,NHL,G,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
odelely01,1989,1,MTL,NHL,D,8,0,2,2,33,-1,0,0,0,0,0,0,1,,,,,,,,,,,,
woodal01,1936,1,NYA,NHL,G,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
walkema01,2002,1,STL,NHL,D,16,0,1,1,38,0,0,0,0,0,0,0,13,,,,,,,,,,,,
bozekst01,1985,1,CAL,NHL,L,64,21,22,43,24,24,5,,4,,3,0,147,14,2,6,8,32,1,0,,0,,0,28
brunebe01,2001,2,DAL,NHL,L,32,4,9,13,8,5,0,0,1,0,1,0,33,,,,,,,,,,,,
breweer01,2010,1,STL,NHL,D,54,8,6,14,57,1,0,0,0,0,1,,86,,,,,,,,,,,,
hechtjo01,1999,1,STL,NHL,R,63,13,21,34,28,20,5,6,0,0,1,0,140,7,4,6,10,2,1,1,3,0,0,1,13
gretzwa01,1992,1,LAK,NHL,C,45,16,49,65,6,6,0,24,2,1,1,0,141,24,15,25,40,4,6,4,9,1,2,3,76
mulvegr01,1975,1,CHI,NHL,R,64,11,17,28,72,-5,1,,0,,1,2,90,4,0,0,0,2,,0,,0,,0,
bucykjo01,1977,1,BOS,NHL,L,53,5,13,18,4,-2,5,,0,,0,0,47,,,,,,,,,,,,
abdelju01,2008,1,DET,NHL,L,2,0,0,0,0,0,0,0,0,0,0,,2,10,2,1,3,0,2,0,0,0,0,0,11
moroma01,2000,1,NAS,NHL,D,6,0,0,0,12,1,0,0,0,0,0,0,1,,,,,,,,,,,,
quincky01,2011,2,DET,NHL,D,18,2,1,3,29,0,1,0,0,0,0,,37,5,0,2,2,6,-2,0,2,0,0,0,11
corbebe01,1923,1,TRS,NHL,D,24,8,6,14,55,,,,,,,,,,,,,,,,,,,,
mckegto01,1989,1,DET,NHL,R,14,2,1,3,8,2,0,,0,0,0,0,18,,,,,,,,,,,,
starrha01,1929,1,OTS,NHL,D,28,2,1,3,12,,,,,,,,,2,1,0,1,0,,,,,,,
wakalda01,1992,1,MNS,NHL,G,29,0,3,3,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,
langeja01,2003,1,NJD,NHL,R,53,10,16,26,43,9,1,4,2,0,2,0,130,5,0,2,2,2,0,0,0,0,0,0,11
gilbero01,1966,1,NYR,NHL,R,64,28,18,46,12,,5,,0,,5,0,,4,2,2,4,6,,,,,,0,
