playerid,year,stint,tmid,s,g,gdg
smythry01,2006,1,EDM,2,1,1
tjarnda01,2005,1,MIN,1,0,0
richami02,2010,1,PHI,5,1,0
markoan01,2007,1,MTL,2,1,1
filppva01,2011,1,DET,1,3,1
sillimi01,2006,1,NYI,2,0,0
laichbr01,2010,1,WAS,1,0,0
zajactr01,2010,1,NJD,2,1,1
stemple01,2010,1,PHO,4,1,0
nylanmi01,2007,1,WAS,1,0,0
steenal01,2007,1,TOR,3,1,0
miettan01,2007,1,DAL,1,1,0
gagnesa01,2007,1,EDM,17,5,4
lapiema01,2008,1,MTL,3,2,1
zidlima01,2010,1,MIN,1,0,0
pominja01,2005,1,BUF,2,0,0
browndu01,2008,1,LAK,6,1,0
lapiema01,2009,1,MTL,3,1,1
havlama01,2006,1,CHI,6,2,1
byronpa01,2010,1,BUF,1,0,0
umberrj01,2006,1,PHI,1,0,0
jonesda01,2007,1,COL,1,0,0
pyattta01,2007,1,VAN,8,1,1
iginlja01,2010,1,CAL,1,0,0
rozsimi01,2010,1,NYR,1,0,0
kubinpa01,2010,1,TBL,1,0,0
pyattta01,2006,1,VAN,2,0,0
jeffrdu01,2010,1,PIT,1,1,1
laddan01,2011,1,WPG,1,3,1
royde01,2006,1,BUF,1,0,0
shanabr01,2005,1,DET,1,0,0
oreilca01,2009,1,NAS,4,2,1
pyattta01,2008,1,VAN,2,0,0
nashri01,2006,1,CBS,5,1,0
doansh01,2005,1,PHO,3,1,0
ribeimi01,2008,1,DAL,11,6,2
bergese01,2007,1,NYI,1,0,0
higgich01,2010,1,FLO,2,0,0
purcete01,2011,1,TBL,1,2,1
froloal01,2007,1,LAK,2,0,0
kaberto01,2008,1,TOR,3,1,0
richami02,2009,1,PHI,6,1,0
nedvepe01,2005,2,PHI,3,1,1
lapiema01,2011,1,VAN,1,2,0
hejdumi01,2007,1,COL,6,3,1
fleisto01,2005,1,WAS,2,0,0
chimeja01,2005,1,CBS,1,1,1
drurych01,2008,1,NYR,7,3,3
mcleabr01,2006,1,COL,3,2,1
raymoma01,2008,1,VAN,1,0,0
ovechal01,2005,1,WAS,13,6,3
setogde01,2009,1,SJS,3,1,0
paveljo01,2011,1,SJS,4,10,2
hortona01,2009,1,FLO,8,2,1
josefja01,2010,1,NJD,1,0,0
krepska01,2007,1,FLO,2,1,0
hallad01,2006,1,NYR,2,0,0
whitnry01,2005,1,PIT,2,1,0
downist01,2010,1,TBL,1,0,0
fosteku01,2010,1,EDM,1,0,0
backsni02,2007,1,WAS,2,1,0
stollja01,2011,1,LAK,2,8,0
burroal01,2007,1,VAN,1,0,0
browndu01,2007,1,LAK,8,4,1
hudleji01,2006,1,DET,3,0,0
weighdo01,2007,1,STL,1,0,0
kaneev01,2011,1,WPG,1,2,1
comrimi01,2007,1,NYI,4,1,1
johnsja02,2011,2,CBS,0,1,0
roenije01,2006,1,PHO,1,0,0
marlepa01,2005,1,SJS,5,0,0
brindro01,2005,1,CAR,4,1,1
richami02,2008,1,PHI,10,4,2
belesma01,2009,1,AND,1,0,0
staaler01,2011,1,CAR,1,4,1
staaler01,2006,1,CAR,3,0,0
martima02,2010,1,NYI,1,0,0
seguity01,2011,1,BOS,6,12,4
