year,lgid,tmid,oppid,w,l,t,otl
1990,NHL,TOR,HAR,0,1,2.0,
1997,NHL,ANA,FLO,1,0,1.0,
1993,NHL,SJS,DET,1,3,0.0,
1991,NHL,HAR,CHI,0,3,0.0,
1975,NHL,MTL,WAS,6,0,0.0,
1976,NHL,CLE,PHI,1,3,1.0,
2011,NHL,SJS,TOR,1,0,,0
1936,NHL,DET,BOS,7,1,0.0,
1974,NHL,CHI,MTL,0,3,1.0,
2005,NHL,PIT,WAS,3,1,,0
1991,NHL,LAK,WIN,4,2,1.0,
2001,NHL,CAR,EDM,1,0,1.0,0
2007,NHL,PHO,DET,0,4,,0
2010,NHL,DAL,NJD,1,1,,0
1983,NHL,PIT,DET,0,3,0.0,
1931,NHL,MTM,TOR,3,5,0.0,
1980,NHL,MTL,VAN,2,0,2.0,
2002,NHL,CHI,ANA,0,4,0.0,0
1985,NHL,BUF,NYI,2,1,0.0,
1974,NHL,MNS,TOR,1,3,0.0,
1933,NHL,MTL,CHI,2,3,1.0,
1979,NHL,PIT,ATF,2,1,1.0,
2009,NHL,MIN,LAK,2,2,,0
2003,NHL,STL,BUF,1,0,0.0,0
2001,NHL,COL,EDM,2,2,1.0,0
1967,NHL,CHI,STL,2,0,2.0,
2000,NHL,MIN,ATL,0,0,1.0,0
2002,NHL,ANA,NJD,0,1,0.0,1
1976,NHL,WAS,CHI,1,2,1.0,
2008,NHL,CAR,FLO,3,3,,0
1984,NHL,MNS,HAR,2,1,0.0,
2005,NHL,CAL,STL,3,0,,1
1933,NHL,MTL,OTS,3,1,2.0,
2003,NHL,CAL,NAS,1,2,1.0,0
1985,NHL,MTL,NYR,0,2,1.0,
1999,NHL,EDM,LAK,2,1,1.0,0
1951,NHL,BOS,TOR,2,7,5.0,
1996,NHL,SJS,WAS,1,1,0.0,
1998,NHL,CHI,LAK,0,4,0.0,
2006,NHL,DAL,EDM,3,1,,0
1998,NHL,MTL,DAL,0,1,1.0,
1975,NHL,KCS,NYI,0,2,3.0,
1996,NHL,SJS,BUF,0,1,1.0,
1976,NHL,CHI,MNS,2,3,1.0,
2000,NHL,TOR,NJD,1,1,1.0,0
1998,NHL,NAS,LAK,3,1,0.0,
1971,NHL,TOR,MTL,1,4,1.0,
1993,NHL,NYI,DET,1,1,0.0,
1972,WHA,NEW,PHB,4,4,0.0,
2000,NHL,PIT,BOS,0,3,1.0,0
2009,NHL,NYR,STL,0,2,,0
2009,NHL,MTL,VAN,1,1,,0
2003,NHL,PIT,NJD,1,4,0.0,1
1956,NHL,DET,MTL,4,6,4.0,
1990,NHL,PIT,MNS,2,1,0.0,
2000,NHL,WAS,CBS,0,1,0.0,0
2003,NHL,CAL,NYR,1,0,0.0,0
1929,NHL,PIP,MTM,0,4,0.0,
1977,NHL,STL,MTL,0,4,0.0,
1970,NHL,BOS,NYR,2,2,2.0,
2008,NHL,MIN,FLO,1,0,,0
1981,NHL,PHI,CAL,3,0,0.0,
1930,NHL,BOS,MTM,3,1,0.0,
1987,NHL,DET,LAK,2,1,0.0,
2007,NHL,CAL,LAK,3,1,,0
1992,NHL,STL,WAS,0,2,0.0,
1977,NHL,LAK,PHI,0,3,1.0,
1989,NHL,BOS,DET,3,0,0.0,
2011,NHL,TOR,BOS,0,6,,0
1982,NHL,BOS,PIT,2,1,0.0,
2003,NHL,DAL,COL,1,3,0.0,0
2001,NHL,WAS,STL,0,2,0.0,0
1978,NHL,PIT,WAS,4,3,1.0,
1976,NHL,BOS,ATF,2,2,0.0,
1922,PCHA,SEA,REG,0,2,0.0,
2000,NHL,NYR,TOR,1,3,0.0,0
1947,NHL,DET,NYR,5,4,3.0,
2008,NHL,LAK,COL,1,2,,1
2003,NHL,FLO,BUF,1,2,1.0,0
1925,NHL,MTM,PIP,3,3,0.0,
1975,NHL,NYI,KCS,2,0,3.0,
2008,NHL,DET,NAS,2,3,,1
1989,NHL,LAK,TOR,1,2,0.0,
2000,NHL,CBS,PHO,2,1,1.0,0
1914,NHA,MOC,QU1,1,3,0.0,
1983,NHL,NYI,EDM,3,0,0.0,
1998,NHL,STL,ANA,2,1,1.0,
1998,NHL,DET,COL,2,2,0.0,
2002,NHL,PHI,FLO,2,1,1.0,0
1935,NHL,MTM,CHI,3,2,1.0,
2011,NHL,NJD,CBS,1,0,,0
2003,NHL,CBS,BUF,0,1,0.0,0
1996,NHL,BUF,OTT,4,2,0.0,
1974,NHL,ATF,KCS,4,0,1.0,
1988,NHL,PHI,HAR,1,1,1.0,
2001,NHL,CHI,FLO,2,0,0.0,0
2000,NHL,FLO,DET,0,1,1.0,0
1971,NHL,CLF,NYR,1,4,1.0,
2009,NHL,BOS,ATL,4,0,,0
1950,NHL,CHI,MTL,4,8,2.0,
2002,NHL,BUF,MTL,4,1,0.0,0
2005,NHL,NYR,MTL,1,2,,1
1995,NHL,PHI,TBL,2,1,2.0,
1993,NHL,NYR,MTL,1,2,1.0,
2000,NHL,NJD,ANA,2,0,0.0,0
2002,NHL,NAS,DAL,3,1,0.0,0
