playerid,award,year,lgid,note,pos
hatchde01,Second Team All-Star,2002,NHL,,D
messima01,Conn Smythe,1983,NHL,,
mullejo01,Plus-Minus,1988,NHL,,
gretzwa01,First Team All-Star,1980,NHL,,C
johnsch01,Second Team All-Star,1930,NHL,,D
verstkr01,All-Rookie,2008,NHL,,F
esposph01,Pearson,1972,NHL,,
yzermst01,All-Rookie,1983,NHL,,C
brimsfr01,Calder,1938,NHL,,
dunhami01,Jennings,1996,NHL,shared,
iginlja01,First Team All-Star,2007,NHL,,RW
cookbi01,First Team All-Star,1931,NHL,,RW
brodema01,Second Team All-Star,1997,NHL,,G
chelich01,First Team All-Star,1994,NHL,,D
bourqra01,Second Team All-Star,1985,NHL,,D
malonry01,All-Rookie,2003,NHL,,F
howego01,Art Ross,1962,NHL,,
herrode01,Jennings,1981,NHL,shared,
bergepa01,Plus-Minus,2011,NHL,,
lemiema01,Art Ross,1988,NHL,,
hullde01,Second Team All-Star,1972,NHL,,LW
drillgo01,Second Team All-Star,1941,NHL,,RW
toddke01,All-Rookie,1991,NHL,,C
jagrja01,Art Ross,1994,NHL,,
breweca01,Second Team All-Star,1961,NHL,,D
malkiev01,All-Rookie,2006,NHL,,F
hullbr01,First Team All-Star,1989,NHL,,RW
howego01,Hart,1951,NHL,,
gorinbu01,Lady Byng,1977,NHL,,
coffepa01,Norris,1985,NHL,,
neelyca01,Second Team All-Star,1987,NHL,,RW
brimsfr01,Second Team All-Star,1939,NHL,,G
fedorse01,Selke,1993,NHL,,
datsypa01,Plus-Minus,2007,NHL,,
plantja01,Second Team All-Star,1970,NHL,,G
salmibo01,Second Team All-Star,1974,NHL,,D
keonda01,Deneau,1977,WHA,Most Gentlemanly,
vernomi01,Second Team All-Star,1988,NHL,,G
barrato01,Vezina,1983,NHL,,
granato01,Masterton,1996,NHL,,
hextaro01,All-Rookie,1986,NHL,,G
datsypa01,Lady Byng,2005,NHL,,
gueribi01,Second Team All-Star,2001,NHL,,RW
esposph01,Hart,1973,NHL,,
durnabi01,Vezina,1948,NHL,,
bertuto01,First Team All-Star,2002,NHL,,RW
ovechal01,Pearson,2008,NHL,,
nasluma02,First Team All-Star,2002,NHL,,LW
cookbi01,Art Ross,1932,NHL,,
roachjo01,First Team All-Star,1932,NHL,,G
meszaan01,All-Rookie,2005,NHL,,D
belivje01,First Team All-Star,1958,NHL,,C
visnolu01,All-Rookie,2000,NHL,,D
richama01,Hart,1946,NHL,,
selante01,First Team All-Star,1992,NHL,,RW
savarse01,Conn Smythe,1968,NHL,,
toneljo01,Second Team All-Star,1984,NHL,,LW
cowlebi01,First Team All-Star,1943,NHL,,C
tkachke01,Second Team All-Star,1994,NHL,,LW
ratelje01,Lady Byng,1971,NHL,,
