playerid,year,ppa,sha
bassebo01,1988,,1
ferrara01,1990,5,
nichobe01,1989,37,1
mcintjo01,1990,,2
grahadi01,1987,7,1
lawlepa01,1987,3,
broteaa01,1989,3,
pavesji01,1987,1,
bennibr01,1989,5,
franclo01,1990,1,1
courtru01,1988,2,
quinnda01,1989,15,1
picarro02,1989,1,1
ruotsre01,1989,9,
hunteda01,1987,1,4
ramagro01,1987,19,2
fentopa01,1990,2,
malondo01,1988,2,
mcdonhu01,1989,1,
zezelpe01,1990,5,1
ysebapa01,1990,4,1
carpebo01,1988,4,
kurveto01,1990,15,
goulemi01,1989,15,1
adamsgr01,1988,1,
erickbr01,1987,6,
laughcr01,1987,3,
momesse01,1990,1,
mckegto01,1990,7,
courtge01,1987,7,
dineego01,1988,2,
quinnda01,1990,18,
brookbo01,1989,1,2
hardyma01,1987,10,1
archida01,1989,4,
libaig01,1988,6,
huberwi01,1987,14,
paslagr01,1990,3,1
bodgedo01,1988,25,1
skrikpe01,1990,5,
hrdinji01,1990,4,
johanca01,1988,7,
ruffli01,1988,1,
wilsoca01,1988,19,
brownro01,1990,10,
maclebr01,1988,8,
larsore01,1988,14,
pederba01,1989,7,1
wellsja01,1989,3,2
macivno01,1988,19,
lemiejo01,1989,1,1
iafraal01,1990,11,1
proppbr01,1989,9,
loisecl01,1990,1,1
ledyagr01,1987,5,
samueul01,1990,,2
broteaa01,1990,1,
frycemi01,1988,3,
carsoji01,1989,5,
adamsgr01,1989,1,
playfla01,1988,,1
cullejo01,1990,29,
hardyma01,1988,5,
klimape01,1989,11,
bradlbr01,1990,10,
linseke01,1989,8,
chrisda01,1989,7,
