year,hofid,name,category
1987,laperja01h,Jacques Laperriere,Player
2008,larioig01h,Igor Larionov,Player
1966,reardke01h,Ken Reardon,Player
2008,scapira01h,Ray Scapinello,Referee/Linesman
1961,waghofr01h,Fred Waghorne,Builder
1986,savarse01h,Serge Savard,Player
1973,smithto01h,Tommy Smith,Player
1962,smithal03h,Alf Smith,Player
1962,walshma01h,Marty Walsh,Player
1985,olmstbe01h,Bert Olmstead,Player
1975,armstge01h,George Armstrong,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1996,arboual01h,Al Arbour,Builder
1984,milfoja01h,Jake Milford,Builder
1961,lesuepe01h,Percy LeSueur,Player
2007,messima01h,Mark Messier,Player
1996,bauerbo01h,Bobby Bauer,Player
1958,duttore01h,Red Dutton,Player
1980,butteja01h,Jack Butterfield,Builder
2009,hullbr01h,Brett Hull,Player
1981,ashlejo01h,John Ashley,Referee/Linesman
1958,raymodo01h,Donat Raymond,Builder
1991,potvide01h,Denis Potvin,Player
1962,stanlba01h,Barney Stanley,Player
1981,bucykjo01h,John Bucyk,Player
1961,loicqpa01h,Paul Loicq,Builder
1982,gilbero01h,Rod Gilbert,Player
1958,dudlege01h,George Dudley,Builder
1994,conacli01h,Lionel Conacher,Player
2001,kurrija01h,Jari Kurri,Player
1962,gilmobi01h,Billy Gilmour,Player
1959,thompti01h,Tiny Thompson,Player
2004,bourqra01h,Raymond Bourque,Player
1985,cheevge01h,Gerry Cheevers,Player
1966,blaketo01h,Toe Blake,Player
1947,nelsofr01h,Francis Nelson,Builder
1947,taylocy01h,Cyclone Taylor,Player
1981,mahovfr01h,Frank Mahovlich,Player
1985,ratelje01h,Jean Ratelle,Player
2010,ciccadi01h,Dino Ciccarelli,Player
1995,torrebi01h,Bill Torrey,Builder
1991,smithcl01h,Clint Smith,Player
1950,drinkgr01h,Graham Drinkwater,Player
1971,jacksbu01h,Busher Jackson,Player
1992,dumarwo01h,Woody Dumart,Player
1978,plantja01h,Jacques Plante,Player
1980,worslgu01h,Gump Worsley,Player
1984,lemaija01h,Jacques Lemaire,Player
1982,ullmano01h,Norm Ullman,Player
1969,leadeal01h,Al Leader,Builder
1992,mathefr01h,Frank Mathers,Builder
2006,hotchha01h,Harley Hotchkiss,Builder
1980,lumleha01h,Harry Lumley,Player
1976,gibsoja02h,Jack Gibson,Builder
1966,brimsfr01h,Frank Brimsek,Player
1952,cookbi01h,Bill Cook,Player
2006,brookhe01h,Herb Brooks,Builder
1975,baileac01h,Ace Bailey,Player
2004,murphla01h,Larry Murphy,Player
1984,parenbe01h,Bernie Parent,Player
1963,dandule01h,Leo Dandurand,Builder
1960,kilpajo01h,John Kilpatrick,Builder
1958,smythco01h,Conn Smythe,Builder
2000,savarde01h,Denis Savard,Player
1988,esposto01h,Tony Esposito,Player
1964,stewaja01h,Jack Stewart,Player
1969,abelsi01h,Sid Abel,Player
1997,trottbr01h,Bryan Trottier,Player
1966,bentlma01h,Max Bentley,Player
1945,pulfoha01h,Harvey Pulford,Player
1990,flamafe01h,Fern Flaman,Player
2007,francro01h,Ron Francis,Player
1962,schrisw01h,Sweeney Schriner,Player
1947,caldefr01h,Frank Calder,Builder
1974,mooredi01h,Dickie Moore,Player
1990,perregi01h,Gilbert Perreault,Player
1961,schmimi01h,Milt Schmidt,Player
1985,mariujo01h,John Mariucci,Builder
1983,mikitst01h,Stan Mikita,Player
2001,gartnmi01h,Mike Gartner,Player
1950,triheha01h,Harry Trihey,Player
1945,stuarho01h,Hod Stuart,Player
1987,giacoed01h,Ed Giacomin,Player
1980,patrily01h,Lynn Patrick,Player
1960,bouchge01h,Georges Boucher,Player
