year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1998,NHL,COL,19,11,8,0,56,54,309,0,14,96,3,19,106,2
1924,WCHL,SAS,2,0,1,1,4,6,,,,,,,,
2007,NHL,MTL,12,5,7,0,33,35,133,2,8,55,2,7,44,1
1974,WHA,CLC,5,1,4,0,14,24,,,,,,,,
2005,NHL,CAR,25,16,9,0,73,60,319,8,31,129,2,20,137,2
1931,NHL,MTM,4,1,1,2,6,5,24,,,,,,,
2011,NHL,CHI,6,2,4,0,12,17,89,0,1,19,0,4,19,0
1989,NHL,STL,12,7,5,0,42,44,432,2,16,62,3,12,70,1
1983,NHL,BUF,3,0,3,0,5,13,75,0,0,16,2,2,10,0
1985,NHL,BOS,3,0,3,0,6,10,162,4,2,16,1,3,20,1
2001,NHL,MTL,12,6,6,0,32,39,172,2,9,48,2,11,48,0
1978,NHL,VAN,3,1,2,0,9,15,47,0,2,19,0,4,11,0
1976,NHL,PIT,3,1,2,0,10,13,60,2,3,10,0,4,10,0
1994,NHL,WAS,7,3,4,0,26,29,213,4,6,44,1,10,42,1
1971,NHL,CHI,8,4,4,0,23,25,129,,3,,2,4,,2
2010,NHL,NAS,12,6,6,0,33,34,121,0,7,48,2,12,40,2
2010,NHL,LAK,6,2,4,0,20,20,85,0,5,24,0,2,23,0
1986,NHL,NYR,6,2,4,0,13,22,172,0,4,35,2,3,32,0
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
1976,NHL,MTL,14,12,2,0,54,23,170,2,10,55,0,5,46,2
1993,NHL,MTL,7,3,4,0,20,22,106,0,6,28,1,7,31,0
1981,NHL,NYI,19,15,4,0,85,52,458,0,23,77,0,16,84,4
1956,NHL,MTL,10,8,2,0,37,18,122,,,,,,,
1985,NHL,WAS,9,5,4,0,36,24,209,0,9,40,1,7,36,2
1991,NHL,BOS,15,8,7,0,40,51,254,2,11,61,3,15,77,1
1978,WHA,CIN,3,1,2,0,10,10,,,,,,,,
1994,NHL,NYR,10,4,6,0,35,37,138,2,13,46,3,5,50,1
1920,PCHA,SEA,2,0,2,0,2,13,,,,,,,,
2003,NHL,TBL,23,16,7,0,60,43,387,4,21,100,3,11,76,2
1920,NHL,OTS,2,2,0,0,7,0,31,,,,,,,
1969,NHL,BOS,14,12,2,0,65,33,330,,14,,0,14,,5
2000,NHL,EDM,6,2,4,0,13,16,83,0,5,31,0,4,26,0
1972,WHA,PHB,4,0,4,0,6,19,,,4,25,1,4,17,0
1975,NHL,MTL,13,12,1,0,44,26,187,0,11,53,0,9,46,3
1985,NHL,MTL,20,15,5,0,56,41,689,6,17,93,3,10,82,4
1992,NHL,WIN,6,2,4,0,17,21,85,0,6,23,0,4,29,1
1985,NHL,CHI,3,0,3,0,9,18,87,0,3,16,0,5,15,0
1918,PCHA,VML,2,1,1,0,5,7,,,,,,,,
1937,NHL,CHI,10,7,3,0,26,21,66,,,,,,,
2000,NHL,NJD,25,15,10,0,69,52,334,2,16,101,2,17,104,3
1984,NHL,MNS,9,5,4,0,38,38,258,0,12,44,1,6,47,1
1942,NHL,DET,10,8,2,0,36,22,87,,,,,,,
2009,NHL,DET,12,5,7,0,43,33,178,4,12,57,1,12,64,0
1926,NHL,OTS,6,3,0,3,12,4,85,,,,,,,
1953,NHL,BOS,4,0,4,0,4,16,54,,,,,,,
1938,NHL,DET,6,3,3,0,16,15,51,,,,,,,
1992,NHL,STL,11,7,4,0,24,28,185,0,10,51,0,9,57,1
2006,NHL,ATL,4,0,4,0,6,17,115,2,1,17,0,5,24,0
2000,NHL,TOR,11,7,4,0,28,24,146,2,9,39,0,6,48,1
1954,NHL,TOR,4,0,4,0,6,14,60,,,,,,,
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
1920,NHL,TRS,2,0,2,0,0,7,24,,,,,,,
1994,NHL,CHI,16,9,7,0,45,39,203,0,9,68,1,11,75,1
1996,NHL,ANA,11,4,7,0,25,30,163,2,10,39,0,6,45,0
1998,NHL,EDM,4,0,4,0,7,11,85,0,2,17,0,2,22,0
1946,NHL,TOR,11,8,3,0,31,27,144,,,,,,,
1949,NHL,DET,14,8,6,0,32,28,148,,,,,,,
1924,NHL,MTL,2,2,0,0,5,2,17,,,,,,,
1996,NHL,PIT,5,1,4,0,13,20,68,0,4,23,2,4,29,2
2007,NHL,MIN,6,2,4,0,12,17,141,2,3,21,1,6,30,2
1968,NHL,OAK,7,3,4,0,25,23,99,,4,,0,4,,1
2001,NHL,TOR,20,10,10,0,44,49,389,4,13,90,0,20,99,0
1962,NHL,MTL,5,1,4,0,6,14,48,,,,,,,
2006,NHL,NJD,11,5,6,0,30,29,126,4,10,50,2,8,46,0
2001,NHL,LAK,7,3,4,0,13,16,72,2,1,17,0,2,26,0
1974,NHL,VAN,5,1,4,0,9,20,77,2,2,18,0,3,20,0
1964,NHL,TOR,6,2,4,0,14,17,136,,,,,,,
1988,NHL,PHI,19,10,9,0,64,60,612,2,20,96,,26,119,8
1975,NHL,PHI,16,8,8,0,61,49,444,4,13,56,2,20,86,1
1944,NHL,DET,14,7,7,0,31,31,40,,,,,,,
2006,NHL,OTT,20,13,7,0,59,47,246,6,18,95,0,12,99,3
1969,NHL,OAK,4,0,4,0,6,13,50,,4,,0,2,,1
1934,NHL,TOR,7,3,4,0,11,12,61,,,,,,,
1975,NHL,LAK,9,5,4,0,17,27,151,2,5,41,2,11,43,0
1997,NHL,NJD,6,2,4,0,12,13,92,0,3,23,0,4,25,2
1989,NHL,CHI,20,10,10,0,69,65,532,6,18,109,1,22,109,5
1993,NHL,NJD,20,11,9,0,52,49,421,4,14,81,1,11,85,1
1974,NHL,BUF,17,10,7,0,53,58,276,6,13,75,1,15,72,2
1950,NHL,TOR,11,8,2,1,30,15,145,,,,,,,
1987,NHL,DET,16,9,7,0,69,57,550,0,21,80,,20,104,3
1974,WHA,HOU,13,12,1,0,61,26,,,,,,,,
1932,NHL,MTL,2,0,1,1,5,8,16,,,,,,,
1958,NHL,MTL,11,8,3,0,39,28,133,,,,,,,
1999,NHL,STL,7,3,4,0,22,20,114,0,8,39,1,6,35,0
1977,NHL,ATF,2,0,2,0,5,8,24,0,0,4,1,3,6,0
1933,NHL,CHI,8,6,1,1,19,12,51,,,,,,,
2009,NHL,BOS,13,7,6,0,36,37,175,4,11,45,0,5,50,0
1994,NHL,VAN,11,4,7,0,33,38,272,6,12,57,1,8,66,7
1921,WCHL,EDE,2,0,1,1,2,3,,,,,,,,
1978,WHA,QUN,4,0,4,0,12,30,,,,,,,,
1928,NHL,TOR,4,2,2,0,8,5,42,,,,,,,
1959,NHL,TOR,10,4,6,0,25,31,104,,,,,,,
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1988,NHL,STL,10,5,5,0,35,34,216,6,8,56,,6,38,1
1995,NHL,CHI,10,6,4,0,30,28,180,2,7,46,0,5,53,0
1975,WHA,IND,7,3,4,0,15,18,,,,,,,,
1973,NHL,MTL,6,2,4,0,17,21,91,,2,,0,3,,0
1967,NHL,MTL,13,12,1,0,48,25,150,,10,,2,6,,3
1972,NHL,BOS,5,1,4,0,11,22,66,,1,,0,4,,1
2003,NHL,CAL,26,15,11,0,60,53,444,0,15,108,0,21,121,3
1960,NHL,CHI,12,8,4,0,35,27,162,,,,,,,
1933,NHL,TOR,5,2,3,0,12,11,67,,,,,,,
1928,NHL,MTL,3,0,3,0,2,5,48,,,,,,,
2009,NHL,PHO,7,3,4,0,18,26,81,0,6,33,0,8,34,1
1969,NHL,CHI,8,4,4,0,26,28,87,,8,,2,8,,0
