id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
53,1967,0,0,0,INA,Джим,Уокер,,walkeji01,Провиденс,ABA
128,1967,0,0,0,PTP,Стив,Сулливан,,,Джорджтаун,ABA
224,1968,0,0,0,LAS,Кэри,Смит,,,Калифорнийский штат - Лос-Анджелес,ABA
692,1971,0,0,0,MMP,Амос,Томас,,,Юго-запад Оклахомы,ABA
698,1971,0,0,0,MMP,Джим,Грегori,,,Восточная Каролина,ABA
780,1972,0,0,0,CAR,Стив,Превис,,previst01,Северная Каролина,ABA
1030,1973,1,0,0,SAA,Майк,Дантони,,dantomi01,Маршалл,ABA
1041,1973,1,0,0,UTS,Деннис,Джонсон,,,Феррис-штат,ABA
1075,1973,2,0,0,SDA,Майк,Контрас,,,Аризонский штат,ABA
1123,1973,5,0,0,SAA,Лука,Белый,,wittelu01,Огайо Стейт,ABA
1134,1973,6,0,0,KEN,Жери,Кларк,,,Скайт-Вэлли JC (Вашингтон),ABA
1256,1974,3,0,0,DNA,Дон,Адамс,,,Детройт,ABA
1264,1974,3,0,0,NYA,Жери,Слоан,,sloanje01,Чикаго,ABA
1389,1975,3,0,0,KEN,Эрик,Фернстен,,fernser01,Сан-Франциско,ABA
1427,1975,7,0,0,KEN,Рэнди,Мэйстер,,,Пенсильванский университет,ABA
1466,1947,0,0,0,CHS,Ральф,Бишоп,,,Вашингтон,NBA
1535,1948,0,0,0,BLB,Дэн,Краус,,krausda01,Джорджтаун,NBA
1548,1948,0,0,0,BOS,Рэй,Ведде,,,Іова Стейт,NBA
1672,1949,0,0,0,STB,Джо,Крандалл,,,Орегонский государственный университет,NBA
1838,1951,1,4,4,FTW,Зек,Синикола,,sinicze01,Ниагара,NBA
2075,1953,0,0,0,MNL,Чак,Уолф,,,Северная Дакота,NBA
2286,1955,1,3,3,BOS,Джим,Лошкутофф,,loscuji01,Орегон,NBA
2357,1956,0,0,0,MNL,Джим,Весна,,,Густав Адольф,NBA
2579,1958,8,4,59,NYK,Милт,Кейн,,,Юта,NBA
2591,1958,10,3,71,DET,Пэт,Гаудин,,,Луизаиана,NBA
2690,1959,13,1,81,MNL,Двейн,Смит,,,Густав Адольф,NBA
2748,1960,8,1,56,CIN,Сам,Стиф,,stithsa01,Сен-Бонифейс,NBA
2791,1960,20,1,99,CIN,Тони,Уилкокс,,,Виттенберг,NBA
2819,1961,3,4,27,LAL,Франк,Бургесс,,,Гонзага,NBA
2838,1961,5,5,46,SYR,Дон,Якобсон,,,Южная Дакота,NBA
2893,1961,12,3,101,STL,Джекки,Крэффорд,,,Столетний,NBA
