playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
danieme01,Мел,Мелвин,Joe,Дэниелс,,,,Мел,С,0.0,0.0,81.0,220,Новая Мексика,Бёрлингтон ЖК,1944-07-20,Детройт,МИ,США,Першинг,Детройт,МИ,США,0000-00-00,Б
monroea01,Граф,Вернон,Earl,Монро,,,,"Уильям Фолкнер, «Бриллиантовая рука», «Роза для Эрика»",Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,75.0,185,Уинстон-Сэммит Стейт,,1944-11-21,Филадельфия,ПА,США,Джон Бартрам,Филадельфия,ПА,США,0000-00-00,Б
millsch01,Крис,Кристофер,Lemonte,Миллс,,,,Крис,F,0.0,0.0,78.0,215,Аризона,Кентукки,1970-01-25,Лос-Анджелес,Калифорния,США,Фэрфакс,Лос-Анджелес,Калифорния,США,0000-00-00,Б
ratlith01,Тео,Теофал,Curtis,Ратлифф,,,,Тео,Ф-Ц,0.0,0.0,82.0,225,Вайоминг,,1973-04-17,Демополис,АЛ,США,Демополис,Демополис,АЛ,США,0000-00-00,Б
debnaru01,,Рудольф,,Дебнар,,,,Руди,Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,71.0,160,Дюпон,,1916-05-09,Шарлеруа,ПА,США,,,,,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
robinch01,Крис,Кристофер,Sean,Робинсон,,,,Крис,Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,77.0,200,Западная Кентукки,,1974-04-02,Колумбус,ГА,США,Юго-Запад,Макон,ГА,США,0000-00-00,Б
risenar01,Арни,Арнольд,D.,Восставший,,,,"Арни, Стилты",С-Ф,0.0,0.0,81.0,200,Огайо Стейт,Восточная Кентукки,1924-10-09,Уильямстк,КЭ,США,Уильямстк,Уильямстк,КЭ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
liebesa01,,Сам,,Льюис-Мэри,,,,,С,0.0,0.0,80.0,0,Лоуренс Тек,,0000-00-00,,,,,,,,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
kleindi01,,Дик,Oland,Клайн,,,,,С-Ф,0.0,0.0,75.0,215,Северо-Западный,,1920-09-16,Форт-Мадисон,Я,США,,,,,2000-10-10,Добро пожаловать! Как я могу вам помочь сегодня?
russefr01,Франк,Франк,,Расселл,,,,,Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,75.0,180,Детройт,Оукленд СИ,1949-04-17,,,,Центральный,Понтий,МИ,США,0000-00-00,Б
hendecu01,,Курт,,Хендерсон,,,,,Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,68.0,150,Южный Иллинойс,,0000-00-00,,,,,,,,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
burroju01,Джуниор,Томас,Harold,Бру,,,,Джуниор,F,0.0,0.0,80.0,242,Вирджиния,,1973-01-18,Шарлотта,Н/Д,США,Западный Шарлотт / Академия Оук-Хилл,Шарлотта / Моуθ-オブ-Вилсон,НЕТ ТЕКСТА ДЛЯ ТРАН SLЯЗИ,США,0000-00-00,Б
morrijo01,Джон,Джон,Russell,Моррисон,,,,,Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,74.0,190,Каньезий,,1945-05-02,Россел-Парк,НЕ,США,Школа Сетон Холл Прип,Западный Оранг,НЕ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
morelja01,Джекки,Джек,Wade,Мореланд,,,,Джекки,Ф-Г,0.0,0.0,79.0,215,Луизианский технологический университет,Северная Каролина,1938-03-11,Миндэн,Лос-Анджелес,США,Харрис/Минден,Харрис/Минден,Лос-Анджелес,США,1971-12-19,Добро пожаловать! Как я могу вам помочь сегодня?
gregocl01,Клод,Клод,Andre,Грегori,,,,,F,0.0,0.0,80.0,205,Висконсин,,1958-12-26,Вашингтон,ДК,США,Кулидж,Вашингтон,ДК,США,0000-00-00,Б
critcru01,Росс,Расселл,Dean,Критчфилд,,,,"Рустый, Рус",Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,70.0,150,Калифорния,,1946-06-27,Салинасы,Калифорния,США,Салинасы,Салинасы,Калифорния,США,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
macklru01,Руди,Дюран,,Маклин,,,,Руди,Ф-Г,0.0,0.0,79.0,205,Луизиана,,1958-02-19,Луизвилл,КЭ,США,Шауни,Луизвилл,КЭ,США,0000-00-00,Б
stoudam01,Амаре,Амаре,Carsares,Студемир,,,,АКА Амаре Стадемир,Ф-Ц,0.0,0.0,82.0,245,"Извините, я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",,1982-11-16,Озеро Вэлз,ФЛ,США,Кампер-Крик,Орландо,ФЛ,США,0000-00-00,Б
drollra01,Ральф,Ральф,Kim,Дролингер,,,,,С,0.0,0.0,86.0,250,УКЛА,,1954-04-20,Ла-Меса,Калифорния,США,Гроссмонт,Ла-Меса,Калифорния,США,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
wilkeja02,Джеймс,Джеймс,Robert,Уилкес,,,,,F,0.0,0.0,79.0,195,УКЛА,,1958-03-12,Нэшвилл,ТН,США,Дорси,Лос-Анджелес,Калифорния,США,0000-00-00,Б
ingeral01,,Альберт,R.,Ингерманн,,,,"Альби, Альб",Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,69.0,160,Храм,,1925-12-04,Филадельфия,ПА,США,Центральный,Филадельфия,ПА,США,2010-04-05,Добро пожаловать! Как я могу вам помочь сегодня?
pruitga01,Габе,Габриэль,Michael,Пруитт,,,,Габе,Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,76.0,170,Университет Южной Калифорнии,,1986-04-19,Лос-Анджелес,Калифорния,США,Вестчестер,Лос-Анджелес,Калифорния,США,0000-00-00,Б
smithis01,Исаак,Исаак,Larry,Смит,,,,Иш,Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,72.0,175,Уэйк-Форест,,1988-07-05,Шарлотта,Н/Д,США,Центральный Кабаррус,Корд,Н/Д,США,0000-00-00,Б
wintevo01,Голос,Голос,Lee,Зимы,,,,,F,0.0,0.0,80.0,200,Брадли,,1962-10-12,Чикаго,ЕЛ,США,Парк Гейдж,Чикаго,ЕЛ,США,0000-00-00,Б
laneje01,Иеремия,Иеремия,,Лан,,,,,F,0.0,0.0,78.0,230,Питтсбург,,1966-12-04,Акрон,О,США,Святой Винсент-Святой Мариа,Акрон,О,США,0000-00-00,Б
maxeyma01,Марлон,Марлон,Lee,Макси,,,,,F,0.0,0.0,80.0,250,УТЕП,Миннесота,1969-02-19,Чикаго,ЕЛ,США,Перси Л. Джюлиан,Чикаго,ЕЛ,США,0000-00-00,Б
warriha01,Хаким,Хаким,Hanif,Варрик,,,,,F,0.0,0.0,81.0,219,Сиракузы,,1982-07-08,Филадельфия,ПА,США,Друзья-централизм,Винневуд,ПА,США,0000-00-00,Б
corchch01,Крис,Кристофер,,Корчиани,,,,"Крис, Огонь",Добро пожаловать в ресторан «Грейт Фуд». Наслаждайтесь вашим столиком и вкусной едой!,0.0,0.0,71.0,185,Северная Каролина,,1968-03-28,Корал Гэйблс,ФЛ,США,Хиалех Майами Лейкс,Хиаля,ФЛ,США,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
hugheri01,Рик,Рик,,Хьюзес,,,,,F,0.0,0.0,81.0,235,Томас Море,,1973-08-22,Цинциннати,О,США,Волнистые холмы,Цинциннати,О,США,0000-00-00,Б
lochmbo01,Боб,Роберт,L.,Лохмуеллер,,,,Боб,F,0.0,0.0,77.0,185,Луизвилл,,1927-06-05,,,,Эльберфельд,Эльберфельд,В,США,0000-00-00,Добро пожаловать! Как я могу вам помочь сегодня?
