playerid,last_name,first_name,season_id,conference,league_id,games_played,minutes,points,o_rebounds,d_rebounds,rebounds,assists,steals,blocks,turnovers,personal_fouls,fg_attempted,fg_made,ft_attempted,ft_made,three_attempted,three_made
birdsot01,Птичий песня,Отис,1979,Запад,NBA,1,14,2.0,,,0.0,0.0,,,,,2.0,1.0,0.0,0.0,,
chapple01,Чаппелл,Лён,1963,Восток,NBA,1,12,4.0,,,1.0,2.0,,,,,5.0,1.0,2.0,2.0,,
arizipa01,Аризин,Павел,1954,Восток,NBA,1,23,9.0,,,2.0,2.0,,,,,9.0,4.0,2.0,1.0,,
kempsh01,Кемп,Шон,1997,Восток,NBA,1,25,12.0,2.0,9.0,11.0,2.0,4.0,0.0,4.0,2.0,10.0,5.0,2.0,2.0,1.0,0.0
bakervi01,Пекар,Вин,1997,Запад,NBA,1,21,8.0,6.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,12.0,3.0,2.0,2.0,0.0,0.0
vaughch01,Ваугн,Чико,1967,Восток,ABA,1,4,6.0,0.0,0.0,0.0,0.0,,,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
johnsde01,Джонсон,Деннис,1978,Запад,NBA,1,27,12.0,,,1.0,3.0,,,,,7.0,5.0,2.0,2.0,,
gueriri01,Гэрен,Ричи,1961,Восток,NBA,1,27,23.0,,,3.0,1.0,,,,,17.0,10.0,6.0,3.0,,
cousybo01,Кусый,Боб,1952,Восток,NBA,1,36,15.0,,,5.0,3.0,,,,,11.0,4.0,7.0,7.0,,
warlebe01,Варлей,Бен,1967,Запад,ABA,1,17,8.0,0.0,1.0,1.0,3.0,,,2.0,2.0,7.0,2.0,4.0,4.0,3.0,0.0
wilkido01,Уилкинс,Доминик,1989,Восток,NBA,1,16,13.0,,,0.0,4.0,,,,,10.0,5.0,2.0,2.0,,
brandel01,Бренд,Элтон,2001,Запад,NBA,1,19,6.0,5.0,5.0,10.0,1.0,0.0,1.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0
richmmi01,Ричмонд,Митч,1996,Запад,NBA,1,22,9.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,4.0,3.0
vanlino01,Ван Лиер,Норма,1976,Запад,NBA,1,14,2.0,,,1.0,1.0,,,,,3.0,1.0,0.0,0.0,,
isselda01,Иссель,Дэн,1970,Восток,ABA,1,34,21.0,6.0,5.0,11.0,0.0,,,5.0,2.0,15.0,8.0,8.0,5.0,0.0,0.0
johnsde01,Джонсон,Деннис,1984,Восток,NBA,1,12,8.0,,,6.0,3.0,,,,,7.0,3.0,2.0,2.0,,
smithst01,Смит,Стив,1997,Восток,NBA,1,16,14.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,5.0,2.0
pippesc01,Пиппен,Скоти,1993,Восток,NBA,1,31,29.0,,,11.0,2.0,,,,,15.0,9.0,10.0,6.0,,
bingda01,Бинг,Дэв,1972,Запад,NBA,1,19,2.0,,,3.0,0.0,,,,,4.0,0.0,2.0,2.0,,
ervinju01,Эрвинг,Юлий,1973,Восток,ABA,1,27,14.0,5.0,6.0,11.0,8.0,0.0,3.0,4.0,1.0,15.0,6.0,2.0,2.0,0.0,0.0
davisda01,Дэвис,Дейл,1999,Восток,NBA,1,14,4.0,3.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
mixst01,Микс,Стив,1974,Восток,NBA,1,11,4.0,,,2.0,0.0,,,,,5.0,2.0,0.0,0.0,,
houstal01,Хьюстон,Аллан,1999,Восток,NBA,1,18,11.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,10.0,3.0,4.0,4.0,3.0,1.0
pippesc01,Пиппен,Скоти,1994,Восток,NBA,1,30,12.0,,,7.0,3.0,,,,,15.0,5.0,0.0,0.0,,
duncati01,Дункан,Тим,2005,Запад,NBA,1,21,15.0,6.0,4.0,10.0,1.0,1.0,1.0,5.0,2.0,7.0,6.0,3.0,3.0,0.0,0.0
roundda01,Рундфелд,Дэн,1980,Восток,NBA,1,99,,,,,,,,,,,,,,,
thurmna01,Тёрмонд,Нейт,1969,Запад,NBA,1,99,,,,,,,,,,,,,,,
ervinju01,Эрвинг,Юлий,1979,Восток,NBA,1,20,11.0,,,5.0,2.0,,,,,12.0,4.0,4.0,3.0,,
moncrsi01,Монкриф,Сидней,1985,Восток,NBA,1,26,16.0,,,3.0,1.0,,,,,11.0,4.0,7.0,7.0,,
stokema01,Стокес,Морис,1956,Запад,NBA,1,31,19.0,,,12.0,7.0,,,,,19.0,8.0,3.0,3.0,,
phillan01,Филипп,Энди,1952,Запад,NBA,1,36,9.0,,,6.0,8.0,,,,,9.0,4.0,1.0,1.0,,
mcadobo01,Макаддо,Боб,1977,Восток,NBA,1,20,14.0,,,4.0,0.0,,,,,14.0,7.0,0.0,0.0,,
ricegl01,Рис,Гленн,1997,Восток,NBA,1,16,16.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,6.0,0.0,0.0,6.0,4.0
rochare01,Роха,красный,1950,Восток,NBA,1,0,8.0,,,2.0,3.0,,,,,10.0,2.0,4.0,4.0,,
combsgl01,Чеба,Гленн,1970,Запад,ABA,1,17,2.0,0.0,1.0,1.0,2.0,,,0.0,2.0,7.0,1.0,2.0,0.0,2.0,0.0
maravpe01,Марович,Пэт,1972,Восток,NBA,1,22,8.0,,,3.0,5.0,,,,,8.0,4.0,0.0,0.0,,
costela01,Костелло,Лэрри,1961,Восток,NBA,1,99,,,,,,,,,,,,,,,
billuch01,Биллупс,Чэнси,2006,Восток,NBA,1,16,8.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,3.0,0.0
golato01,Гола,Том,1960,Восток,NBA,1,25,14.0,,,5.0,3.0,,,,,13.0,6.0,4.0,2.0,,
paytoga01,Пейтон,Гэри,2002,Запад,NBA,1,15,8.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,6.0,4.0,0.0,0.0,1.0,0.0
georgja01,Джордж,Джек,1955,Восток,NBA,1,21,6.0,,,3.0,2.0,,,,,7.0,2.0,2.0,2.0,,
garmadi01,Гармакер,Дик,1956,Запад,NBA,1,18,10.0,,,7.0,1.0,,,,,10.0,5.0,0.0,0.0,,
jonesed01,Джонс,Эдди,1999,Восток,NBA,1,21,10.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,7.0,4.0,0.0,0.0,3.0,2.0
