river,country,province
Уэлль,ЗРЕ,Верхний Заир
Энны,А,Нижняя Австрия
Альлегени,США,Пенсильвания
Чатанга,Р,Красноярский край
Виктория Нил,ВЭА,Уганда
Река Юкон,КДН,Яконский край
Инн,Ч,ГР
Мας,Ф,Шампань-Арденн
Дрин,АЛ,Албания
Линейка,Д,Нижняя Саксония
Колумбийская река,КДН,Британская Колумбия
Ривьер-Ришелье,КДН,Квебек
Оунасйоки,SF,Лаппиа
Тичино,Ч,Ти
Белый Нил,SUД,Аали и Нил
Рио Сан-Франциско,Бр,Минас-Жерайс
Аму́р,Р,Чити́нская о́бласть
Шатт-эль-Араб,Ирак,Аль-Анбар
Гломма,Да.,Сёр Тронделаг
Остердалев,"Транслитерация: ""С""",Даларна
Замбеци,З,Луаула
Арно,я,Тоскана
Рио-Гранде,США,Кольорадо
Мюррей-Деринг,Австралия,Виктория
Санга,Аналитика причинно-следственных связей,Центральная Африканская Республика
Тибер,я,Умбрия
Люва,ЗРЕ,Шаба/Катанга
Индус,ТЖ,Тибет
Бани,ЦИ,Кот-д’Ивуар
Пετрощора,Р,Республика Коми
Рио Сан-Хуан,НЕТ,Никарагуа
Ваг,СК,Словакия
Марн,Ф,Шампань-Арденн
Чёрный Дрин,МК,Македония
Поехали!,я,Пьемонт
Рейн,Ч,ГР
Сучона,Р,Вологодская область
Мур,А,Целль-ам-Зеэ
Изар,А,Тироль
Рио Лерма,Мексика,Наарит
Пру́т,"Извините, но я не понимаю ваш запрос. Можете ли вы пояснить, что именно вы хотите перевести?",Ивано-Франковск
Акагера,АВВ,Руанда
Далээлв,"Транслитерация: ""С""",Даларна
Рона,Ч,VS
Волга,Р,Тверская область
Нигер,РГ,Гвинея
Семлик,ЗРЕ,Киву
Детройтская река,КДН,Онтάριο
Убанги,ЗРЕ,Экватор
Фульда,Д,Гессен
Нил,SUД,ал-Хартум
Парагвай,Бр,Мату-Гросу
Нарин,КГЗ,Киргизия
Река Ниагара,США,Нью-Йорк
Март,CZ,Североморусский
Дунай,Д,Баден-Вюртемберг
Изер,Ф,Рона-Альпы
Иртыш,КАЗ,Шыгыс Казахстан
Кванго,английский,Маланже
Токантинс,Бр,Гоа
Рио Мадейра,Боль,Боливия
Кокемайенёки,SF,Турку-Порво
Бахр эль-Джабаль/Альберт-Нил,ВЭА,Уганда
Кюило,английский,Лунда-Суль
Шилка,Р,Чити́нская о́бласть
Лома́ми,ЗРЕ,Шаба/Катанга
Амазонка,ПЭ,Куско
Миссури,США,Монтана
Убанги,Аналитика причинно-следственных связей,Центральная Африканская Республика
Вера,Д,Тюрингия
Гвадияна,"Добро пожаловать в Cohere! Я — AI-ассистент Coral, и я здесь, чтобы помогать вам. Как я могу помочь сегодня?",Кастилья-ла-Манча
Основание,Д,Бавария
Ефрат,Транслитерация,Малатья
Тигр,Транслитерация,Диярбакир
Западная Двина,Р,Смоленская область
Лиммат,Ч,"Добро пожаловать в Cohere! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык."
Арканзас,США,Кольорадо
Аре,Ч,Да
Брахмапутра,ТЖ,Тибет
Ищим,КАЗ,Караганда
река Саскачеван,КДН,Альберта
Тоболь,Р,Оренбургская область
Нарв,Р,Псковская область
