country,name,percentage
Кайм,"Ok, я буду переводить только на испанский.",3.2
НАМ,Африкаанс,60.0
B,Нидерландский,56.0
РХ,"Извините, но я не понимаю ваш запрос. Пожалуйста, уточните, что именно вы хотите перевести?",10.0
КЛ,Тамил,18.0
Аз,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести.",3.0
SF,finnish,93.5
ПНГ,Translation:,1.0
ГВАМ,Филиппинские языки,22.2
TM,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести.",12.0
ГЭ,Азербайджанский,6.0
НМИС,Чаморро,22.4
SF,Шведский,6.3
КАЗ,Казак,40.0
НМИС,Translation:,10.8
Да,Арабский,100.0
Аз,Армя́нский,2.0
IР,Персидский,58.0
Аз,Азербайджанский,89.0
П,Португальский,100.0
ПК,Сираики,10.0
ГЭ,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести.",9.0
ПК,Пашту,8.0
Кадровое обеспечение,"Сербский, хорватский и bosanski",96.0
Сербия,Хунгарский,3.8
АМАСА,Тонгийский,2.4
ПК,Балучи,3.0
ФПОЛ,Полинезийский,31.4
БГ,Болгарски,100.0
ПК,Урду,8.0
Узбанский,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести.",14.2
СА,Арабский,100.0
Узбанский,Узбекский,74.3
ПЛ,Польша,100.0
НЛ,Нидерландский,100.0
МНГ,Халх Монгол,90.0
