name,country,population,area,capital,capprov
Цезарь,OK,699428,22905.0,Валледупар,Цезарь
ГР,Ч,185063,7105.0,Чур,ГР
Чад,Ч,6976845,,Нджамена,Чад
Новый Южный Уэльс,Австралия,6115100,801428.0,Сидней,Новый Южный Уэльс
Софала,МОЦ,1427500,68018.0,Бейра,Софала
Бакс Кискун,Х,540800,8363.0,Кечкемет,Бакс Кискун
Бленхав Гвент,Хорошо.,73300,109.0,Эбв-Вэллз,Бленхав Гвент
Да,Ч,941952,5960.0,Берне,Да
Мехединти,РО,329000,4900.0,Дробета-Турну-Серевин,Мехединти
Фукусима,Джо,2133592,13784.0,Фукусима,Фукусима
Джиззак,Узбанский,831000,20500.0,Джиззак,Джиззак
Мальдивы,В,270758,,Мале,Мальдивы
Ирландия,В реальной жизни,3566833,,Дублин,Ирландия
Буенос-Айрес,РА,12594974,307571.0,Ла-Плата,Буенос-Айрес
Хэньань,ТЖ,90270000,167000.0,Чэнду,Хэньань
Центральная Африканская Республика,Аналитика причинно-следственных связей,3274426,,Банги,Центральная Африканская Республика
Нара,Джо,1430862,3692.0,Нара,Нара
Северо-Запад,RSA,3043000,118710.0,Ммабато,Северо-Запад
Лeningрадская область,Р,1675900,85900.0,Санкт-Петербург,Санкт-Петербург
Кызылордa,КАЗ,606100,226000.0,Кызылордa,Кызылордa
Думфрис и Галлоуэй,Хорошо.,147800,6425.0,Думфрис,Думфрис и Галлоуэй
Хатлон,ТЕД,1113500,12600.0,Кургон-Теппа,Хатлон
Галати,РО,642000,4425.0,Галати,Галати
Сагаинг,МЯ,3862200,94625.0,Сагаинг,Сагаинг
Пиауи,Бр,2676098,252378.0,Терезина,Пиауи
Куэнтана-Роо,Мексика,703536,50350.0,Четумал,Куэнтана-Роо
Афьён,Транслитерация,739223,14230.0,Афьён,Афьён
Парана,Бр,8985981,199709.0,Куритаба,Парана
Морогого,Есть,1222700,70799.0,Морогого,Морогого
Радомское,ПЛ,755500,7294.0,Радом,Радомское
Укаяли,ПЭ,364596,102410.0,Пукалпа,Укаяли
Западная Вирджиния,США,1815787,62761.0,Чарльстон,Западная Вирджиния
Калужская область,Р,1097300,29900.0,Калуга,Калужская область
Куско,ПЭ,1107473,71891.0,Куско,Куско
Каринтия,А,559000,9533.0,Клагенфурт,Каринтия
Янтландия,"Транслитерация: ""С""",136009,49443.0,Остерсунд,Янтландия
Каталония,"Добро пожаловать в Cohere! Я — AI-ассистент Coral, и я здесь, чтобы помогать вам. Как я могу помочь сегодня?",6090107,32113.0,Барселона,Каталония
