name,country,province,population,longitude,latitude
Ан-Насирия,Ирак,Дхи Кар,265937.0,,
Малабо,Гв.,Экваториальная Гвинея,33000.0,9.0,4.0
Гварапуава,Бр,Парана,149158.0,,
Лусака,З,Лусака,982362.0,28.2,-15.3
Мадиун,Ри,Индонезия,170242.0,,
Сан-Николас-де-лос-Гарса,Мексика,Нуэво-Леон,436603.0,,
Кавасяки,Джо,Кануэ,1187000.0,,
Шкодер,АЛ,Албания,62000.0,19.2,42.2
Суйхуа,ТЖ,Хэйлунцзян,227881.0,,
Нижнекамск,Р,Республика Татарстан,210000.0,,
Гулистон,Узбанский,Сирдаре,,,
Никита,Джо,Никита,,,
Виктория де Дуранго,Мексика,Дуранго,348036.0,,
Дальше,Д,Бавария,107799.0,,
Санта-Роза,США,Калифорния,113261.0,-122.817,38.5167
Хезэ,ТЖ,Шаньдун,189293.0,,
Руда-Сланска,ПЛ,Катовицы,170000.0,,
Грозов-на-Ярцеве,ПЛ,Горзовское,123000.0,,
Милан,я,Ломбардия,1432184.0,9.28333,45.45
Лилль,Ф,Норд-Па-де-Кале,172142.0,3.3,50.37
Братск,Р,Иркутская область,257000.0,,
Ухань,ТЖ,Нэй-Монгол,264081.0,,
Арлингтон,США,Вирджиния,170897.0,,
Пуэрто-Айюде,В,Амазонка,,,
Джексон,США,Миссисипи,202062.0,-90.0833,32.3167
Тачна,ПЭ,Тачна,174336.0,,
Нйрегьхайма,Х,Шаболт Шатмар,115000.0,,
Кочи,Джо,Кочи,,,
Крикюкас,Бр,Сан-Паулу,159033.0,,
Ставангер,Да.,Рогаланд,95089.0,5.5,59.0
Дезфул,IР,Хузестан,181309.0,,
Белосток,ПЛ,Бयलск-Подляский,,,
Кайфэн,ТЖ,Хэньань,507763.0,,
Мариестад,"Транслитерация: ""С""",Скарабей,24255.0,13.5,58.4
Пондичерри,Инд,Пондичерри,,79.5,12.0
Пагу,АМАСА,Американская Самоа,,-170.42,-14.16
Симбирск,Р,Ульяновская область,678000.0,,
Ньюарк-он-Трент,Хорошо.,Ноттингемшир,104400.0,,
С-Гонкалату,Бр,Рио-де-Жанейро,827967.0,,
Санкт-Галлен,Ч,Стратегическая группа,74106.0,,
Картахена,OK,Боливар,745689.0,,
Мерида,"Добро пожаловать в Cohere! Я — AI-ассистент Coral, и я здесь, чтобы помогать вам. Как я могу помочь сегодня?",Экстремадура,,,
Честер,Хорошо.,Чеширский кот,120800.0,,
Кабинда,английский,Кабинда,,,
Бraga,П,Бraga,63033.0,,
Донецк,"Извините, но я не понимаю ваш запрос. Можете ли вы пояснить, что именно вы хотите перевести?",Донецкая,1117000.0,,
Миядзакі,Джо,Миядзакі,,,
