name,islands,area,height,type,longitude,latitude
Базе-Тэрр,Малые Антильские острова,848.0,1467.0,вулканический,-61.8,16.15
Изабелла,Галапагосские острова,5436.0,1707.0,вулканический,-91.3,-1.0
Амеланд,Западные Фрисландские острова,57.6,,,5.75,53.5
Рота,Маршальные острова,85.0,495.0,,145.2,15.15
Сингапур,,632.6,176.0,,103.833,1.3
Гран-Канария,Канареи,1560.0,1949.0,вулканический,-15.6,28.0
Сильт,Северно-Фризские острова,99.0,52.5,,8.3,54.9
Сент-Люсия,Малые Антильские острова,616.0,950.0,вулканический,-60.5,14.0
Ост-Вагёй,Лофотоны,526.0,1146.0,,14.6,68.3
Борнхольм,,588.0,162.0,,14.9,55.1
Шри-Ланка,,65610.0,,,80.0,7.0
Антигуа,Малые Антильские острова,281.0,400.0,,-61.8,17.05
Окинава,Япония,2255.0,,вулканический,128.0,26.0
Панай,Филиппины,12297.0,2117.0,,122.5,11.15
Куба,Беличие Антильских островов,105806.0,1974.0,,-79.0,22.0
Шереметевог,Западные Фрисландские острова,40.0,,,6.2,53.5
Бангка,Острова Сууда,11942.0,700.0,,106.0,2.25
Хиоро,Канареи,268.0,1500.0,вулканический,-18.0,27.7
Барра,Внешние Гебриды,91.0,,,-7.7,57.0
Тортола,Малые Антильские острова,55.0,521.0,вулканический,-64.37,18.27
Амбон,Молюкские острова,775.0,1225.0,,128.2,-3.7
Монсерат,Малые Антильские острова,102.0,1050.0,вулканический,-62.13,16.42
Аланд,Аландские острова,650.0,,,20.0,60.1
Англси,Британские острова,715.0,,,-4.4,53.3
Сан-Томе и Принсипи,,859.0,2024.0,вулканический,6.6,0.2
Хайнам,,34380.0,1897.0,,109.6,19.1
