name,code,capital,province,area,population
Австрия,А,Вена,Вена,83850.0,8023244
Афганистан,Афганистане,Кабул,Афганистан,647500.0,22664136
Антигуа и Барбуда,АГ,Святой Иоанн,Антигуа и Барбуда,442.0,65647
Албания,АЛ,Тирана,Албания,28750.0,3249136
Андорра,И,Андорра-ла-Вилла,Андорра,450.0,72766
Ангола,английский,Люанда,Люанда,1246700.0,10342899
Армения,АМР,Ереван,Армения,29800.0,3463574
Австралия,Австралия,Канберра,Австралийский столичный регион,7686850.0,18260863
Азербайджан,Аз,Баку,Азербайджан,86600.0,7676953
Бельгия,B,Брюссель,Прамбант,30510.0,10170241
Бангладеш,БД,Дака,Бангладеш,144000.0,123062800
Барбадос,БДС,Бриджтаун,Барбадос,430.0,257030
Бенин,Бен,Порт-Ново,Бенин,112620.0,5709529
Буркина-Фасо,БФ,Уагадугу,Буркина-Фасо,274200.0,10623323
Болгария,БГ,София,Болгария,110910.0,8612757
Бутан,БХТ,Тхимфу,Бутан,47000.0,1822625
БурундИ,БИ,Бурундара,БурундИ,27830.0,5943057
Босния и Герцеговина,БИХ,Сараево,Босния и Герцеговина,51233.0,2656240
Боливия,Боль,Ла-Пас,Боливия,1098580.0,7165257
Бразилия,Бр,Бразилиа,Федеральный округ,8511960.0,162661214
Бахрейн,БНР,Манама,Бахрейн,620.0,590042
Бруней,БРУ,Бандар Серигаван,Бруней,5770.0,299939
Бахамские Острова,БС,Нассо,Бахамские Острова,13940.0,259367
Белоруссия,БП,Минск,Белоруссия,207600.0,10415973
Белиз,"Извините, но я не понимаю, что вы имеете в виду под ""BZ"". Если у вас есть конкретный запрос на перевод, я с удовольствием помогу вам.",Белмопан,Белиз,22960.0,219296
Куба,C,Хавана,Гавана,110860.0,10951334
Камерун,КЭМ,Яунде,Центр,475440.0,14261557
Канада,КДН,Оттава,Онтάριο,9976140.0,28820671
Швейцария,Ч,Берне,Да,41290.0,7207060
Кот-д’Ивуар,ЦИ,Ямусукро,Кот-д’Ивуар,322460.0,14762445
Шри-Ланка,КЛ,Коломбо,Шри-Ланка,65610.0,18553074
Колумбия,OK,Богота,"Санта-Фе-де-Богота, ДК",1138910.0,36813161
Коморы,COМ,Морони,Коморы,2170.0,569237
Коста-Рика,КР,Сан-Хосе,Сан-Хосе,51100.0,3463083
Кап Верде,Resume,Прайя,Кап Верде,4030.0,449066
Кипр,Ц,Никосия,Кипр,9251.0,744609
Чехословакия,CZ,Праж,Праз,78703.0,10321120
Германия,Д,Берлин,Берлин,356910.0,83536115
Джибути,ДЖИ,Джибути,Джибути,22000.0,427642
Дания,ДК,Копенгаген,Дания,43070.0,5249632
Доминиканская Республика,Дом,Санто-Доминго,Доминиканская Республика,48730.0,8088881
Алжир,ДЗ,Алжир,Алжир,2381740.0,29183032
Испания,"Добро пожаловать в Cohere! Я — AI-ассистент Coral, и я здесь, чтобы помогать вам. Как я могу помочь сегодня?",Мадрид,Мадрид,504750.0,39181114
Кения,ЕАК,Найроби,Найроби,582650.0,28176686
Танзания,Есть,Дар-эс-Салам,Дар-эс-Салам,945090.0,29058470
Уганда,ВЭА,Кампала,Уганда,236040.0,20158176
Эквадор,ЭК,Кито,Эквадор,283560.0,11466291
Эритрея,ЭР,Асмэра,Эритрея,121320.0,3427883
