country,name,percentage
БЕРМ,Седьмая день adventистов,5.0
ЛБ,Мусульманин,20.0
Ниуэ,Ро́мано-католи́цкая,7.2
А,Ро́мано-католи́цкая,85.0
Неп,Буддист,5.0
ЗРЕ,Ро́мано-католи́цкая,50.0
ЗВ,Мусульманин,1.0
Мएस,Крэйстин,28.3
"Добро пожаловать в Cohere! Я — AI-ассистент Coral, и я здесь, чтобы помогать вам. Как я могу помочь сегодня?",Ро́мано-католи́цкая,99.0
Вода,Мусульманин,100.0
Тука,Англиканец,18.0
Инд,Мусульманин,14.0
БС,Методист,6.0
В,Ро́мано-католи́цкая,96.0
TM,Христиан (ортодокс),11.0
США,Протестант,56.0
SF,Христиан (ортодокс),1.0
Джо,Буддист,84.0
Рождество,Мусульманин,25.0
RL,Мусульманин,70.0
З,Крэйстин,60.0
SLB,Ро́мано-католи́цкая,19.0
ЭТХ,Мусульманин,45.0
ЛБ,Крэйстин,10.0
Секретная программа исследования и развития,Ро́мано-католи́цкая,99.0
Фиджи,Хинда,38.0
ЗВ,Крэйстин,25.0
Сербия,Ро́мано-католи́цкая,5.5
Газа,Еврейский,0.6
АЛ,Мусульманин,70.0
COМ,Мусульманин,86.0
МД,Еврейский,1.5
ФСМ,Протестант,47.0
ПР,Протестант,15.0
ЕАК,Протестант,38.0
БРУ,Крэйстин,8.0
РА,Еврейский,2.0
КДН,Англиканец,8.0
COМ,Ро́мано-католи́цкая,14.0
КЛ,Хинда,15.0
ОК,Мусульманин,94.0
"Добро пожаловать! Я готов помочь с переводом. Пожалуйста, предоставьте текст для перевода.",Ро́мано-католи́цкая,98.0
OK,Ро́мано-католи́цкая,95.0
ФЛ,Протестант,8.3
"Добро пожаловать в ""Город мечты""! Мы предлагаем вам уникальный и волшебный опыт, который оставит неизгладимые впечатления. Наш тематический парк предлагает захватывающие аттракционы, красочные развлечения и уникальные возможности для фотографий. От подборки вкусных блюд до очаровательных сувениров - ""Город мечты"" обещает незабываемый день для всех возрастов. Так что готовьтесь погрузиться в мир чудес и фантазий!",Мусульманин,1.0
КЭМ,Крэйстин,33.0
А,Хинда,0.1
"Извините, я не понимаю ваш запрос. Можете ли вы повторить ваш запрос по-английски?",Крэйстин,60.0
БС,Англиканец,20.0
КАЗ,Протестант,2.0
КИР,Протестант,40.9
Инд,Джайны,0.5
Неп,Хинда,90.0
А,Мусульманин,3.8
SLB,Соединённые,11.0
Инд,Крэйстин,2.4
З,Мусульманин,1.0
СИ,Ро́мано-католи́цкая,90.0
