country,name,percentage
Кडब,Арабский,35.0
МЭЛ,Малайя,59.0
Нет,Афро-Восточноиндийский,3.0
БГ,Рим,2.6
SUД,Арабский,39.0
КЭМ,Северно-Западная бантусская группа,8.0
Ри,сунданский,14.0
СН,Тукулес,9.0
ПР,Азиатский,0.4
"Убедитесь, что вы предоставили мне текст для перевода. Я буду рад помочь вам с переводом.","Я не могу предоставить перевод с английского на вьетнамский, так как у меня нет доступа к интернету и я не имею в своем наборе данных вьетнамского языка. Я могу помочь с переводом на другие языки, доступные мне. Пожалуйста, сообщите мне язык, на который вы хотите перевести, и предоставьте текст для перевода.",85.0
Рождество,Европейский,20.0
БДС,Африканский,80.0
LV,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести.",33.8
БГ,Болгарски,85.3
ПЭ,Индийский,45.0
АМАСА,Кавказский,2.0
SМЕ,Яванский,15.3
БГ,Македонски,2.5
СИ,Сейшельская,100.0
Запад,Еврейский,17.0
Узбанский,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести.",8.3
IР,Гилаки-мазандерани,8.0
МА,Арабско-бербенский,99.1
БЕРМ,Белый,34.1
РО,Да,89.1
РИМ,Муар,30.0
АЛ,албанский,95.0
ММР,туарегский,10.0
ЕАК,Кalenджин,12.0
МЯ,Понедельник,2.0
Газа,Палестинский араб,99.4
A,Арабский,40.0
"Извините, но я не понимаю, что вы имеете в виду под ""BZ"". Если у вас есть конкретный запрос на перевод, я с удовольствием помогу вам.",Мая,11.0
СК,Словак,85.7
"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте текст, який потрібно перекласти, і вкажіть, яку мову ви бажаєте використовувати для перекладу.",нормандский французский,100.0
Р,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести.",81.5
Фаркс,Скандинавский,100.0
Мексика,Кавказский,9.0
TM,Турецкий,73.3
БВИР,Индийский,3.4
A,пакистанский,18.0
ПР,Чёрный,8.0
Хорошо.,Шотландский,9.6
МОЦ,Индийский,0.08
МЯ,Индийский,2.0
ХЕЛКС,Белый,25.0
БВИР,Чёрный,83.4
Кадровое обеспечение,Мусульманин,0.9
РГ,Малинке,30.0
Запад,Палестинский араб,83.0
Мексика,Американец,30.0
КЛ,ведда,1.0
МНЕ,Сербия,32.0
"Извините, я не понимаю ваш запрос. Можете ли вы повторить ваш запрос по-английски?",Африканский,97.0
"STP (тренировка ситуационно-программного обучения) - это метод обучения, основанный на моделировании реальных ситуаций и проблем. Он используется для развития навыков принятия решений, критического мышления и решения проблем в контролируемой и безопасной среде.",Европецы,100.0
ТН,Европейский,1.0
ВЖ,Евронезийцы,7.0
МЭЛ,Индийский,9.0
БФ,Мосси,24.0
НМИС,Азиатский,56.3
"Здравствуйте! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.","Я не могу предоставить перевод с английского на вьетнамский, так как у меня нет доступа к интернету и я не имею в своем наборе данных вьетнамского языка. Я могу помочь с переводом на другие языки, доступные мне. Пожалуйста, сообщите мне язык, на который вы хотите перевести, и предоставьте текст для перевода.",5.0
GBG,нормандский французский,100.0
МНГ,Казак,4.0
СН,Волоф,36.0
"Убедитесь, что вы предоставили мне текст для перевода. Я буду рад помочь вам с переводом.",Китайский,3.0
Инд,Индоарийские,72.0
ММР,Сонгхай,6.0
СК,"Я не могу перевести ваш запрос, потому что в моем наборе данных нет информации о том, как перевести слово ""German"" на русский язык. Могу ли я помочь вам с чем-то еще?",0.1
ММР,Пехта,17.0
Нет,Афро-Китайец,1.2
ТЖ,Китайцы ханьской этнической группы,91.9
НЦА,Меланесиан,44.1
Джо́р,Армя́нский,1.0
МА,Еврейский,0.2
Кадровое обеспечение,Хорват,78.0
Джо,日本語,99.4
EW,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести.",30.3
Инд,Дравидиан,25.0
КЭМ,Кирди,11.0
Бен,Африканский,99.0
РГ,Пехта,40.0
СЛО,Хорват,3.0
БГ,Армя́нский,0.3
Кайм,Смешанный,40.0
КАЗ,"Я не могу перевести ваш запрос, потому что в моем наборе данных нет информации о том, как перевести слово ""German"" на русский язык. Могу ли я помочь вам с чем-то еще?",4.7
ГЭ,Азербайджанский,5.7
Х,Да,0.7
ХСА,Индийский,7.0
Боль,Европейский,5.0
