payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
11350,5660,1999-10-03T00:00:00,8035.0,0,
798,2051,1999-09-02T00:00:00,2724.0,0,
5418,7097,1999-09-02T00:00:00,21225.0,0,
9971,3969,1999-10-03T00:00:00,10609.0,0,
9051,2558,1999-10-03T00:00:00,4164.0,0,
3131,4774,1999-09-02T00:00:00,8912.0,0,
1439,2905,1999-09-02T00:00:00,2280.0,0,
8587,1500,1999-10-03T00:00:00,4058.0,0,
755,1987,1999-09-02T00:00:00,519.0,0,
10334,4451,1999-10-03T00:00:00,6109.0,0,
4358,6031,1999-09-02T00:00:00,7369.0,0,
1718,3245,1999-09-02T00:00:00,8010.0,0,
14043,8486,1999-10-03T00:00:00,9068.0,0,
106,695,1999-09-02T00:00:00,5215.0,0,
14694,9140,1999-10-03T00:00:00,30424.0,0,
8405,836,1999-10-03T00:00:00,2832.0,0,
8581,1477,1999-10-03T00:00:00,3606.0,0,
1825,3368,1999-09-02T00:00:00,4066.0,0,
4872,6549,1999-09-02T00:00:00,8348.0,0,
10095,4130,1999-10-03T00:00:00,1253.0,0,
11266,5561,1999-10-03T00:00:00,7934.0,0,
5538,7218,1999-09-02T00:00:00,53.0,0,
10435,4586,1999-10-03T00:00:00,3368.0,0,
6199,7880,1999-09-02T00:00:00,14432.0,0,
14872,9318,1999-10-03T00:00:00,16609.0,0,
13573,8011,1999-10-03T00:00:00,5033.0,0,
8756,1948,1999-10-03T00:00:00,2366.0,0,
4340,6013,1999-09-02T00:00:00,4812.0,0,
4641,6318,1999-09-02T00:00:00,18272.0,0,
13083,7513,1999-10-03T00:00:00,15655.0,0,
511,1593,1999-09-02T00:00:00,12414.0,0,
12061,6444,1999-10-03T00:00:00,13749.0,0,
4085,5753,1999-09-02T00:00:00,12611.0,0,
13447,7883,1999-10-03T00:00:00,6765.0,0,
14461,8905,1999-10-03T00:00:00,20046.0,0,
2781,4405,1999-09-02T00:00:00,8496.0,0,
15215,9661,1999-10-03T00:00:00,22343.0,0,
4948,6625,1999-09-02T00:00:00,9549.0,0,
170,871,1999-09-02T00:00:00,3250.0,0,
14278,8722,1999-10-03T00:00:00,13580.0,0,
10954,5199,1999-10-03T00:00:00,2711.0,0,
1553,3055,1999-09-02T00:00:00,4783.0,0,
11068,5335,1999-10-03T00:00:00,8955.0,0,
13750,8191,1999-10-03T00:00:00,9974.0,0,
4881,6558,1999-09-02T00:00:00,5288.0,0,
12806,7229,1999-10-03T00:00:00,12012.0,0,
6880,8561,1999-09-02T00:00:00,36176.0,0,
4460,6135,1999-09-02T00:00:00,20579.0,0,
11181,5465,1999-10-03T00:00:00,5716.0,0,
14902,9348,1999-10-03T00:00:00,12388.0,0,
14602,9048,1999-10-03T00:00:00,8323.0,0,
11316,5624,1999-10-03T00:00:00,986.0,0,
15150,9596,1999-10-03T00:00:00,30629.0,0,
8040,9721,1999-09-02T00:00:00,31876.0,0,
10904,5137,1999-10-03T00:00:00,3032.0,0,
14745,9191,1999-10-03T00:00:00,20895.0,0,
5951,7632,1999-09-02T00:00:00,5805.0,0,
7242,8923,1999-09-02T00:00:00,33596.0,0,
13643,8082,1999-10-03T00:00:00,16057.0,0,
10259,4352,1999-10-03T00:00:00,4112.0,0,
12109,6496,1999-10-03T00:00:00,7259.0,0,
5248,6926,1999-09-02T00:00:00,8275.0,0,
15028,9474,1999-10-03T00:00:00,12512.0,0,
1169,2572,1999-09-02T00:00:00,6513.0,0,
8702,1828,1999-10-03T00:00:00,1675.0,0,
1640,3156,1999-09-02T00:00:00,3226.0,0,
13726,8167,1999-10-03T00:00:00,16851.0,0,
8030,9711,1999-09-02T00:00:00,33114.0,0,
10764,4975,1999-10-03T00:00:00,1868.0,0,
1366,2814,1999-09-02T00:00:00,1277.0,0,
14594,9040,1999-10-03T00:00:00,22222.0,0,
10944,5187,1999-10-03T00:00:00,12623.0,0,
5127,6805,1999-09-02T00:00:00,19937.0,0,
7923,9604,1999-09-02T00:00:00,36884.0,0,
4854,6531,1999-09-02T00:00:00,6136.0,0,
229,1021,1999-09-02T00:00:00,2665.0,0,
12855,7279,1999-10-03T00:00:00,5204.0,0,
7150,8831,1999-09-02T00:00:00,22123.0,0,
4097,5765,1999-09-02T00:00:00,7278.0,0,
