charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1511814,3862,386,8,1999-08-26T10:44:30,2664.0,13862,
540672,9779,483,2,1999-06-27T10:46:45,4449.0,9779,
1421153,8517,482,9,1999-08-04T10:45:13,1057.0,8517,
803455,9139,377,6,1999-09-27T10:43:53,3206.0,29139,
941769,8101,434,5,1999-07-04T10:46:50,3027.0,8101,
1881080,9876,471,7,1999-06-29T10:49:52,4315.0,9876,
791225,6924,484,2,1999-08-29T10:50:39,2077.0,16924,
1936027,9267,187,6,1999-09-12T10:46:24,806.0,19267,
1788968,9392,489,2,1999-10-03T10:50:29,3227.0,29392,
1276487,9609,493,4,1999-10-05T10:49:31,1925.0,29609,
935230,7121,490,8,1999-09-04T10:46:20,677.0,17121,
11644,8063,472,9,1999-08-24T10:44:29,2624.0,18063,
1067028,7192,482,7,1999-07-20T10:48:46,4296.0,7192,
846767,9993,482,2,1999-10-11T10:47:13,1514.0,29993,
1334874,1981,487,7,1999-07-28T10:46:18,191.0,1981,
1367388,8535,363,5,1999-09-16T10:48:48,1800.0,28535,
1618406,8066,483,5,1999-08-20T10:45:00,1732.0,18066,
897743,6102,409,8,1999-08-28T10:51:10,3136.0,16102,
902909,7605,499,4,1999-09-26T10:43:50,1693.0,27605,
1770352,1631,467,6,1999-07-28T10:49:02,339.0,1631,
1277794,7196,298,10,1999-09-14T10:49:37,2755.0,27196,
719570,8823,496,10,1999-06-26T10:45:05,4966.0,8823,
628370,1309,474,3,1999-09-26T10:45:48,2987.0,21309,
762297,7765,494,3,1999-06-25T10:48:24,1149.0,7765,
1525779,8052,498,4,1999-06-20T10:45:35,4278.0,8052,
1832119,8119,452,4,1999-08-24T10:46:06,850.0,18119,
8316,9090,377,8,1999-09-29T10:44:15,3158.0,29090,
55154,8875,396,8,1999-08-29T10:47:51,3301.0,18875,
1727717,9617,500,6,1999-09-27T10:45:44,552.0,29617,
1180517,9649,459,10,1999-07-23T10:49:49,3394.0,9649,
1089644,7250,500,3,1999-07-05T10:50:32,4056.0,7250,
62687,9786,453,9,1999-08-13T10:48:25,3966.0,19786,
1126556,9881,482,10,1999-08-16T10:45:39,725.0,19881,
1010696,7581,497,5,1999-09-07T10:44:25,1773.0,17581,
1033443,9400,413,7,1999-07-21T10:46:12,3719.0,9400,
1217694,5935,495,10,1999-09-05T10:44:57,1646.0,15935,
621487,8925,387,3,1999-07-20T10:45:14,2959.0,8925,
1425010,7812,430,2,1999-07-15T10:45:32,2765.0,7812,
5699,9463,500,5,1999-10-05T10:44:03,72.0,29463,
1841926,7910,443,3,1999-09-16T10:46:51,2254.0,27910,
821365,7254,440,9,1999-06-23T10:45:14,561.0,7254,
1933011,7975,495,9,1999-10-04T10:46:10,1039.0,27975,
1754399,7801,433,10,1999-08-02T10:47:48,3001.0,7801,
689184,6740,484,2,1999-09-05T10:50:30,1097.0,16740,
1891767,6851,229,6,1999-08-06T10:50:41,4268.0,6851,
1493552,7108,500,8,1999-08-22T10:50:50,1718.0,17108,
584489,9072,500,6,1999-07-04T10:50:08,3776.0,9072,
1754410,8642,494,3,1999-09-05T10:47:48,1000.0,18642,
1107630,5946,378,7,1999-07-28T10:44:11,3661.0,5946,
1904766,4381,497,5,1999-09-24T10:43:59,29.0,24381,
900055,7133,445,4,1999-07-02T10:43:38,1598.0,7133,
883162,5817,476,7,1999-09-29T10:50:01,2689.0,25817,
1857302,6602,480,8,1999-06-19T10:48:01,1944.0,6602,
1245819,4361,500,9,1999-10-10T10:47:09,2419.0,24361,
796501,8078,378,9,1999-07-21T10:51:04,2793.0,8078,
1894583,4941,403,4,1999-08-19T10:50:55,2863.0,14941,
543247,8910,350,3,1999-10-10T10:46:57,3528.0,28910,
789425,9106,468,9,1999-09-13T10:50:31,2026.0,29106,
918695,7868,443,8,1999-10-11T10:45:01,2635.0,27868,
963982,5432,351,10,1999-07-07T10:48:31,4506.0,5432,
1145372,9943,500,8,1999-09-03T10:47:07,2320.0,19943,
1729325,8712,172,7,1999-09-26T10:45:52,1853.0,28712,
571761,9616,489,10,1999-07-08T10:49:08,4036.0,9616,
1420019,2790,495,10,1999-08-09T10:45:08,2224.0,2790,
1940042,9977,475,2,1999-07-06T10:46:42,3212.0,9977,
1768684,4791,468,3,1999-10-05T10:48:54,3451.0,24791,
913941,8509,439,7,1999-09-10T10:44:39,2030.0,18509,
683989,4330,348,8,1999-07-20T10:50:05,1124.0,4330,
1756658,9834,497,3,1999-09-28T10:47:58,1089.0,29834,
1737454,8251,355,6,1999-06-27T10:46:30,4353.0,8251,
879546,6744,434,4,1999-09-06T10:49:44,2800.0,16744,
574862,5560,488,9,1999-08-20T10:49:23,4163.0,15560,
685312,8013,468,4,1999-06-23T10:50:12,3918.0,8013,
1788031,3508,500,10,1999-09-21T10:50:25,882.0,23508,
1401320,9482,484,8,1999-07-17T10:43:43,1691.0,9482,
52528,8932,384,6,1999-08-10T10:47:40,2687.0,8932,
551098,7037,499,4,1999-08-27T10:47:33,3200.0,17037,
876541,9533,483,8,1999-08-11T10:49:31,1390.0,9533,
1635646,5326,464,7,1999-09-11T10:46:21,1268.0,15326,
512144,9912,491,8,1999-06-26T10:44:32,2689.0,9912,
547300,9304,494,6,1999-09-22T10:47:15,2071.0,29304,
1138852,8430,475,7,1999-09-21T10:46:36,141.0,28430,
1401124,4152,446,5,1999-07-05T10:43:43,2432.0,4152,
777234,8255,311,2,1999-08-28T10:49:34,4607.0,18255,
1444916,1804,500,5,1999-10-08T10:47:05,4947.0,21804,
1811285,9875,494,4,1999-08-21T10:44:27,4213.0,19875,
1658660,8993,389,10,1999-08-28T10:48:07,2629.0,18993,
1405555,9083,472,4,1999-08-28T10:44:02,37.0,19083,
1809401,8098,483,8,1999-09-22T10:44:19,3566.0,28098,
1502287,6865,444,7,1999-10-04T10:43:48,213.0,26865,
1648942,6608,464,7,1999-08-22T10:47:23,4676.0,16608,
1710774,7569,393,10,1999-09-17T10:44:25,481.0,27569,
1355844,7796,500,7,1999-07-23T10:47:54,2469.0,7796,
1169317,7686,431,3,1999-06-26T10:48:57,4734.0,7686,
18238,9578,389,3,1999-08-06T10:44:59,2206.0,9578,
