raceid,year,round,circuitid,name,date,time,url
1,2009,1,1,Гран-при Австралии,2009-03-29,06:00:00,"2009 года в Австралии
Гран-при Австралии 2009 года (по-английски: «2009 Australian Grand Prix») — гоночный этап, прошедший 31 января и 1 февраля 2009 года на трассе Мельбурн Гран-при в Мельбурне, Австралия. Это была первая гонка сезона 2009 года чемпионата мира по автогонкам в классе «Формула-1».

Трасса Мельбурна вновь прошла обновление, чтобы соответствовать новым правилам 2009 года, включая новые выезды и входы на пит-лейн, а также изменения в конфигурации поворотов."
2,2009,2,2,Малайзийский Гран-при,2009-04-05,09:00:00,"2009 Гран-при Малайзии
23 августа 2009 года, Sepang International Circuit, Sepang, Малайзия
Квалификация:
1. Дженсон Баттон (Brawn) - 1:37.566 (босс)
2. Марк Уэббер (Red Bull) - 1:38.411 + 0.445
3. Рубенс Баррикелло ( Brawn) - 1:39.373 + 1.407
4. Льюис Хэмилтон (McLaren) - 1:39.624 + 1.658
5. Серхио Перес (Red Bull) - 1:40.544 + 2.578
6. Нико Росберг (Williams) - 1:40.755 + 2.790
7. Себастьян Феттель ( Toro Rosso) - 1:41.321 + 3.355
8. Джанкарло Физикелла (Force India) - 1:41.624 + 3.658
9. Кими Райкконен (Ferrari) - 1:41.790 + 3.824
10. Роберт Кубица ( BMW Sauber) - 1:42.493 + 4.527
11. Адриан Сутиль ( Williams) - 1:42.618 + 4.652
12. Виталио Петров ( Renault) - 1:42.806 + 4.840
13. Нико Хюлькенберг ( BMW Sauber) - 1:43.190 + 5.224
14. Джанкарло Физикелла ( Force India) - 1:43.439 + 5.473
15. Ярно Трулли ( Toyota) - 1:43.652 + 5.686
16. Тимо Глок ( Toyota) - 1:44.021 + 6.055
17. Рубенс Баррикелло ( Brawn) - 1:44.971 + 6.995
18. Джанкарло Физикелла ( Ferrari) - 1:45.347 + 7.381
19. Себастьян Феттель ( Toro Rosso) - 1:46.204 + 8.238
20. Ярно Трулли ( Force India) - 1:47.952 + 9.986
21. Нико Росберг ( Williams) - 1:49.589 + 10.623
22. Тимо Глок ( BMW Sauber) - 1:52.534 + 13.568
Выезд:
1. Дженсон Баттон (Brawn) - 1:37.566
2. Марк Уэббер (Red Bull) - 1:39.017 + 1.451
3. Рубенс Баррикелло ( Brawn) - 1:39.869 + 2.303
4. Льюис Хэмилтон (McLaren) - 1:40.041 + 2.475
5. Серхио Перес (Red Bull) - 1:40.549 + 3.083
6. Нико Росберг (Williams) - 1:40.731 + 3.165
7. Себастьян Феттель ( Toro Rosso) - 1:41.221 + 3.655
8. Джанкарло Физикелла (Force India) - 1:41.922 + 4.356
9. Кими Райкконен (Ferrari) - 1:42.112 + 4.546
10. Роберт Кубица ( BMW Sauber) - 1:42.785 + 5.219
11. Адриан Сутиль ( Williams) - 1:43.221 + 5.655
12. Виталио Петров ( Renault) - 1:43.503 + 5.937
13. Нико Хюлькенберг ( BMW Sauber) - 1:43.967 + 6.391
14. Ярно Трулли ( Toyota) - 1:44.251 + 6.685
15. Тимо Глок ( Toyota) - 1:44.512 + 6.946
16. Джанкарло Физикелла ( Ferrari) - 1:45.031 + 7.465
17. Рубенс Баррикелло ( Brawn) - 1:45.846 + 8.270
18. Себастьян Феттель ( Toro Rosso) - 1:46.692 + 9.126
19. Ярно Трулли ( Force India) - 1:47.483 + 9.917
20. Нико Росберг ( Williams) - 1:51.678 + 14.112
21. Тимо Глок ( BMW Sauber) - 1:53.264 + 15.698
22. Джанкарло Физикелла ( Ferrari) - 1:54.403 + 16.837"
3,2009,3,17,Гран-при Китая,2009-04-19,07:00:00,"2009 года в Китае
Гран-при Китая 2009 года — седьмой этап чемпионата мира по автогонкам в классе Формулы-1 сезона 2009 года, который прошёл 19 апреля на международной трассе в Шанхае, Китай."
4,2009,4,3,Гран-при Бахрейна,2009-04-26,12:00:00,Гран-при Бахрейна 2009 года
5,2009,5,4,Гран-при Испании,2009-05-10,12:00:00,"2009 Spanish Гран-при

25 мая 2009 года в Circuit de Catalunya, Барселона, Испания, прошёл 68-й по счёту Испанский Гран-при, который стал третьим этапом Чемпионата мира Формулы-1 сезона 2009 года."
6,2009,6,6,Гран-при Монако,2009-05-24,12:00:00,"2009 года Гран-при Монако

Гран-при Монако 2009 года (название по традиции было составлено в честь гонки, а не в честь города[1], и стало одним из самых резонансных в истории Формулы-1) — гоночный этап Чемпионата мира по автогонкам в классе «Формула-1», который прошёл на трассе Монте-Карло 23 мая 2009 года.

Победителем гонки стал Себастьян Феттель, ехавший на машине Red Bull Racing RB5 с двигателем Renault R28. Второй и третий места заняли пилоты команды McLaren Mercedes — Льюис Хэмилтон иHeikki Kovalainen соответственно[2]."
7,2009,7,5,Гран-при Турции,2009-06-07,12:00:00,"2009 ГП Турции

Гран-при Турции 2009 года — автогоночная гоночная гонка в рамках чемпионата мира Формулы-1, прошедшая 5 июля на трассе в Стамбуле."
8,2009,8,9,Британский Гран-при,2009-06-21,12:00:00,2009 ГРАН-при Великобритании
9,2009,9,20,Гран-при Германии,2009-07-12,12:00:00,"2009 Гран-при Германии

Гран-при Германии 2009 года, состоявшийся 31 июля, стал одиннадцатым этапом чемпионата мира по автогонкам в классе «Формула-1» сезона 2009 года. Гонка прошла на трассе Хоккенхайм в Германии и стала одиннадцатой гонкой для команды Brawn GP, которая за пять первых гонок сезона четыре раза была лучшей командой (в Малайзии, Испании, Монако и Турции).

Сыгралась очень интересная гонка с большим количеством переломов событий. В первой части квалификации Льюис Хэмилтон показал лучшее время, но в третьей части его обошёл Марк Уэббер, ставший первым для Red Bull Racing в сезоне. В гонке же Mark Webber, стартовавший со второго места, вырвался вперед и одержал первую победу для себя и команды Red Bull.

Льюис Хэмилтон, стартовавший с поул-позиции, сразу потерял несколько позиций на старте и к концу гонки смог подняться только на третье место."
10,2009,10,11,Гран-при Венгрии,2009-07-26,12:00:00,"Гран-при Венгрии 2009 года — десятый этап чемпионата мира по автогонкам в классе «Формула-1», который прошёл 26 июля 2009 года на гоночной трассе Хунгароринг в Будапеште, Венгрия."
11,2009,11,12,Европейский Гран-при,2009-08-23,12:00:00,2009 Европейский Гран-при
12,2009,12,13,Гран-при Бельгии,2009-08-30,12:00:00,2009 Grand-При Бельгии
13,2009,13,14,Гран-при Италии,2009-09-13,12:00:00,Гран-при Италии 2009 года
14,2009,14,15,Гран-при Сингапура,2009-09-27,12:00:00,2009 Сингапурского Гран-при
15,2009,15,22,Японская гран-при,2009-10-04,05:00:00,Гран-при Японии 2009 года
16,2009,16,18,Гран-при Бразилии,2009-10-18,16:00:00,Гран-при Бразилии 2009 года
17,2009,17,24,Гран-при Абу-Даби,2009-11-01,11:00:00,"Гран-при Абу-Даби 2009 года

Гран-при Абу-Даби 2009 года — гоночный этап, который состоялся 1 ноября 2009 года на трассе Яс Марина в Абу-Даби, Объединенные Арабские Эмираты. Это был одиннадцатый этап чемпионата мира в сезоне 2009 года.

Гонка была отмечена первым в истории чемпионатом мира в классическом автоспорте Льюиса Хэмилтона."
18,2008,1,1,Гран-при Австралии,2008-03-16,04:30:00,Гран-при Австралии 2008 года
19,2008,2,2,Малайзийский Гран-при,2008-03-23,07:00:00,2008 Гран-при Малайзии
20,2008,3,3,Гран-при Бахрейна,2008-04-06,11:30:00,"2008 года в Бахрейне
23 марта 2008 года в Сахире, Бахрейн, прошёл 26-й этап Формулы-1 – Гран-при Бахрейна. Полностью погруженный в красочную атмосферу гонки, болельщики наслаждались зрелищем, наблюдая за тем, как их любимцы сражаются за победу.

Квалификация:

На стартовой решетке по итогам квалификации лидировали пилоты McLaren Mercedes – Льюис Хэмилтон и Хейки Ковалайнен. Соперники по команде, к своему счастью, были близко сплотились друг к другу, что создавало сложную задачу для пилотов Ferrari – Кими Райкконена и Феліпе Массы.

Гонка:

В начале гонки Хэмилтон сохранил лидерство, а Ковалайнен, который стартовал третьим, сразу же атаковал Фелипе Массу на Ferrari. Масса сдерживал натиск финна, а Кими Райкконен, стартовавший четвертым, сразу же влился в борьбу за второе место с Льюисом.

На 13-м круге Ковалайнен совершил обгон Massa, и на несколько кругов финн оказался вторым. Однако Lewis был не в настроении сдавать позиции так легко и ответил контратакой. На 20-м круге произошла переломная момента – Хэмилтон совершил обгон Райкконена, став первым.

В то время как лидеры гонки сражались между собой, другие пилоты использовали стратегию одного пит-стопа, что позволило им подойти к лидерам на конечном этапе гонки. Это особенно касается пилотов Renault – Нико Росберга и Алонсо.

Завершение:

На 53-м круге гонка была остановлена из-за сильного ливня. Все пилоты были классифицированы по итогам 52 круга, и победителем был объявлен Льюис Хэмилтон, который проплыл через поле, не потеряв лидерства с самого старта. Хейки Ковалайнен финишировал вторым, а на третье место прибыл Нико Росберг. Кими Райкконен, Фелипе Масса и Алонсо заняли следующие места, продемонстрировав невероятную скорость на мокром треке."
21,2008,4,4,Гран-при Испании,2008-04-27,12:00:00,Гран-при Испании 2008 года
22,2008,5,5,Гран-при Турции,2008-05-11,12:00:00,"Википедия: Турция, 2008"
23,2008,6,6,Гран-при Монако,2008-05-25,12:00:00,2008 года Гран-при Монако
24,2008,7,7,Гран-при Канады,2008-06-08,17:00:00,Гран-при Канады 2008 года
25,2008,8,8,Гран-при Франции,2008-06-22,12:00:00,Гран-при Франции 2008 года
26,2008,9,9,Британский Гран-при,2008-07-06,12:00:00,"Википедия
Британская гран-при 2008 года

Британская гран-при 2008 года — автогонки, проходившие в Великобритании 6 июля 2008 года на трассе Сильверстоун. В гонке приняли участие 20 пилотов, которые разделились на десять команд.

Гонка

Старт

Пол пика

Финиш"
27,2008,10,10,Гран-при Германии,2008-07-20,12:00:00,2008 года на Гран-при Германии
28,2008,11,11,Гран-при Венгрии,2008-08-03,12:00:00,"Гран-при Венгрии 2008 года — автогоночный этап, прошедший 2 июня 2008 года на гоночной трассе Будапешт в Венгрии."
29,2008,12,12,Европейский Гран-при,2008-08-24,12:00:00,2008 Год européenского гран-при
30,2008,13,13,Гран-при Бельгии,2008-09-07,12:00:00,Гран-при Бельгии 2008 года
31,2008,14,14,Гран-при Италии,2008-09-14,12:00:00,2008 Итальянский Гран-при
32,2008,15,15,Гран-при Сингапура,2008-09-28,12:00:00,Гран-при Сингапура 2008
33,2008,16,16,Японская гран-при,2008-10-12,04:30:00,Гран-при Японии 2008 года
34,2008,17,17,Гран-при Китая,2008-10-19,07:00:00,"2008 года в Китае
2008 China Grand Prix"
35,2008,18,18,Гран-при Бразилии,2008-11-02,17:00:00,2008 ГП Бразилии
36,2007,1,1,Гран-при Австралии,2007-03-18,03:00:00,"2007 года в Мельбурне
Гран-при Австралии 2007 года — шестое этап чемпионата мира по автогонкам в классе Формула-1 сезона 2007 года."
37,2007,2,2,Малайзийский Гран-при,2007-04-08,07:00:00,Гран-при Малайзии 2007 года
38,2007,3,3,Гран-при Бахрейна,2007-04-15,11:30:00,"Гран-при Бахрейна 2007 года — гонка Формулы-1, которая прошла в Сахире, Бахрейн, 3 марта 2007 года."
39,2007,4,4,Гран-при Испании,2007-05-13,12:00:00,"Гран-при Испании 2007 года — шестая гонка сезона чемпионата мира по автогонкам в классе «Формула-1». Эта гонка состоялась 15 апреля на трассеКаталунья в Барселоне, Испания.

Полезные ссылки:
— Структура гоночного уик-энда Формулы-1;
— Каталунья (трасса);
— Сезон 2007 года в Формуле-1."
40,2007,5,6,Гран-при Монако,2007-05-27,12:00:00,2007 года Гран-при Монако
41,2007,6,7,Гран-при Канады,2007-06-10,17:00:00,"2007 Канадский Гран-при — гоночный этап Формулы-1, который состоялся 8 июля 2007 года на трассе Жиль Вильнёв в Монреале, Канада."
42,2007,7,19,Гран-при США,2007-06-17,17:00:00,Гран-при Соединенных Штатов 2007 года
43,2007,8,8,Гран-при Франции,2007-07-01,12:00:00,Гран-при Франции 2007 года
44,2007,9,9,Британский Гран-при,2007-07-08,12:00:00,2007 Британская Гран-при
45,2007,10,20,Европейский Гран-при,2007-07-22,12:00:00,"2007 года в составе команды «Макларен». В 2014 году перешёл в команду «Формулы-1» «Заубер», за которую выступал до 2018 года, после чего присоединился к команде «Альфа Таури» на сезон .
В своей карьере гонщик принял участие в 95 Гран-при. Лучшим результатом в его карьере стало третье место на Гран-при Бельгии 2009 года."
46,2007,11,11,Гран-при Венгрии,2007-08-05,12:00:00,Гран-при Венгрии 2007 года
47,2007,12,5,Гран-при Турции,2007-08-26,12:00:00,"2007 года в Турции
Гран-при Турции 2007 года — десятый этап чемпионата мира в сезоне 2007 года. Гонка прошла 21 октября на трассе в Стамбуле, Турция.

Результаты гонки:

Призы за быстрейшее круговое время были разданы следующим гонщикам:"
48,2007,13,14,Гран-при Италии,2007-09-09,12:00:00,2007 Итальянский Гран-при
49,2007,14,13,Гран-при Бельгии,2007-09-16,12:00:00,"2007 Гран-при Бельгии

Гран-при Бельгии 2007 года, 48-й гран-при Бельгии, состоялся на трассе Спа-Франкоршам в Спа, Бельгия, 1 июля 2007 года. Гонку выиграл Льюис Хэмилтон из McLaren, стартовав с поула и контролируя гонку от начала до финиша."
50,2007,15,16,Японская гран-при,2007-09-30,04:30:00,Гран-при Японии 2007 года
51,2007,16,17,Гран-при Китая,2007-10-07,06:00:00,"2007 год, Гран-при Китая

Первый заезд:

[Построение трассы]

Второй заезд:

[Карта трассы]

Обзор гонки:

[Текст об обзоре гонки]

Результаты гонки:

[Текст результатов]"
52,2007,17,18,Гран-при Бразилии,2007-10-21,16:00:00,"2007 год, Гран-при Бразилии

Гран-при Бразилии 2007 года (officiously Brazilian Grand Prix 2007 or Interlagos Grand Prix 2007) — автогонка в рамках чемпионата мира Формулы-1, прошедшая 25 февраля на автодроме Хосе Карлос Пейс в Сан-Паулу, Бразилия."
53,2006,1,3,Гран-при Бахрейна,2006-03-12,14:30:00,"2006 год, Гран-при Бахрейна"
54,2006,2,2,Малайзийский Гран-при,2006-03-19,15:00:00,2006 Malaysian Гран-при
55,2006,3,1,Гран-при Австралии,2006-04-02,14:00:00,Википедия: 2006 Australian Grand Prix
56,2006,4,21,Гран-при Сан-Марино,2006-04-23,14:00:00,"Гран-при Сан-Марино 2006 года — автогонки, состоявшиеся 26 марта на трассе Имола, Италия, в рамках чемпионата мира по автогонкам в классе «Формула-1» сезона 2006 года."
57,2006,5,20,Европейский Гран-при,2006-05-07,14:00:00,"2006 год, Гран-при Европы"
58,2006,6,4,Гран-при Испании,2006-05-14,14:00:00,Испанская гран-при 2006 года
59,2006,7,6,Гран-при Монако,2006-05-28,14:00:00,"2006 года Гран-при Монако

Гран-при Монако 2006 года, 75-й Гран-при Монако, прошёл в Монте-Карло 28 мая 2006 года.

По ходу гонки:

•	Кими Райкконен лидировал с поула, но в конце гонки из-за проблем с коробкой передач упустил победу в пользу Фернандо Алонсо;

•	Майкл Шумахер, стартовавший 3-м, прорвался на второе место, но сошёл на 61 круге из-за отказа двигателя."
60,2006,8,9,Британский Гран-при,2006-06-11,12:00:00,2006 Британский Гран-при
61,2006,9,7,Гран-при Канады,2006-06-25,13:00:00,Канадский гран-при 2006 года
62,2006,10,19,Гран-при США,2006-07-02,14:00:00,2006 United States Гран-при
63,2006,11,8,Гран-при Франции,2006-07-16,14:00:00,2006 Французский Гран-при
