File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
titles.csv,2,notes,81,1948,2304.9,Detailed instructions on how to make authentic Jap...,"Ингредиенты:

- 2 стакана риса (весом)
- 3 столовы..."
titles.csv,3,title,13,1857,14184.6,Net Etiquette,Нет-этикет (Network Etiquette) — это набор правил ...
sales.csv,2,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,3,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,4,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,5,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,6,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,7,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,9,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,10,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,12,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,14,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,15,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,17,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
sales.csv,18,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,19,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,20,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,21,payterms,6,48,700.0,Net 30,Срок оплаты - 30 дней с момента получения счета.
sales.csv,22,payterms,6,21,250.0,Net 60,Срок оплаты - 60 дней
pub_info.csv,2,logo,7,79,1028.6,GIF89a�,Here is the translation of the provided text from ...
pub_info.csv,4,logo,7,79,1028.6,GIF89a�,Here is the translation of the provided text from ...
pub_info.csv,5,logo,7,79,1028.6,GIF89a�,Here is the translation of the provided text from ...
pub_info.csv,6,logo,7,79,1028.6,GIF89a�,Here is the translation of the provided text from ...
pub_info.csv,7,logo,7,62,785.7,GIF89a],"[В: ""Hello, how are you?""] [С: ""Здравствуйте, как ..."
pub_info.csv,8,logo,7,79,1028.6,GIF89a�,Here is the translation of the provided text from ...
pub_info.csv,9,logo,7,79,1028.6,GIF89a�,Here is the translation of the provided text from ...
