playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
crawflo01,1989,1,BOS,NHL,L,7.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
dobekbo01,1976,1,SDM,WHA,C,58.0,7.0,17.0,24.0,17.0,-9.0,2.0,,0.0,,,,87.0,5.0,0.0,0.0,0.0,4.0,-2.0,0.0,,0.0,,0.0,
sloanbl01,1999,1,DAL,NHL,R,67.0,4.0,13.0,17.0,50.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,78.0,16.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
duncacr01,1986,1,LAK,NHL,L,2.0,0.0,0.0,0.0,24.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,,,,,,,,,,,
maltbki01,2001,1,DET,NHL,L,82.0,9.0,15.0,24.0,40.0,15.0,0.0,0.0,1.0,0.0,5.0,0.0,108.0,23.0,3.0,3.0,6.0,32.0,7.0,0.0,0.0,2.0,0.0,0.0,36.0
ronnicl01,2001,1,NAS,NHL,L,67.0,18.0,31.0,49.0,24.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,164.0,,,,,,,,,,,,
mondoar01,1928,1,MTL,NHL,L/C,32.0,3.0,4.0,7.0,6.0,,,,,,,,,3.0,0.0,0.0,0.0,2.0,,,,,,,
brunean01,2006,1,COL,NHL,L,82.0,27.0,56.0,83.0,36.0,-8.0,9.0,27.0,0.0,0.0,2.0,,173.0,,,,,,,,,,,,
podolne01,1948,1,DET,NHL,L,1.0,0.0,0.0,0.0,0.0,,,,,,,,,7.0,0.0,0.0,0.0,4.0,,,,,,,
aucoiad01,1996,1,VAN,NHL,D,70.0,5.0,16.0,21.0,63.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,116.0,,,,,,,,,,,,
houlere01,1980,1,MTL,NHL,L,77.0,27.0,31.0,58.0,83.0,20.0,6.0,,1.0,,3.0,0.0,158.0,3.0,1.0,0.0,1.0,6.0,,0.0,,0.0,,0.0,
ihnacpe01,1983,1,TOR,NHL,C,47.0,10.0,13.0,23.0,24.0,-21.0,5.0,,0.0,,0.0,0.0,76.0,,,,,,,,,,,,
hollaja01,1996,1,NYI,NHL,D,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,
morroke01,1983,1,NYI,NHL,D,63.0,3.0,11.0,14.0,45.0,26.0,0.0,,0.0,,1.0,0.0,71.0,20.0,1.0,2.0,3.0,20.0,4.0,0.0,,0.0,,1.0,21.0
shillja01,1938,1,CHI,NHL,C,28.0,2.0,4.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,
oatmaru01,1928,1,MTM,NHL,C,11.0,1.0,0.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,
bourqph01,1989,1,PIT,NHL,L,76.0,22.0,17.0,39.0,108.0,-7.0,2.0,5.0,1.0,0.0,3.0,1.0,110.0,,,,,,,,,,,,
hutchda01,1980,1,CHI,NHL,D,59.0,2.0,9.0,11.0,124.0,12.0,0.0,,0.0,,0.0,0.0,58.0,2.0,0.0,0.0,0.0,2.0,,0.0,,0.0,,0.0,
shariva01,1999,1,NJD,NHL,R,20.0,3.0,4.0,7.0,8.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,
kanebo01,2006,1,PHI,NHL,L,15.0,0.0,2.0,2.0,28.0,-4.0,0.0,0.0,0.0,0.0,0.0,,7.0,,,,,,,,,,,,
siebeba01,1929,1,MTM,NHL,L/D,39.0,14.0,19.0,33.0,94.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,,
dopsoro01,1993,1,PIT,NHL,G,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
regiest01,2005,1,NYI,NHL,L,9.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,,4.0,,,,,,,,,,,,
terrech01,1991,1,NJD,NHL,G,54.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gilbeto01,2010,1,EDM,NHL,D,79.0,6.0,20.0,26.0,32.0,-14.0,3.0,7.0,0.0,2.0,0.0,,106.0,,,,,,,,,,,,
macadal01,1973,1,PHI,NHL,R,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,
rucinma01,2007,1,STL,NHL,L,40.0,5.0,11.0,16.0,40.0,-9.0,1.0,4.0,0.0,0.0,0.0,,67.0,,,,,,,,,,,,
ledyagr01,1986,1,LAK,NHL,D,67.0,14.0,23.0,37.0,93.0,-40.0,5.0,,0.0,,1.0,0.0,144.0,5.0,0.0,0.0,0.0,10.0,-2.0,0.0,,0.0,,0.0,8.0
lakovsa01,1998,1,NJD,NHL,L,16.0,0.0,3.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,
mavetla01,1974,1,CHC,WHA,D,57.0,10.0,22.0,32.0,126.0,-3.0,3.0,,0.0,,,,169.0,,,,,,,,,,,,
tilleto01,1988,1,STL,NHL,D,70.0,1.0,22.0,23.0,47.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,77.0,10.0,1.0,2.0,3.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0
carpebo01,1992,1,WAS,NHL,C,68.0,11.0,17.0,28.0,65.0,-16.0,2.0,2.0,0.0,1.0,0.0,0.0,141.0,6.0,1.0,4.0,5.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0
talboje01,1961,1,MTL,NHL,D,70.0,5.0,42.0,47.0,90.0,,,,,,,,,6.0,1.0,1.0,2.0,10.0,,,,,,0.0,
stmarfr01,1973,1,LAK,NHL,C,78.0,14.0,36.0,50.0,40.0,1.0,2.0,,0.0,,1.0,2.0,190.0,5.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,
brandru01,1922,2,EDE,WCHL,L,15.0,4.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,
fortida01,1977,1,IND,WHA,D,54.0,1.0,15.0,16.0,86.0,-17.0,0.0,,0.0,,,,69.0,,,,,,,,,,,,
carrobi01,1985,2,DET,NHL,C,21.0,2.0,4.0,6.0,11.0,-8.0,0.0,,0.0,,0.0,0.0,13.0,,,,,,,,,,,,
batessh01,2006,1,NYI,NHL,C,48.0,4.0,6.0,10.0,34.0,13.0,0.0,0.0,1.0,0.0,0.0,,50.0,,,,,,,,,,,,
milleaa01,1993,1,QUE,NHL,D,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
keanemi01,1993,1,MTL,NHL,R,80.0,16.0,30.0,46.0,119.0,6.0,6.0,11.0,2.0,1.0,2.0,1.0,129.0,6.0,3.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0
fernama01,2005,1,MIN,NHL,G,58.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
