playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
litzeed01,,,Ed,Litzenberger,,Edward C.J.,Litz,73.0,174.0,R,13403,3169.0,litzeed01,1952.0,1963.0,,,R,1932.0,7.0,15.0,Canada,SK,Neudorf,2010.0,11.0,1.0,Canada,ON,Toronto
donnepa01,,,Pat,Donnelly,,Patrick,,70.0,185.0,L,,34018.0,donnepa01,,,1975.0,1975.0,C/R,1953.0,2.0,24.0,USA,MI,Detroit,,,,,,
fogarbr01,,,Bryan,Fogarty,,Bryan,,74.0,206.0,L,10487,1725.0,fogarbr01,1989.0,1994.0,,,D,1969.0,6.0,11.0,Canada,QC,Montreal,2002.0,3.0,6.0,USA,SC,Myrtle Beach
cumaty01,,,Tyler,Cuma,,,,74.0,180.0,,,,cumaty01,2011.0,2011.0,,,D,1990.0,1.0,19.0,,,,,,,,,
satanmi01,,,Miroslav,Satan,,Miroslav,,75.0,191.0,L,14871,16367.0,satanmi01,1995.0,2009.0,,,L,1974.0,10.0,22.0,Slovakia,,Topolcany,,,,,,
mojzito01,,,Tomas,Mojzis,,,,73.0,192.0,L,20163,55401.0,mojzito01,2005.0,2008.0,,,D,1982.0,5.0,2.0,Czech Republic,,Kolin,,,,,,
rutheji01,,,Jim,Rutherford,,James Earl,,68.0,168.0,L,18684,4713.0,rutheji01,1970.0,1982.0,,,G,1949.0,2.0,17.0,Canada,ON,Beeton,,,,,,
wilsoal01,,,Allan,Wilson,,Allan,,,,,,,,,,,,,,,,,,,,,,,,
cowanje01,,,Jeff,Cowan,,Jeffrey,,74.0,205.0,L,15199,19376.0,cowanje01,1999.0,2007.0,,,L,1976.0,9.0,27.0,Canada,ON,Scarborough,,,,,,
meekemi01,,,Mike,Meeker,,Michael Thomas,,71.0,195.0,R,13696,8500.0,meekemi01,1978.0,1978.0,,,R,1958.0,2.0,23.0,Canada,ON,Kingston,,,,,,
walzwe01,,,Wes,Walz,,Wesley,,70.0,189.0,R,11718,5632.0,walzwe01,1989.0,2007.0,,,C,1970.0,5.0,15.0,Canada,AB,Calgary,,,,,,
,,dunnji01h,Jimmy,Dunn,,James A.,,,,,B196602,,,,,,,,1898.0,3.0,24.0,Canada,MB,Winnipeg,1979.0,1.0,7.0,,,
fitzpro01,,,Ross,Fitzpatrick,,Ross Edward,,72.0,195.0,L,12600,1693.0,fitzpro01,1982.0,1985.0,,,C,1960.0,10.0,7.0,Canada,BC,Penticton,,,,,,
chornma01,,,Marc,Chorney,,Marc P.,,72.0,200.0,L,12264,6452.0,chornma01,1980.0,1983.0,,,D,1959.0,11.0,8.0,Canada,ON,Sudbury,,,,,,
kellyre01,kellyre01c,kellyre01h,Red,Kelly,,Leonard Patrick,,71.0,180.0,L,P196903,2680.0,kellyre01,1947.0,1966.0,,,C,1927.0,7.0,9.0,Canada,ON,Simcoe,,,,,,
hopkila01,,,Larry,Hopkins,,Larry Harold,,73.0,215.0,L,12990,7547.0,hopkila01,1977.0,1982.0,,,L,1954.0,3.0,17.0,Canada,ON,Oshawa,,,,,,
shaunsc01,,,Scott,Shaunessy,,Scott,,76.0,220.0,L,14288,4902.0,shaunsc01,1986.0,1988.0,,,D,1964.0,1.0,22.0,USA,RI,Newport,,,,,,
brunemu01,,,Mud,Bruneteau,,Modere Fernand,,71.0,185.0,R,12131,632.0,brunemu01,1935.0,1945.0,,,R,1914.0,11.0,28.0,Canada,MB,St. Boniface,1982.0,4.0,15.0,USA,TX,Houston
anderjo02,,,Jonas,Andersson,,,,74.0,202.0,L,19302,45120.0,anderjo02,2001.0,2010.0,,,R,1981.0,2.0,24.0,Sweden,,Stockholm,,,,,,
randake01,randake01c,,Ken,Randall,,Kenneth Fenwick,Pepper Kid,70.0,180.0,R,14074,25815.0,randake01,1917.0,1926.0,,,R,1888.0,12.0,14.0,Canada,ON,Kingston,1947.0,6.0,17.0,Canada,ON,Toronto
ledinwa01,,,Walt,Ledingham,,Walter Norman,,71.0,180.0,L,13347,6641.0,ledinwa01,1972.0,1976.0,,,L,1950.0,10.0,26.0,Canada,SK,Midale,,,,,,
dipenjo01,,,Joe,DiPenta,,,,74.0,199.0,R,16720,35562.0,dipenjo01,2002.0,2007.0,,,D,1979.0,2.0,25.0,Canada,ON,Barrie,,,,,,
rocheer01,,,Ernie,Roche,,Ernest Charles,,73.0,170.0,L,14157,12083.0,rocheer01,1950.0,1950.0,,,D,1930.0,2.0,4.0,Canada,QC,Montreal,,,,,,
,,bakerho01h,Hobey,Baker,,Hobart Amory Hare,,,,,P194502,,bakerho01,,,,,D,1892.0,1.0,15.0,USA,PA,Wissahickon,1918.0,12.0,21.0,France,,Tours
mcmulda01,,,Dale,McMullen,,Dale,,70.0,175.0,L,,7907.0,mcmulda01,,,1977.0,1977.0,L,1955.0,3.0,13.0,Canada,BC,Proctor,,,,,,
mcculfr01,,,Fred,McCulloch,,Frederick,,,,,,,,,,,,G,,,,,,,,,,,,
petroro02,,,Ronald,Petrovicky,,,,71.0,190.0,R,10515,28802.0,petroro02,2000.0,2006.0,,,R,1977.0,2.0,15.0,Slovakia,,Zilina,,,,,,
tsygude01,,,Denis,Tsygurov,,Denis,,75.0,198.0,L,14893,10162.0,tsygude01,1993.0,1995.0,,,D,1971.0,2.0,26.0,Russia,,Chelyabinsk,,,,,,
