year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1975,NHL,TOR,23,12,5.0,,11,19,10.0,,,,,,5.0,4.0,1.0,,4.0,3.0,6.0,,5.0,6.0,1.0,,7.0,6.0,2.0,,7.0,6.0,1.0,,6.0,4.0,4.0,,0.0,2.0,0.0,
2001,NHL,BOS,23,11,2.0,5.0,20,13,4.0,4.0,,,,,5.0,3.0,3.0,2.0,8.0,4.0,0.0,0.0,8.0,4.0,0.0,2.0,8.0,4.0,0.0,3.0,3.0,2.0,2.0,0.0,9.0,5.0,0.0,0.0,2.0,2.0,1.0,2.0
1994,NHL,EDM,11,12,1.0,,6,15,3.0,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,,5.0,6.0,2.0,,5.0,7.0,1.0,,5.0,8.0,1.0,
2009,NHL,WAS,30,5,,6.0,24,10,,7.0,,,,,8.0,2.0,,3.0,8.0,3.0,,3.0,8.0,5.0,,0.0,13.0,2.0,,0.0,4.0,1.0,,2.0,8.0,2.0,,4.0,5.0,0.0,,1.0
2005,NHL,BOS,16,15,,10.0,13,22,,6.0,,,,,5.0,5.0,,3.0,3.0,8.0,,2.0,6.0,5.0,,1.0,8.0,4.0,,2.0,2.0,2.0,,2.0,4.0,9.0,,3.0,1.0,4.0,,3.0
1938,NHL,CHI,5,13,6.0,,7,15,2.0,,,,,,,,,,5.0,3.0,1.0,,3.0,6.0,2.0,,1.0,8.0,2.0,,2.0,5.0,2.0,,1.0,6.0,1.0,,,,,
1979,NHL,HAR,22,12,6.0,,5,22,13.0,,,,,,2.0,4.0,4.0,,6.0,4.0,2.0,,1.0,8.0,3.0,,6.0,6.0,1.0,,7.0,5.0,2.0,,3.0,5.0,7.0,,2.0,2.0,0.0,
2003,NHL,MTL,23,13,4.0,1.0,18,17,3.0,3.0,,,,,6.0,5.0,0.0,0.0,4.0,6.0,2.0,1.0,7.0,4.0,3.0,1.0,8.0,5.0,1.0,0.0,8.0,5.0,0.0,0.0,7.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0
1998,NHL,CHI,20,17,4.0,,9,24,8.0,,,,,,4.0,4.0,1.0,,2.0,10.0,2.0,,5.0,6.0,1.0,,3.0,6.0,4.0,,3.0,11.0,0.0,,6.0,3.0,4.0,,6.0,1.0,0.0,
1993,NHL,DAL,23,12,7.0,,19,17,6.0,,,,,,6.0,4.0,2.0,,6.0,5.0,4.0,,8.0,4.0,1.0,,7.0,6.0,0.0,,7.0,2.0,1.0,,5.0,5.0,4.0,,3.0,3.0,1.0,
1974,WHA,TOT,24,15,0.0,,19,18,2.0,,,,,,6.0,1.0,0.0,,8.0,7.0,1.0,,6.0,5.0,0.0,,7.0,6.0,1.0,,6.0,7.0,0.0,,8.0,6.0,0.0,,2.0,1.0,0.0,
1994,NHL,DAL,9,10,5.0,,8,13,3.0,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,3.0,8.0,2.0,,6.0,5.0,2.0,,6.0,7.0,3.0,
1997,NHL,EDM,20,16,5.0,,15,21,5.0,,,,,,5.0,6.0,1.0,,3.0,7.0,5.0,,3.0,7.0,3.0,,7.0,5.0,1.0,,3.0,4.0,0.0,,8.0,6.0,0.0,,6.0,2.0,0.0,
1929,NHL,BOS,21,1,0.0,,17,4,1.0,,,,,,,,,,5.0,1.0,0.0,,10.0,1.0,0.0,,10.0,2.0,0.0,,8.0,0.0,1.0,,5.0,1.0,0.0,,,,,
1936,NHL,BOS,9,11,4.0,,14,7,3.0,,,,,,,,,,4.0,2.0,2.0,,5.0,4.0,1.0,,4.0,6.0,2.0,,6.0,4.0,1.0,,4.0,2.0,1.0,,,,,
1985,NHL,LAK,9,27,4.0,,14,22,4.0,,,,,,2.0,9.0,0.0,,3.0,6.0,3.0,,5.0,6.0,1.0,,6.0,6.0,2.0,,4.0,9.0,0.0,,3.0,12.0,1.0,,0.0,1.0,1.0,
1934,NHL,TOR,16,6,2.0,,14,8,2.0,,,,,,,,,,7.0,0.0,0.0,,8.0,3.0,1.0,,6.0,6.0,2.0,,4.0,4.0,1.0,,5.0,1.0,0.0,,,,,
1978,NHL,DET,15,17,8.0,,8,24,8.0,,,,,,4.0,2.0,3.0,,2.0,8.0,3.0,,2.0,10.0,5.0,,2.0,7.0,3.0,,4.0,6.0,0.0,,7.0,6.0,2.0,,2.0,2.0,0.0,
1997,NHL,SJS,17,19,5.0,,17,19,5.0,,,,,,4.0,9.0,0.0,,5.0,8.0,2.0,,5.0,3.0,3.0,,6.0,5.0,2.0,,2.0,4.0,0.0,,7.0,8.0,0.0,,5.0,1.0,3.0,
2010,NHL,TBL,25,11,,5.0,21,14,,6.0,,,,,7.0,2.0,,1.0,7.0,6.0,,2.0,8.0,3.0,,2.0,9.0,4.0,,0.0,6.0,3.0,,2.0,5.0,6.0,,4.0,4.0,1.0,,0.0
1986,NHL,TOR,22,14,4.0,,10,28,2.0,,,,,,5.0,2.0,3.0,,5.0,8.0,1.0,,5.0,6.0,1.0,,4.0,12.0,0.0,,5.0,5.0,1.0,,7.0,8.0,0.0,,1.0,1.0,0.0,
1990,NHL,VAN,18,17,5.0,,10,26,4.0,,,,,,6.0,6.0,0.0,,6.0,6.0,2.0,,5.0,9.0,1.0,,2.0,9.0,2.0,,5.0,6.0,2.0,,4.0,7.0,2.0,,,,,
1977,NHL,DET,22,11,7.0,,10,23,7.0,,,,,,3.0,3.0,2.0,,6.0,6.0,1.0,,2.0,9.0,2.0,,6.0,4.0,2.0,,6.0,6.0,2.0,,7.0,3.0,4.0,,2.0,3.0,1.0,
1987,NHL,LAK,19,18,3.0,,11,24,5.0,,,,,,3.0,7.0,1.0,,4.0,6.0,3.0,,4.0,11.0,0.0,,7.0,7.0,1.0,,7.0,6.0,0.0,,4.0,5.0,2.0,,1.0,0.0,1.0,
1995,NHL,BUF,19,17,5.0,,14,25,2.0,,,,,,3.0,7.0,0.0,,7.0,4.0,2.0,,6.0,8.0,1.0,,4.0,7.0,0.0,,6.0,3.0,3.0,,2.0,11.0,1.0,,5.0,2.0,0.0,
2006,NHL,WAS,17,17,,7.0,11,23,,7.0,,,,,4.0,3.0,,4.0,6.0,6.0,,2.0,6.0,7.0,,1.0,5.0,7.0,,0.0,3.0,6.0,,4.0,2.0,10.0,,3.0,2.0,1.0,,0.0
1953,NHL,CHI,8,21,6.0,,4,30,1.0,,,,,,2.0,7.0,1.0,,1.0,12.0,2.0,,4.0,6.0,2.0,,2.0,12.0,0.0,,2.0,8.0,1.0,,1.0,6.0,1.0,,,,,
2001,NHL,TOR,24,11,6.0,0.0,19,14,4.0,4.0,,,,,7.0,3.0,1.0,1.0,7.0,4.0,1.0,2.0,8.0,5.0,1.0,0.0,6.0,5.0,2.0,1.0,4.0,1.0,0.0,0.0,6.0,6.0,4.0,0.0,5.0,1.0,1.0,0.0
1948,NHL,TOR,12,8,10.0,,10,17,3.0,,,,,,3.0,4.0,0.0,,2.0,3.0,5.0,,4.0,6.0,1.0,,4.0,5.0,4.0,,6.0,1.0,3.0,,3.0,6.0,0.0,,,,,
1921,NHL,HAM,5,7,0.0,,2,10,0.0,,,,,,,,,,,,,,1.0,4.0,0.0,,3.0,5.0,0.0,,2.0,6.0,0.0,,1.0,2.0,0.0,,,,,
2007,NHL,COL,27,12,,2.0,17,19,,5.0,,,,,7.0,4.0,,0.0,6.0,6.0,,1.0,8.0,5.0,,2.0,6.0,5.0,,1.0,6.0,6.0,,2.0,9.0,5.0,,1.0,2.0,0.0,,0.0
2002,NHL,VAN,22,13,6.0,0.0,23,10,7.0,1.0,,,,,3.0,4.0,4.0,0.0,12.0,1.0,0.0,0.0,7.0,6.0,1.0,0.0,7.0,5.0,2.0,0.0,9.0,1.0,2.0,0.0,7.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0
1996,NHL,PIT,25,11,5.0,,13,25,3.0,,,,,,2.0,8.0,0.0,,6.0,5.0,2.0,,11.0,2.0,2.0,,8.0,3.0,1.0,,4.0,7.0,0.0,,5.0,8.0,2.0,,2.0,3.0,1.0,
1992,NHL,NYR,20,17,5.0,,14,22,6.0,,,,,,7.0,4.0,1.0,,4.0,6.0,2.0,,8.0,6.0,1.0,,4.0,5.0,3.0,,5.0,4.0,3.0,,5.0,6.0,1.0,,1.0,8.0,0.0,
1947,NHL,BOS,12,8,10.0,,11,16,3.0,,,,,,4.0,1.0,0.0,,4.0,5.0,3.0,,2.0,7.0,3.0,,4.0,4.0,3.0,,4.0,6.0,1.0,,5.0,1.0,3.0,,,,,
2000,NHL,STL,28,5,5.0,3.0,15,17,7.0,2.0,,,,,9.0,2.0,1.0,0.0,7.0,2.0,2.0,0.0,9.0,1.0,1.0,0.0,9.0,6.0,0.0,2.0,5.0,5.0,3.0,0.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,0.0
1963,NHL,BOS,13,15,7.0,,5,25,5.0,,,,,,1.0,7.0,1.0,,3.0,4.0,3.0,,3.0,8.0,3.0,,5.0,8.0,2.0,,3.0,9.0,1.0,,3.0,4.0,2.0,,,,,
1927,NHL,MTL,12,7,3.0,,14,4,4.0,,,,,,,,,,3.0,1.0,1.0,,8.0,0.0,3.0,,7.0,3.0,0.0,,2.0,4.0,3.0,,6.0,3.0,0.0,,,,,
2002,NHL,BOS,23,11,5.0,2.0,13,20,6.0,2.0,,,,,6.0,2.0,2.0,0.0,10.0,1.0,1.0,1.0,5.0,8.0,1.0,0.0,5.0,8.0,1.0,0.0,2.0,6.0,3.0,1.0,7.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0
1993,NHL,CHI,21,16,5.0,,18,20,4.0,,,,,,4.0,7.0,2.0,,8.0,2.0,0.0,,6.0,5.0,2.0,,5.0,6.0,2.0,,6.0,7.0,1.0,,6.0,7.0,2.0,,4.0,2.0,0.0,
1967,NHL,NYR,22,8,7.0,,17,15,5.0,,,,,,5.0,1.0,3.0,,4.0,7.0,0.0,,7.0,5.0,3.0,,6.0,4.0,2.0,,8.0,2.0,3.0,,9.0,4.0,1.0,,,,,
1981,NHL,HAR,13,17,10.0,,8,24,8.0,,,,,,1.0,4.0,5.0,,3.0,7.0,3.0,,6.0,7.0,1.0,,4.0,6.0,3.0,,3.0,8.0,2.0,,4.0,8.0,3.0,,0.0,1.0,1.0,
1973,WHA,QUN,25,10,4.0,,13,26,0.0,,,,,,8.0,4.0,0.0,,4.0,8.0,2.0,,5.0,6.0,1.0,,7.0,5.0,0.0,,9.0,5.0,0.0,,5.0,8.0,1.0,,,,,
1986,NHL,BOS,25,11,4.0,,14,23,3.0,,,,,,5.0,4.0,1.0,,5.0,7.0,3.0,,6.0,5.0,0.0,,10.0,4.0,1.0,,5.0,7.0,0.0,,8.0,5.0,2.0,,0.0,2.0,0.0,
1997,NHL,CAL,18,17,6.0,,8,24,9.0,,,,,,3.0,8.0,2.0,,2.0,7.0,5.0,,6.0,8.0,1.0,,3.0,6.0,3.0,,2.0,1.0,1.0,,8.0,6.0,1.0,,2.0,5.0,2.0,
1941,NHL,CHI,15,8,1.0,,7,15,2.0,,,,,,,,,,5.0,4.0,1.0,,4.0,4.0,2.0,,6.0,4.0,0.0,,6.0,6.0,0.0,,1.0,5.0,0.0,,,,,
1983,NHL,DET,18,20,2.0,,13,22,5.0,,,,,,4.0,3.0,2.0,,6.0,8.0,0.0,,4.0,9.0,2.0,,3.0,9.0,1.0,,8.0,4.0,2.0,,6.0,8.0,0.0,,0.0,1.0,0.0,
2006,NHL,NYI,22,13,,6.0,18,17,,6.0,,,,,5.0,4.0,,2.0,7.0,5.0,,1.0,7.0,6.0,,0.0,4.0,6.0,,3.0,9.0,2.0,,2.0,4.0,7.0,,4.0,4.0,0.0,,0.0
2002,NHL,FLO,8,21,7.0,5.0,16,15,6.0,4.0,,,,,4.0,5.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,8.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0
