statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
16,16,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
47,47,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
48,48,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
49,49,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
57,57,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
93,93,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
136,136,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
147,147,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
170,170,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
173,173,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
205,205,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
222,222,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
236,236,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
259,259,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
277,277,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
293,293,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
331,331,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
333,333,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
346,346,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
358,358,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
359,359,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
360,360,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
363,363,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
377,377,1999-08-13T00:00:00,1999-09-02T00:00:00,2160.0,
385,385,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
423,423,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
436,436,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
445,445,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
456,456,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
457,457,1999-08-13T00:00:00,1999-09-02T00:00:00,3460.0,
461,461,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
464,464,1999-08-13T00:00:00,1999-09-02T00:00:00,2923.0,
475,475,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
477,477,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
487,487,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
509,509,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
519,519,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
608,608,1999-08-13T00:00:00,1999-09-02T00:00:00,4208.0,
622,622,1999-08-13T00:00:00,1999-09-02T00:00:00,0.0,
