season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2003,10,1104,68,1328,62,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,10,1272,70,1393,63,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,11,1266,73,1437,61,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,11,1296,56,1457,50,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,11,1400,77,1208,71,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,11,1458,81,1186,55,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,12,1161,80,1236,62,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,12,1186,75,1457,61,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,12,1194,71,1156,66,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,12,1458,84,1296,56,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,13,1166,106,1426,50,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,13,1202,74,1106,73,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,13,1237,66,1135,65,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,13,1323,76,1125,48,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,14,1125,83,1135,77,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",1
2003,14,1156,78,1236,71,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,14,1161,81,1194,56,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,14,1166,82,1202,57,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,14,1183,73,1129,59,А,0
2003,14,1314,85,1336,55,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,14,1323,89,1237,45,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,14,1353,60,1162,36,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,14,1390,61,1131,57,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,14,1426,59,1106,47,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,14,1462,87,1389,48,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,15,1161,77,1156,63,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,15,1194,93,1236,86,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",2
2003,15,1196,76,1256,55,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,15,1242,81,1221,57,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,15,1422,84,1447,65,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,16,1314,71,1353,67,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,16,1390,63,1462,62,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,17,1196,99,1183,65,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,17,1304,68,1147,45,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,18,1104,82,1106,56,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1113,59,1287,56,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1116,81,1238,44,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1117,83,1369,71,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1120,81,1459,63,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1122,81,1272,80,А,1
2003,18,1123,72,1240,64,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,18,1133,95,1337,81,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",1
2003,18,1139,69,1236,53,А,0
2003,18,1140,71,1405,56,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,18,1141,61,1206,58,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1148,77,1389,67,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1150,89,1253,61,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1151,68,1359,66,А,0
2003,18,1157,77,1441,72,А,0
2003,18,1158,84,1149,70,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,18,1160,97,1142,69,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1165,78,1138,72,А,0
2003,18,1179,74,1194,62,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1187,65,1292,63,А,0
2003,18,1191,73,1227,68,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1200,79,1456,76,А,0
2003,18,1207,99,1212,46,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1211,69,1220,61,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1217,69,1193,67,А,0
2003,18,1218,81,1114,65,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1219,70,1319,65,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2003,18,1232,63,1464,56,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1241,68,1202,66,А,0
2003,18,1242,105,1422,66,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1247,73,1174,56,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1250,68,1171,62,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1258,85,1260,79,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1261,68,1311,24,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1265,72,1159,65,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1266,64,1164,46,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,18,1267,92,1310,90,А,0
2003,18,1277,66,1421,52,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
1996,84,1290,83,1106,75,А,0
2010,60,1345,77,1452,62,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
1986,36,1373,51,1432,50,А,0
1991,60,1418,114,1341,79,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2002,75,1329,69,1235,66,А,0
2009,124,1431,81,1379,70,А,0
2000,26,1299,94,1401,77,А,0
1993,73,1451,91,1226,80,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
1997,71,1266,67,1235,64,А,0
1986,89,1258,76,1362,62,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,110,1323,98,1439,76,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2013,65,1141,73,1132,67,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
1987,64,1208,69,1246,65,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2000,82,1346,80,1384,63,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2012,42,1332,79,1340,70,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
1997,103,1417,87,1390,68,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2010,21,1458,65,1112,61,"I'm sorry, but I don't understand your request. Could you please provide some context or clarify your question?",0
2013,79,1464,68,1460,61,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2013,89,1217,89,1135,82,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",2
2012,117,1443,73,1292,67,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2004,27,1375,66,1106,49,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2007,96,1317,74,1443,70,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,50,1334,88,1201,77,А,0
2003,63,1214,80,1224,75,А,0
1992,75,1354,76,1271,63,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2014,61,1178,58,1460,53,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
1996,30,1319,83,1142,71,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
1993,65,1104,77,1261,67,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2007,122,1253,85,1414,80,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2000,114,1421,76,1149,61,А,0
2014,91,1437,81,1462,58,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,122,1209,76,1125,58,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2003,23,1124,82,1322,54,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2007,121,1104,69,1279,58,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2006,124,1416,66,1431,55,"Добро пожаловать! Я готов помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2006,29,1178,64,1185,60,А,0
