season,daynum,wteam,wscore,lteam,lscore,wloc,numot,wfgm,wfga,wfgm3,wfga3,wftm,wfta,wor,wdr,wast,wto,wstl,wblk,wpf,lfgm,lfga,lfgm3,lfga3,lftm,lfta,lor,ldr,last,lto,lstl,lblk,lpf
2013,4,1104,70,1355,67,Н,0,25,52,6,21,14,14,8,19,14,12,8,4,16,25,50,8,21,9,12,8,19,8,13,3,2,14
2013,4,1107,69,1182,66,Н,0,28,61,7,19,6,7,14,21,13,12,6,2,22,22,58,7,28,15,23,20,19,8,13,4,6,13
2013,4,1114,84,1404,68,Н,0,28,61,6,17,22,30,11,28,16,14,9,4,19,21,51,5,15,21,24,4,28,11,16,3,1,27
2013,4,1116,73,1358,68,Н,0,22,51,3,13,26,32,7,16,16,9,9,8,14,28,60,8,23,4,6,13,23,13,19,3,4,25
2013,4,1120,61,1236,50,Н,0,22,54,3,11,14,21,12,30,10,16,10,3,17,15,52,4,20,16,23,10,25,10,17,10,2,18
2013,4,1122,75,1359,64,Н,0,28,52,9,20,10,17,7,31,12,13,4,3,15,27,70,2,24,8,12,14,21,11,7,9,0,18
2013,4,1124,99,1250,77,Н,0,40,62,6,20,13,20,12,32,28,16,4,6,18,28,75,8,21,13,18,18,14,9,9,8,2,18
2013,4,1125,89,1252,60,A,0,29,58,11,27,20,23,9,25,14,15,16,6,19,21,54,8,23,10,19,15,21,12,25,8,2,22
2013,4,1133,76,1183,53,Н,0,30,52,3,12,13,17,7,28,16,11,7,1,14,17,49,7,23,12,16,8,17,8,15,5,0,18
2013,4,1137,70,1345,65,A,0,24,57,2,10,20,25,9,27,12,8,3,1,15,28,61,2,16,7,15,10,23,16,9,4,4,20
2013,4,1140,81,1398,66,Н,0,30,55,5,14,16,25,3,37,20,17,4,8,19,23,68,6,21,14,23,14,26,15,17,8,4,24
2013,4,1150,68,1149,58,Н,0,23,59,3,13,19,33,18,26,7,11,9,6,19,19,65,8,34,12,18,23,25,9,17,7,4,25
2013,4,1156,92,1212,49,Н,0,34,59,8,16,16,19,12,27,23,13,13,5,22,12,46,1,13,24,30,10,14,8,16,6,1,19
2013,4,1157,74,1103,70,Н,1,26,57,6,13,16,25,14,26,12,20,8,2,22,21,57,11,33,17,26,15,21,13,18,13,4,21
2013,4,1158,75,1406,58,Н,0,27,48,4,9,17,29,12,22,11,17,4,6,18,21,57,4,12,12,17,17,15,5,15,7,4,23
2013,4,1160,74,1459,59,Н,0,21,47,4,12,28,36,8,30,10,10,5,6,12,22,61,13,35,2,2,9,25,13,13,3,2,24
2013,4,1161,72,1285,65,Н,0,20,53,1,8,31,41,19,25,7,9,5,0,20,20,44,7,17,18,23,2,19,9,13,3,2,33
2013,4,1163,66,1277,62,Н,0,25,54,6,13,10,13,7,22,13,12,11,10,12,24,64,4,17,10,13,20,23,9,15,9,3,15
2013,4,1166,71,1317,51,Н,0,24,48,5,18,18,22,7,32,14,13,4,6,12,22,69,2,16,5,10,18,20,11,12,6,2,20
2013,4,1169,81,1337,75,Н,0,25,58,6,16,25,27,11,21,10,16,11,4,21,25,57,9,26,16,26,17,24,17,23,6,3,20
2013,4,1177,91,1415,59,Н,0,36,73,11,21,8,9,13,26,17,13,13,2,21,21,51,5,17,12,24,11,24,8,24,9,0,10
2013,4,1181,74,1209,55,Н,0,24,47,11,24,15,23,6,25,17,15,4,6,19,19,51,5,14,12,17,10,23,4,16,7,0,21
2013,4,1206,63,1438,59,Н,0,24,44,7,14,8,19,3,23,14,10,5,2,16,21,52,8,21,9,15,11,21,12,12,3,1,20
2013,4,1208,68,1239,62,Н,0,20,49,4,19,24,38,13,27,13,23,13,5,19,23,61,2,14,14,22,15,24,12,21,11,1,26
2013,4,1210,79,1408,61,Н,0,32,57,3,14,12,19,16,31,18,10,3,6,17,25,59,3,12,8,16,7,16,6,4,4,1,17
2013,4,1211,103,1381,65,Н,0,40,73,6,13,17,30,15,21,18,9,18,1,13,27,55,4,17,7,11,8,25,8,28,4,6,22
2013,4,1218,76,1271,64,Н,0,27,52,4,15,18,25,9,34,19,21,3,1,15,26,70,5,28,7,15,11,20,14,12,9,2,21
2013,4,1219,81,1422,73,Н,0,30,68,5,18,16,22,14,27,17,13,9,4,20,26,60,8,20,13,23,11,29,13,17,6,1,17
2013,4,1221,46,1330,45,A,0,16,54,8,24,6,11,11,19,12,12,5,2,16,18,46,0,13,9,18,12,31,6,17,3,7,16
2013,4,1222,81,1197,76,Н,0,26,61,8,19,21,26,19,33,12,20,7,6,18,28,71,8,26,12,21,16,20,11,12,12,4,23
2013,4,1223,72,1115,68,Н,0,25,65,5,18,17,25,18,27,12,16,8,0,24,26,61,4,16,12,25,14,25,13,14,9,3,20
2013,4,1228,75,1159,55,Н,0,29,74,13,30,4,10,19,28,14,12,5,2,12,20,51,7,23,8,11,4,28,13,17,5,5,15
2013,4,1231,97,1136,54,Н,0,30,54,8,21,29,34,11,35,16,17,12,6,16,20,62,4,29,10,17,13,16,10,18,8,1,24
2013,4,1233,65,1176,58,Н,0,24,45,6,12,11,12,7,20,15,18,6,4,14,21,45,6,22,10,13,7,15,14,17,7,4,13
2013,4,1234,86,1410,55,Н,0,31,69,7,16,17,25,18,31,18,13,13,10,12,23,66,5,24,4,8,14,27,7,19,10,4,22
2013,4,1235,82,1380,59,Н,0,30,68,7,21,15,28,21,38,12,21,8,9,17,20,66,5,25,14,16,8,25,12,16,9,2,26
2013,4,1237,67,1430,54,Н,0,26,59,8,23,7,8,7,29,14,14,5,2,12,21,54,5,17,7,10,6,27,9,18,5,1,13
2013,4,1242,74,1369,55,Н,0,24,62,2,21,24,28,14,35,12,13,5,10,18,18,62,4,16,15,20,12,25,6,12,8,2,20
2013,4,1243,85,1315,52,Н,0,29,66,7,24,20,28,18,30,16,14,8,5,18,19,63,2,18,12,17,13,22,7,19,11,2,25
2013,4,1245,66,1180,62,Н,1,20,57,6,22,20,31,16,26,9,12,4,6,20,22,60,7,23,11,16,16,28,12,16,2,2,24
2013,4,1246,72,1268,69,Н,0,24,56,6,13,18,28,13,25,12,12,5,11,16,25,75,3,19,16,21,28,26,17,11,6,5,23
2013,4,1259,71,1127,45,Н,0,28,54,5,17,10,14,11,24,13,11,9,5,16,16,45,2,11,11,16,5,16,7,16,5,0,15
2013,4,1260,62,1405,50,Н,0,21,54,6,20,14,15,13,30,13,15,5,2,13,20,57,4,17,6,10,10,20,5,11,6,1,16
2013,4,1261,77,1364,63,Н,0,30,67,10,26,7,20,18,22,15,13,16,4,20,19,51,5,19,20,29,15,26,7,23,6,4,19
2013,4,1267,81,1255,47,Н,0,29,57,6,14,17,28,18,31,17,19,12,6,18,17,57,2,15,11,19,13,14,9,18,7,2,22
2013,4,1274,87,1391,79,Н,0,32,61,7,21,16,24,12,27,19,11,4,1,13,28,63,13,31,10,14,8,22,20,11,6,1,21
2013,4,1278,72,1110,36,Н,0,27,62,4,22,14,21,22,19,17,8,15,10,20,9,38,2,7,16,23,13,17,5,22,4,4,19
2013,4,1279,93,1290,57,Н,0,31,78,6,27,25,39,24,30,14,11,13,8,20,19,59,5,21,14,24,15,28,7,23,6,1,27
2013,4,1284,91,1220,62,Н,0,36,72,7,17,12,13,11,29,25,14,17,2,25,19,65,4,19,20,30,20,25,10,23,7,5,14
2013,4,1287,77,1254,74,A,0,31,67,9,23,6,8,16,25,13,19,10,3,27,25,59,2,16,22,33,16,21,14,16,11,4,11
2013,4,1288,71,1427,59,Н,0,25,53,2,6,19,32,20,32,15,24,6,6,17,18,55,11,29,12,26,10,16,13,16,11,0,23
2013,4,1292,97,1106,53,Н,0,33,68,11,27,20,29,17,28,27,7,10,3,23,17,47,6,14,13,27,8,24,7,22,2,6,23
2013,4,1301,97,1275,59,Н,0,35,57,8,19,19,27,8,36,23,11,6,6,14,20,69,7,26,12,19,17,20,12,11,7,2,22
2013,4,1303,77,1296,64,Н,0,24,51,6,17,23,31,7,21,10,18,11,0,27,21,50,5,16,17,30,12,23,10,24,9,0,23
2013,4,1309,72,1363,68,Н,0,27,54,1,7,17,24,5,22,15,18,8,3,17,29,56,3,11,7,17,10,24,11,20,13,3,23
2013,4,1313,67,1348,55,A,0,25,56,5,13,12,18,13,27,9,13,4,6,25,15,53,6,20,19,30,18,21,6,8,8,5,19
2013,4,1314,76,1205,59,Н,0,33,71,1,12,9,19,22,26,14,18,12,2,11,22,55,6,22,9,14,9,23,11,22,11,5,19
2013,4,1318,65,1131,64,Н,0,21,47,3,15,20,29,4,25,13,11,8,4,15,24,61,5,22,11,14,10,29,8,13,6,2,20
