season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2005,10,1128,79,1105,69,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,10,1143,78,1415,61,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,10,1206,69,1236,51,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,10,1272,102,1366,40,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,10,1280,53,1193,49,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,10,1343,61,1137,48,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,10,1388,67,1125,58,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,10,1393,104,1294,54,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,11,1137,67,1294,54,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,11,1193,62,1105,47,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,11,1280,55,1128,48,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,11,1307,75,1299,59,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,11,1365,74,1182,65,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,11,1388,61,1143,52,А,0
2005,11,1393,56,1343,45,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,11,1415,74,1125,65,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,12,1182,82,1299,69,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,12,1236,71,1366,60,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,12,1272,75,1206,58,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,12,1307,93,1365,59,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,13,1102,59,1240,42,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,13,1229,82,1336,73,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,13,1266,75,1441,64,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,13,1279,64,1354,52,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,13,1307,82,1182,74,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,13,1365,90,1299,52,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,14,1102,60,1279,36,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,14,1160,72,1158,57,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,14,1166,74,1108,40,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
2005,14,1222,72,1358,69,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,14,1233,77,1319,67,"Да, я могу помочь вам с переводом. Пожалуйста, предоставьте текст, который вы хотите перевести с английского на русский язык.",0
2005,14,1266,60,1229,32,"Добро пожаловать в «Киберпанк 2077»! Это игра в стиле киберпанк, выпущенная в 2019 году. Выберите своего персонажа и отправляйтесь в опасное приключение в будущем, где технологии и мрачная атмосфера идут рука об руку.",0
