corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Corp. Apex Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
2,Corp. Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
3,Corp. Apex MachineryInc., , ,,,,,2004-10-12T10:41:26,6,
4,Corp. Apex NeedleworkInc., , ,,,,,2004-10-12T10:41:26,6,
5,Corp. Apex OperaInc., , ,,,,,2004-10-12T10:41:26,3,
7,Corp. Apex QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
9,Corp. Apex Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
11,Corp. Boston Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
13,Corp. Boston MachineryInc., , ,,,,,2004-10-12T10:41:26,5,
14,Corp. Boston NeedleworkInc., , ,,,,,2004-10-12T10:41:26,6,
15,Corp. Boston OperaInc., , ,,,,,2004-10-12T10:41:26,8,
18,Corp. Boston RestaurantsInc., , ,,,,,2004-10-12T10:41:26,5,
19,Corp. Boston Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
21,Corp. Computer Key StonesInc., , ,,,,,2004-10-12T10:41:26,6,
23,Corp. Computer MachineryInc., , ,,,,,2004-10-12T10:41:26,6,
24,Corp. Computer NeedleworkInc., , ,,,,,2004-10-12T10:41:26,5,
25,Corp. Computer OperaInc., , ,,,,,2004-10-12T10:41:26,4,
26,Corp. Computer PetroleumInc., , ,,,,,2004-10-12T10:41:26,5,
28,Corp. Computer RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
29,Corp. Computer Sail MakersInc., , ,,,,,2004-10-12T10:41:26,7,
35,Corp. Driven OperaInc., , ,,,,,2004-10-12T10:41:26,3,
36,Corp. Driven PetroleumInc., , ,,,,,2004-10-12T10:41:26,7,
